Name,Team,Position,ByeWeek,Age,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FantasyPoints,AverageDraftPosition
Lamar Miller,HOU,RB,10,27,0,0,0,888,3,36,327,3,157.5,41.8
Kenyan Drake,MIA,RB,11,24,0,0,0,644,3,32,239,1,110.3,43
Juju Smith-Schuster,PIT,WR,7,21,0,0,0,0,0,58,917,7,133.7,43.3
Alshon Jeffery,PHI,WR,9,28,0,0,0,0,0,57,789,9,138.9,44.9
Mark Ingram,NO,RB,6,28,0,0,0,1124,12,58,416,0,220,45.5
Allen Robinson,JAX,WR,5,24,0,0,0,0,0,1,17,0,1.7,46
Demaryius Thomas,DEN,WR,10,30,0,0,0,0,0,83,949,5,122.9,47.3
Brandin Cooks,NE,WR,12,24,0,0,0,40,0,65,1082,7,156.2,49.4
Jimmy Graham,SEA,TE,7,31,0,0,0,0,0,57,520,10,114,50.3
Tom Brady,NE,QB,11,40,4577,32,8,28,0,0,0,0,295.88,50.4
Larry Fitzgerald,ARI,WR,9,34,21,0,0,0,0,109,1156,6,152.44,51.9
Greg Olsen,CAR,TE,4,33,0,0,0,0,0,17,191,1,25.1,56.8
Marvin Jones,DET,WR,6,28,0,0,0,0,0,61,1101,9,164.1,57
Marshawn Lynch,OAK,RB,7,32,0,0,0,891,7,20,151,0,144.2,57.7
Carson Wentz,PHI,QB,9,25,3296,33,7,299,0,0,0,0,281.74,58.3
Will Fuller,HOU,WR,10,24,0,0,0,9,0,28,423,7,85.2,58.5
Russell Wilson,SEA,QB,7,29,3983,34,11,586,3,0,0,0,347.92,59.3
Drew Brees,NO,QB,6,39,4334,23,8,12,2,0,0,0,262.56,60.9
Jarvis Landry,MIA,WR,11,25,0,0,0,-7,0,112,987,9,148,62.7
Dion Lewis,NE,RB,8,27,0,0,0,896,6,32,214,3,165,64.1
Sammy Watkins,LAR,WR,12,25,0,0,0,0,0,39,593,8,107.3,65.1
Chris Hogan,NE,WR,11,29,0,0,0,17,0,34,439,5,75.6,65.2
Cam Newton,CAR,QB,4,29,3302,22,16,754,6,0,0,0,299.48,65.5
Golden Tate,DET,WR,6,29,0,0,0,22,0,92,1003,5,132.5,65.7
Evan Engram,NYG,TE,9,23,0,0,0,14,0,64,722,6,109.6,66.4
Carlos Hyde,SF,RB,11,26,0,0,0,940,8,59,350,0,175,67.1
Kyle Rudolph,MIN,TE,10,28,0,0,0,0,0,57,532,8,101.2,68.1
Tevin Coleman,ATL,RB,8,25,0,0,0,628,5,27,299,3,140.7,70.8
Marlon Mack,IND,RB,9,22,0,0,0,358,3,21,225,1,82.3,71.9
Delanie Walker,TEN,TE,8,33,0,0,0,-2,1,74,807,3,100.5,73.4
Michael Crabtree,OAK,WR,10,30,0,0,0,0,0,58,618,8,113.8,73.6
Jordy Nelson,GB,WR,7,33,0,0,0,0,0,53,482,6,84.2,73.7
Corey Davis,TEN,WR,8,23,0,0,0,0,0,34,375,0,35.5,76.6
Kirk Cousins,WAS,QB,10,29,4093,27,13,179,4,0,0,0,277.62,77
Rex Burkhead,NE,RB,11,28,0,0,0,264,5,30,254,3,99.8,78.7
Tarik Cohen,CHI,RB,5,22,21,1,0,370,2,53,353,1,91.14,81.8
Jimmy Garoppolo,SF,QB,11,26,1560,7,5,11,1,1,-6,0,86.9,82.1
Devin Funchess,CAR,WR,4,24,0,0,0,0,0,63,840,8,132,82.2
Emmanuel Sanders,DEN,WR,10,31,0,0,0,0,0,47,555,2,67.5,83.5
Trey Burton,PHI,TE,5,26,0,0,0,0,0,23,248,5,56.8,85.3
Isaiah Crowell,CLE,RB,11,25,0,0,0,853,2,28,182,0,115.5,85.5
Jordan Reed,WAS,TE,4,28,0,0,0,0,0,27,211,2,33.1,86.2
Marquise Goodwin,SF,WR,11,27,0,0,0,44,0,56,962,2,112.6,86.3
CJ Anderson,DEN,RB,4,27,0,0,0,1007,3,28,224,1,147.1,87.3
Jamaal Williams,GB,RB,7,23,0,0,0,556,4,25,262,2,117.8,88
Aaron Jones,GB,RB,7,23,0,0,0,448,4,9,22,0,71,89.1
Jacksonville Jaguars,JAX,DST,9,null,0,0,0,0,0,0,0,0,203,91.3
Matthew Stafford,DET,QB,6,30,4446,29,10,98,0,0,0,0,273.64,92.8
Robert Woods,LAR,WR,12,26,0,0,0,12,0,56,781,5,107.3,95.3
Allen Hurns,JAX,WR,8,26,0,0,0,0,0,39,484,2,60.4,95.3
Randall Cobb,GB,WR,7,27,10,0,0,17,0,66,653,4,93.4,95.5
Chris Thompson,WAS,RB,4,27,0,0,0,294,2,39,510,4,112.4,98.9
Los Angeles Rams,LAR,DST,12,null,0,0,0,0,0,0,0,0,162,99.5
Matt Ryan,ATL,QB,8,33,4095,20,12,143,0,0,0,0,228.1,99.7
Pierre Garcon,SF,WR,11,31,0,0,0,0,0,40,500,0,50,99.8
Devante Parker,MIA,WR,11,25,0,0,0,0,0,57,670,1,73,101.4
D'Onta Foreman,HOU,RB,10,22,0,0,0,327,2,6,83,0,51,103.2
LeGarrette Blount,PHI,RB,6,31,0,0,0,766,2,8,50,1,99.6,103.7
Cooper Kupp,LAR,WR,12,25,0,0,0,0,0,62,869,5,114.9,104.1
Jared Goff,LAR,QB,12,23,3804,28,7,51,1,0,0,0,255.26,106.7
Minnesota Vikings,MIN,DST,10,null,0,0,0,0,0,0,0,0,117,106.9
Robby Anderson,NYJ,WR,11,25,0,0,0,9,0,63,941,7,137,107.6
Kelvin Benjamin,BUF,WR,11,27,0,0,0,0,0,48,692,3,87.2,107.9
Philip Rivers,LAC,QB,8,36,4515,28,10,-2,0,0,0,0,270.4,111.3
Corey Clement,PHI,RB,9,23,0,0,0,321,4,10,123,2,82.4,112.1
Jamison Crowder,WAS,WR,4,25,0,0,0,34,0,66,789,3,94.3,113.2
Patrick Mahomes,KC,QB,12,22,284,0,1,10,0,0,0,0,10.36,114.3
Ty Montgomery,GB,RB,7,25,0,0,0,273,3,23,173,1,68.6,114.4
Philadelphia Eagles,PHI,DST,9,null,0,0,0,0,0,0,0,0,160,115.2
Los Angeles Chargers,LAC,DST,8,null,0,0,0,0,0,0,0,0,158,116.5
Ben Roethlisberger,PIT,QB,7,36,4251,28,14,47,0,0,0,0,260.74,118.4
Nelson Agholor,PHI,WR,9,25,0,0,0,7,1,62,768,8,131.5,118.6
Doug Martin,TB,RB,7,29,0,0,0,406,3,9,84,0,67,118.6
Tyler Eifert,CIN,TE,9,27,0,0,0,0,0,4,46,0,4.6,120
Duke Johnson,CLE,RB,11,24,0,0,0,348,4,74,693,3,142.1,122.5
Denver Broncos,DEN,DST,10,null,0,0,0,0,0,0,0,0,104,124.3
Mike Williams,LAC,WR,8,23,0,0,0,0,0,11,95,0,9.5,124.6
Houston Texans,HOU,DST,10,null,0,0,0,0,0,0,0,0,83,125.2
Chris Carson,SEA,RB,7,23,0,0,0,208,0,7,59,1,32.7,126.4
Sterling Shepard,NYG,WR,9,24,0,0,0,4,0,59,731,2,85.5,126.6
Latavius Murray,MIN,RB,10,27,0,0,0,842,8,15,103,0,142.5,128.6
Derek Carr,OAK,QB,7,27,3496,22,13,66,0,0,0,0,206.44,128.9
Devontae Booker,DEN,RB,10,26,0,0,0,299,1,30,275,0,61.4,129.7
Kenny Stills,MIA,WR,11,26,0,0,0,0,0,58,847,6,116.7,130
Martavis Bryant,PIT,WR,7,26,0,0,0,22,0,50,603,3,82.5,130.1
Marcus Mariota,TEN,QB,8,24,3232,13,15,312,5,0,0,0,210.48,132.9
Jack Doyle,IND,TE,9,28,0,0,0,0,0,80,690,4,89,133.1
Marqise Lee,JAX,WR,9,26,0,0,0,17,0,56,702,3,91.9,133.7
Baltimore Ravens,BAL,DST,10,null,0,0,0,0,0,0,0,0,185,136.7
Kenny Golladay,DET,WR,6,24,0,0,0,9,0,28,477,3,66.6,137.5
Alex Smith,KC,QB,4,34,4042,26,5,355,1,0,0,0,295.18,139.4
George Kittle,SF,TE,11,24,0,0,0,0,0,43,515,2,63.5,139.5
New Orleans Saints,NO,DST,6,null,0,0,0,0,0,0,0,0,148,142.1
Dak Prescott,DAL,QB,8,24,3324,22,13,357,6,0,0,0,260.66,142.5
Greg Zuerlein,LAR,K,12,30,0,0,0,0,0,0,0,0,170,142.6
Josh Doctson,WAS,WR,4,25,0,0,0,-14,0,35,502,6,84.8,142.6
Rishard Matthews,TEN,WR,8,28,0,0,0,-3,0,53,795,4,103.2,143.1
OJ Howard,TB,TE,5,23,0,0,0,0,0,26,432,6,75.2,148.9
Stephen Gostkowski,NE,K,11,34,0,0,0,0,0,0,0,0,164,150.1
Case Keenum,MIN,QB,10,30,3547,22,7,160,1,0,0,0,237.88,150.7
Eli Manning,NYG,QB,9,37,3468,19,13,26,1,0,0,0,187.32,151.1
Giovani Bernard,CIN,RB,9,26,0,0,0,458,2,43,389,2,108.7,151.3
Justin Tucker,BAL,K,10,28,0,0,0,0,0,0,0,0,151,152.5
Bilal Powell,NYJ,RB,11,29,0,0,0,772,5,23,170,0,122.2,154.3
New England Patriots,NE,DST,11,null,0,0,0,0,0,0,0,0,119,155
Jameis Winston,TB,QB,5,24,3504,19,11,135,1,0,0,0,201.66,155.5
Austin Seferian-Jenkins,NYJ,TE,9,25,0,0,0,0,0,50,357,3,51.7,155.6
Jordan Matthews,BUF,WR,11,25,0,0,0,0,0,25,282,1,32.2,155.7
David Njoku,CLE,TE,11,22,0,0,0,1,0,32,386,4,62.7,156.1
Ricky Seals-Jones,ARI,TE,9,23,0,0,0,0,0,12,201,3,38.1,158.6
Geronimo Allison,GB,WR,7,24,0,0,0,0,0,23,253,0,23.3,158.7
Tyler Lockett,SEA,WR,7,24,0,0,0,58,0,45,555,2,73.3,158.8
Matt Breida,SF,RB,11,23,0,0,0,465,2,21,180,1,82.5,161.1
Seattle Seahawks,SEA,DST,7,null,0,0,0,0,0,0,0,0,136,161.3
Kansas City Chiefs,KC,DST,12,null,0,0,0,0,0,0,0,0,123,161.7
Brandon Marshall,NYG,WR,7,34,0,0,0,0,0,18,154,0,15.4,162.6
Frank Gore,IND,RB,11,35,0,0,0,961,3,29,245,1,144.6,163.3
Jake Elliott,PHI,K,9,23,0,0,0,0,0,0,0,0,127,163.3
Wil Lutz,NO,K,6,24,0,0,0,4,0,0,0,0,148.4,163.6
Chicago Bears,CHI,DST,5,null,0,0,0,0,0,0,0,0,136,163.7
DeSean Jackson,TB,WR,5,31,0,0,0,38,0,50,668,3,88.6,163.7
Peyton Barber,TB,RB,5,24,0,0,0,423,3,16,114,0,69.7,163.8
Benjamin Watson,BAL,TE,6,37,0,0,0,0,0,61,522,4,76.2,164.5
Matt Bryant,ATL,K,8,43,0,0,0,0,0,0,0,0,153,164.7
Mohamed Sanu,ATL,WR,8,28,51,1,0,10,0,67,703,5,107.34,164.7
Tyrod Taylor,BUF,QB,11,28,2799,14,4,427,4,0,0,0,222.66,164.8
Mitch Trubisky,CHI,QB,5,23,2193,7,7,248,2,0,0,0,134.52,164.8
Carolina Panthers,CAR,DST,4,null,0,0,0,0,0,0,0,0,136,165.3
Pittsburgh Steelers,PIT,DST,7,null,0,0,0,0,0,0,0,0,135,166.2
Chris Boswell,PIT,K,7,27,0,0,0,0,0,0,0,0,150,166.5
Blake Bortles,JAX,QB,9,26,3687,21,13,322,2,0,0,0,249.68,166.7
Dan Bailey,DAL,K,8,30,0,0,0,0,0,0,0,0,77,166.9
Harrison Butker,KC,K,12,23,0,0,0,0,0,0,0,0,150,168.6
Matt Prater,DET,K,6,33,0,0,0,0,0,0,0,0,144,169.3
Robbie Gould,SF,K,11,36,0,0,0,0,0,0,0,0,153,169.4
Dede Westbrook,JAX,WR,9,24,0,0,0,0,0,27,339,1,39.9,171.9
Mason Crosby,GB,K,7,33,0,0,0,0,0,0,0,0,80,172.2
James White,NE,RB,11,26,0,0,0,171,0,56,429,3,78,174
Washington Redskins,WAS,DST,4,null,0,0,0,0,0,0,0,0,111,176
Paul Richardson,SEA,WR,4,26,0,0,0,0,0,44,703,6,106.3,177
Green Bay Packers,GB,DST,7,null,0,0,0,0,0,0,0,0,91,177
Tennessee Titans,TEN,DST,8,null,0,0,0,0,0,0,0,0,111,178
Terrance Williams,DAL,WR,8,28,0,0,0,15,0,53,568,0,58.3,178
Arizona Cardinals,ARI,DST,9,null,0,0,0,0,0,0,0,0,112,179
Ted Ginn,NO,WR,6,33,0,0,0,39,0,53,787,4,106.6,179
Dallas Cowboys,DAL,DST,8,null,0,0,0,0,0,0,0,0,111,180
Mike Wallace,BAL,WR,9,31,0,0,0,4,0,52,748,4,99.2,180
Atlanta Falcons,ATL,DST,8,null,0,0,0,0,0,0,0,0,99,181
Ryan Grant,WAS,WR,9,27,0,0,0,0,0,45,573,4,81.3,181
Detroit Lions,DET,DST,6,null,0,0,0,0,0,0,0,0,153,182
Albert Wilson,KC,WR,11,26,0,0,0,6,0,42,554,3,74,182
Tyrell Williams,LAC,WR,8,26,0,0,0,0,0,43,728,4,94.8,183
Oakland Raiders,OAK,DST,7,null,0,0,0,0,0,0,0,0,66,183
Miami Dolphins,MIA,DST,11,null,0,0,0,0,0,0,0,0,87,184
Zay Jones,BUF,WR,11,23,0,0,0,0,0,27,316,2,43.6,184
Cincinnati Bengals,CIN,DST,9,null,0,0,0,0,0,0,0,0,95,185
Brandon LaFell,CIN,WR,9,31,0,0,0,0,0,52,548,3,72.8,185
Austin Ekeler,LAC,RB,8,23,0,0,0,260,2,27,279,3,79.9,186
San Francisco 49ers,SF,DST,11,null,0,0,0,0,0,0,0,0,79,186
Indianapolis Colts,IND,DST,9,null,0,0,0,0,0,0,0,0,84,187
Buffalo Bills,BUF,DST,11,null,0,0,0,0,0,0,0,0,106,188
Tampa Bay Buccaneers,TB,DST,5,null,0,0,0,0,0,0,0,0,102,189
Willie Snead,NO,WR,10,25,0,0,0,0,0,8,92,0,7.2,189
New York Jets,NYJ,DST,11,null,0,0,0,0,0,0,0,0,71,190
New York Giants,NYG,DST,9,null,0,0,0,0,0,0,0,0,87,191
Cleveland Browns,CLE,DST,11,null,0,0,0,0,0,0,0,0,71,192
John Brown,ARI,WR,10,28,0,0,0,10,0,21,299,3,48.9,193
Darren Sproles,PHI,RB,9,35,0,0,0,61,0,7,73,0,11.4,194
Travis Benjamin,LAC,WR,8,28,0,0,0,96,0,34,567,4,90.3,195
Andy Dalton,CIN,QB,9,30,3320,25,12,99,0,0,0,0,210.7,196
Donte Moncrief,IND,WR,9,24,0,0,0,0,0,26,391,2,51.1,198
Theo Riddick,DET,RB,6,27,0,0,0,286,3,53,444,2,101,199
Kendall Wright,CHI,WR,10,28,0,0,0,0,0,59,614,1,67.4,201
Terrelle Pryor,WAS,WR,11,29,0,0,0,0,0,20,240,1,30,202
Jermaine Kearse,NYJ,WR,11,28,0,0,0,0,0,65,810,5,111,203
Elijah McGuire,NYJ,RB,11,24,0,0,0,315,1,17,177,1,59.2,204
Danny Amendola,NE,WR,11,32,0,0,0,0,0,61,659,2,77.9,206
John Ross,CIN,WR,9,23,0,0,0,12,0,0,0,0,-0.8,207
JJ Nelson,ARI,WR,9,24,0,0,0,37,0,29,508,2,64.5,208
Joe Flacco,BAL,QB,10,33,3141,18,13,54,1,0,0,0,185.04,210
Taywan Taylor,TEN,WR,8,23,0,0,0,43,0,16,231,1,33.4,211
Seth Roberts,OAK,WR,7,27,0,0,0,0,0,43,455,1,47.5,212
Cole Beasley,DAL,WR,8,29,0,0,0,0,0,36,314,4,55.4,214
Bennie Fowler,DEN,WR,5,27,0,0,0,0,0,29,350,3,53,215
TJ Yeldon,JAX,RB,9,24,0,0,0,253,2,30,224,0,57.7,216
Chris Godwin,TB,WR,5,22,0,0,0,0,0,34,525,1,58.5,217
Travaris Cadet,BUF,RB,11,29,0,0,0,96,0,16,119,0,21.5,218
Taylor Gabriel,ATL,WR,5,27,0,0,0,49,0,33,378,1,48.7,221
Chester Rogers,IND,WR,9,24,0,0,0,8,0,23,284,1,35.2,222
Trent Taylor,SF,WR,11,24,0,0,0,0,0,43,430,2,53,223
Adam Humphries,TB,WR,5,25,0,0,0,6,0,61,631,1,67.7,224
Chris Ivory,JAX,RB,11,30,0,0,0,382,1,21,175,1,63.7,225
De'Angelo Henderson,DEN,RB,10,25,0,0,0,13,0,2,36,1,10.9,226
Javorius Allen,BAL,RB,10,26,0,0,0,591,4,46,250,2,120.1,228
Curtis Samuel,CAR,WR,4,21,0,0,0,64,0,15,115,0,17.9,230
Corey Grant,JAX,RB,9,26,0,0,0,248,2,3,41,0,38.9,231
Jalen Richard,OAK,RB,7,24,0,0,0,275,1,27,256,1,59.1,232
Charles Sims,TB,RB,5,27,0,0,0,95,0,35,249,1,38.4,235
Rod Smith,DAL,RB,8,26,0,0,0,232,4,19,202,1,73.4,236
Mike Davis,SEA,RB,7,25,0,0,0,240,0,15,131,0,37.1,239
Wayne Gallman,NYG,RB,9,23,0,0,0,476,0,34,193,1,70.9,240
Corey Coleman,CLE,WR,11,24,0,0,0,0,0,23,305,2,42.5,241
Josh Reynolds,LAR,WR,12,23,0,0,0,0,0,11,104,1,16.4,242
Braxton Miller,HOU,WR,10,25,0,0,0,1,0,19,162,1,22.3,243
Ameer Abdullah,DET,RB,6,25,0,0,0,552,4,25,162,1,99.4,245
James Conner,PIT,RB,7,23,0,0,0,144,0,0,0,0,14.4,246
Tavon Austin,LAR,WR,8,27,0,0,0,270,1,13,56,0,30.6,247
Robert Turbin,IND,RB,9,28,0,0,0,53,1,9,56,0,16.9,249
Jeremy Kerley,NYJ,WR,11,29,0,0,0,0,0,22,217,1,23.7,250
Jakeem Grant,MIA,WR,11,25,0,0,0,12,0,13,203,2,31.5,251
Roger Lewis,NYG,WR,9,24,0,0,0,0,0,36,416,2,53.6,252
Kyle Juszczyk,SF,FB,11,27,0,0,0,31,0,33,315,1,36.6,253
Brice Butler,DAL,WR,9,28,0,0,0,0,0,15,317,3,49.7,254
Amara Darboh,SEA,WR,7,24,0,0,0,0,0,8,71,0,7.1,255
TJ Jones,DET,WR,6,25,0,0,0,0,0,30,399,1,47.9,256
AJ McCarron,CIN,QB,11,27,66,0,0,0,0,0,0,0,2.64,257
Keelan Cole,JAX,WR,9,25,0,0,0,0,0,42,748,3,90.8,258
Samaje Perine,WAS,RB,4,22,0,0,0,603,1,22,182,1,86.5,259
Josh McCown,NYJ,QB,11,39,2926,18,9,124,5,0,0,0,205.44,260
Jaron Brown,ARI,WR,7,28,0,0,0,0,0,31,477,4,71.7,261
Malcolm Brown,LAR,RB,12,25,0,0,0,246,1,9,53,0,35.9,264
Cameron Artis-Payne,CAR,RB,4,26,0,0,0,95,1,1,2,0,15.7,265
Sam Bradford,MIN,QB,9,30,382,3,0,-3,0,0,0,0,26.98,266
Wendell Smallwood,PHI,RB,9,24,0,0,0,174,1,13,103,0,33.7,267
Kenny Britt,NE,WR,11,29,0,0,0,0,0,20,256,2,37.6,268
Chris Conley,KC,WR,12,25,0,0,0,0,0,11,175,0,17.5,269
Torrey Smith,PHI,WR,4,29,0,0,0,-3,0,36,430,2,54.7,270
Jonathan Stewart,CAR,RB,9,31,0,0,0,680,6,8,52,1,109.2,271
Terrance West,BAL,RB,6,27,0,0,0,138,2,2,23,0,26.1,272
Hunter Sharp,NYG,WR,9,24,0,0,0,0,0,5,54,1,11.4,275
Tanner McEvoy,SEA,WR,7,25,0,0,1,0,0,5,113,0,7.3,276
Rashard Higgins,CLE,WR,11,23,0,0,0,4,0,27,312,2,41.6,278
Charles Clay,BUF,TE,11,29,0,0,0,0,0,49,558,2,67.8,279
Chris Moore,BAL,WR,10,25,0,0,0,-9,0,18,248,3,41.9,280
Cordarrelle Patterson,OAK,WR,11,27,0,0,0,121,2,31,309,0,55,282
Cameron Brate,TB,TE,5,27,0,0,0,0,0,48,591,6,95.1,283
Thomas Rawls,SEA,RB,11,22,0,0,0,157,0,9,94,0,23.1,285
Vance McDonald,PIT,TE,7,28,0,0,0,0,0,14,188,1,24.8,286
Eric Ebron,DET,TE,9,25,0,0,0,0,0,53,574,4,79.4,287
Jared Cook,OAK,TE,7,31,0,0,0,0,0,54,688,2,78.8,288
Austin Hooper,ATL,TE,8,23,0,0,0,0,0,49,526,3,70.6,291
Chad Williams,ARI,WR,9,23,0,0,0,33,0,3,31,0,6.4,296
Mack Hollins,PHI,WR,9,24,0,0,0,0,0,16,226,1,28.6,297
Kendrick Bourne,SF,WR,11,22,0,0,0,0,0,16,257,0,25.7,298
Ryan Griffin,HOU,TE,10,28,0,0,0,0,0,13,158,1,23.8,300
Cody Latimer,DEN,WR,9,25,0,0,0,0,0,19,287,2,42.7,301
Mike Gillislee,NE,RB,11,27,0,0,0,383,5,1,15,0,67.8,302
Kevin White,CHI,WR,5,25,0,0,0,0,0,2,6,0,0.6,303
Demarcus Robinson,KC,WR,12,23,0,0,0,0,0,21,212,0,21.2,304
CJ Prosise,SEA,RB,7,24,0,0,0,23,0,6,87,0,11,306
Laquon Treadwell,MIN,WR,10,23,0,0,0,0,0,20,200,0,20,307
Matt Jones,IND,RB,9,22,0,0,0,14,0,0,0,0,1.4,309
Deandre Washington,OAK,RB,7,25,0,0,0,153,2,34,197,1,51,310
Jeremy Hill,CIN,RB,11,25,0,0,0,116,0,4,16,0,13.2,311
Gerald Everett,LAR,TE,12,24,0,0,0,13,0,16,244,2,35.7,312
Tyler Boyd,CIN,WR,9,23,0,0,0,0,0,22,225,2,34.5,313
Virgil Green,DEN,TE,8,29,0,0,0,0,0,14,191,1,25.1,314
Rob Kelley,WAS,RB,4,25,0,0,0,194,3,4,18,0,39.2,315
Johnny Holton,OAK,WR,7,26,0,0,0,0,0,9,218,3,35.8,316
Alfred Blue,HOU,RB,10,27,0,0,0,262,1,7,54,0,37.6,317
Jamize Olawale,OAK,FB,8,29,0,0,0,43,1,6,33,0,13.6,320
