Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
Doug Martin,TB,RB,11,289,26.3,26.4,47.8,6.2,50.9,54,67,23.2
Kenyan Drake,MIA,RB,16,477,29.8,45.9,27.9,10.1,34.6,37.9,110.3,23.1
Odell Beckham Jr,NYG,WR,4,212,53,30.1,0.5,19.3,12.3,19.8,49,23.1
Matt Forte,NYJ,RB,12,363,30.2,37.1,28.4,12.4,38.6,40.8,83.4,23
CJ Beathard,SF,QB,7,390,55.7,35.3,6.7,0,64.1,64.1,88.8,22.8
Adrian Peterson,ARI,RB,10,301,30.1,38.1,51.8,6.3,55.5,58.1,67.9,22.6
Blake Bortles,JAX,QB,16,1110,69.4,98,5.1,0,52.3,52.3,249.68,22.5
Andy Dalton,CIN,QB,16,941,58.8,97.3,4,0,56.7,56.7,210.7,22.4
Giovani Bernard,CIN,RB,16,486,30.4,50.3,21.6,12.3,30.5,34,108.7,22.4
Marcus Mariota,TEN,QB,15,945,63,92.3,6.3,0,54.3,54.3,210.48,22.3
Carlos Hyde,SF,RB,16,786,49.1,71.2,30.5,11.2,38,41.7,175,22.3
Carson Palmer,ARI,QB,7,459,65.6,59.6,3.1,0,61.2,61.2,102.32,22.3
Matt Ryan,ATL,QB,16,1026,64.1,100,3.1,0,54.7,54.7,228.1,22.2
Derek Carr,OAK,QB,15,937,62.5,92.5,2.5,0,57.4,57.4,206.44,22
Jay Ajayi,PHI,RB,14,509,36.4,49.9,40.9,6.7,45.6,47.5,111.1,21.8
Wayne Gallman,NYG,RB,13,325,25,30,34.2,14.8,44.6,48.9,70.9,21.8
Isaiah Crowell,CLE,RB,16,536,33.5,50.1,38.4,7.8,43.7,46.3,115.5,21.5
Chris Carson,SEA,RB,4,152,38,19.7,32.2,5.3,36.8,37.5,32.7,21.5
Julio Jones,ATL,WR,16,766,47.9,74.7,0.1,19.3,11.6,19.5,163.9,21.4
Theo Riddick,DET,RB,16,472,29.5,45.2,17.8,15,29,32.8,101,21.4
JD McKissic,SEA,RB,13,296,22.8,27.7,15.5,15.5,27,31.1,63.3,21.4
Chris Ivory,JAX,RB,14,299,21.4,26.4,37.5,9.4,44.5,46.8,63.7,21.3
Tyreek Hill,KC,WR,15,779,51.9,75.4,2.2,13.5,11.9,15.8,164.2,21.1
Devontae Booker,DEN,RB,13,291,22.4,25.9,27.1,13.1,37.5,40.2,61.4,21.1
Mike Davis,SEA,RB,6,176,29.3,40.3,38.6,10.2,47.2,48.9,37.1,21.1
DeAndre Hopkins,HOU,WR,15,1027,68.5,93.2,0,16.9,9.3,16.9,213.8,20.8
Jacoby Brissett,IND,QB,16,989,61.8,96,6.4,0,53.8,53.8,205.92,20.8
Lamar Miller,HOU,RB,16,757,47.3,68.7,31.4,5.9,36.2,37.4,157.5,20.8
Jay Cutler,MIA,QB,14,764,54.6,73.5,2.5,0,58.6,58.6,157.84,20.7
DeMarco Murray,TEN,RB,15,647,43.1,63.2,28.4,7.3,34.5,35.7,132.5,20.5
Matt Moore,MIA,QB,4,203,50.8,19.5,1.5,0,64,64,41.34,20.4
Keenan Allen,LAC,WR,16,897,56.1,84.3,0.2,17.7,11.6,17.9,182.2,20.3
James White,NE,RB,14,384,27.4,33.7,11.2,18.8,25.8,29.9,78,20.3
Deshone Kizer,CLE,QB,15,887,59.1,83,8.7,0,62.3,62.3,175.66,19.8
Brett Hundley,GB,QB,11,622,56.5,59.4,5.8,0.2,56.8,56.8,123.44,19.8
Christian McCaffrey,CAR,RB,16,757,47.3,70.2,15.5,14.9,26,30.4,148.6,19.6
Wendell Smallwood,PHI,RB,8,172,21.5,15.2,27.3,10.5,34.9,37.8,33.7,19.6
Brock Osweiler,DEN,QB,6,350,58.3,31.1,3.7,0,52.9,52.9,68.12,19.5
Davante Adams,GB,WR,14,776,55.4,74.1,0,15.1,9.5,15.1,148.5,19.1
Juju Smith-Schuster,PIT,WR,14,707,50.5,69.4,0,11.2,8.2,11.2,133.7,18.9
Michael Crabtree,OAK,WR,14,603,43.1,63.6,0,16.7,9.6,16.7,113.8,18.9
Trey Burton,PHI,TE,15,300,20,26.5,0,10.3,7.7,10.3,56.8,18.9
Brice Butler,DAL,WR,13,263,20.2,24.6,0,9.1,5.7,9.1,49.7,18.9
Nate Sudfeld,PHI,QB,1,40,40,7,2.5,0,60,60,7.56,18.9
Trevor Siemian,DEN,QB,11,677,61.5,68.7,4.6,0,56.1,56.1,126.1,18.6
EJ Manuel,OAK,QB,2,76,38,7.5,2.6,0,59.2,59.2,14.1,18.6
Mitch Trubisky,CHI,QB,12,726,60.5,73.3,5.6,0,51.1,51.1,134.52,18.5
Eli Manning,NYG,QB,15,1018,67.9,93.9,1.2,0,57.3,57.3,187.32,18.4
Michael Thomas,NO,WR,16,851,53.2,81.9,0,17.5,12.2,17.5,154.5,18.2
Joe Flacco,BAL,QB,16,1027,64.2,94.6,2.4,0,55.9,55.9,185.04,18
Blaine Gabbert,ARI,QB,5,345,69,30.7,6.4,0,55.9,55.9,61.64,17.9
AJ Green,CIN,WR,16,857,53.6,88.6,0,16.8,8.8,16.8,151.8,17.7
Rob Gronkowski,NE,TE,14,905,64.6,83.8,0,11.6,7.6,11.6,158.4,17.5
Doug Baldwin,SEA,WR,16,855,53.4,80.1,0.2,13.6,9,13.8,148.3,17.3
Ted Ginn,NO,WR,15,617,41.1,59.4,1.6,11.3,10.2,13,106.6,17.3
Travis Kelce,KC,TE,15,875,58.3,84.7,0.2,13.9,9.8,14.3,150.5,17.2
Stefon Diggs,MIN,WR,14,781,55.8,69.9,1,12.2,9.2,13.2,134.2,17.2
Robby Anderson,NYJ,WR,16,812,50.8,78.2,0.4,14,8.1,14.4,137,16.9
Golden Tate,DET,WR,16,791,49.4,75.8,0.6,15.2,12.3,15.8,132.5,16.8
Ryan Mallett,BAL,QB,2,59,29.5,5.4,6.8,0,33.9,33.9,9.94,16.8
Brian Hoyer,NE,QB,11,384,34.9,35.1,2.3,0,57.3,57.3,63.88,16.6
Zach Ertz,PHI,TE,14,778,55.6,68.8,0,14.1,9.5,14.1,128.4,16.5
Robert Woods,LAR,WR,12,651,54.2,62.5,0.3,13.1,8.9,13.4,107.3,16.5
TJ Yates,HOU,QB,4,206,51.5,30.4,2.4,0,49.5,49.5,34.02,16.5
Patrick Mahomes,KC,QB,1,63,63,6.1,11.1,0,66.7,66.7,10.36,16.4
Marvin Jones,DET,WR,16,1005,62.8,96.3,0,10.6,6.1,10.6,164.1,16.3
Nelson Agholor,PHI,WR,16,813,50.8,71.9,0.1,11.7,7.7,11.8,131.5,16.2
Cameron Brate,TB,TE,16,586,36.6,53.6,0,13.1,8.2,13.1,95.1,16.2
Will Fuller,HOU,WR,10,530,53,48.1,0.4,9.4,5.7,9.8,85.2,16.1
Travis Benjamin,LAC,WR,16,566,35.4,53.2,2.3,11.5,8.3,13.8,90.3,16
Jarvis Landry,MIA,WR,16,932,58.2,89.6,0.1,17.3,12.2,17.5,148,15.9
Nick Foles,PHI,QB,7,212,30.3,18.7,5.2,0,52.8,52.8,33.78,15.9
Drew Stanton,ARI,QB,5,320,64,28.5,2.8,0,52.5,52.5,50.46,15.8
Jimmy Graham,SEA,TE,16,730,45.6,68.4,0,13,7.8,13,114,15.6
Jaelen Strong,JAX,WR,2,63,31.5,8.5,0,6.3,4.8,6.3,9.8,15.6
Devin Funchess,CAR,WR,16,853,53.3,79.1,0,13,7.4,13,132,15.5
Cooper Kupp,LAR,WR,15,742,49.5,71.3,0,12.7,8.5,12.8,114.9,15.5
Amari Cooper,OAK,WR,14,710,50.7,70.1,0.1,13.5,6.9,13.7,110.4,15.5
Andre Ellington,HOU,RB,12,315,26.2,29,6.3,18.7,18.7,25.1,48.4,15.4
Coby Fleener,NO,TE,11,269,24.5,36.7,0,11.2,8.2,11.2,41.5,15.4
Josh Gordon,CLE,WR,5,259,51.8,24.2,0,16.6,6.9,16.6,39.5,15.3
David Johnson,ARI,RB,1,46,46,6,23.9,19.6,37,43.5,7,15.2
Paxton Lynch,DEN,QB,2,98,49,8.7,5.1,0,51,51,14.8,15.1
Alshon Jeffery,PHI,WR,16,927,57.9,82,0,12.9,6.1,12.9,138.9,15
Mike Evans,TB,WR,15,884,58.9,80.8,0,15.4,8,15.4,132.1,14.9
Brandin Cooks,NE,WR,16,1058,66.1,92.7,0.9,10.8,7,11.6,156.2,14.8
Chris Johnson,ARI,RB,4,107,26.8,36.5,42.1,5.6,46.7,47.7,15.7,14.7
Geno Smith,NYG,QB,2,66,33,6.1,6.1,0,60.6,60.6,9.68,14.7
Marquise Goodwin,SF,WR,16,771,48.2,69.8,0.5,13.6,7.8,14.1,112.6,14.6
Kelvin Benjamin,BUF,WR,14,597,42.6,52.6,0,13.1,8,13.1,87.2,14.6
DeSean Jackson,TB,WR,14,610,43.6,55.8,0.5,14.8,8.7,15.2,88.6,14.5
Adam Thielen,MIN,WR,16,1034,64.6,92.5,0.1,13.8,8.9,13.9,148.7,14.4
Eric Ebron,DET,TE,16,552,34.5,52.9,0,15.6,9.6,15.6,79.4,14.4
Larry Fitzgerald,ARI,WR,16,1074,67.1,95.6,0,15,10.2,15.1,152.44,14.2
Mohamed Sanu,ATL,WR,15,756,50.4,73.7,0.5,12.7,9.5,13.4,107.34,14.2
Jordan Reed,WAS,TE,6,233,38.8,27.8,0,15,11.6,15,33.1,14.2
Evan Engram,NYG,TE,15,777,51.8,71.7,0.1,14.8,8.4,14.9,109.6,14.1
Jamison Crowder,WAS,WR,15,674,44.9,66.3,1,15.3,10.8,16.3,94.3,14
Kenny Golladay,DET,WR,11,477,43.4,45.7,0.2,10.1,6.1,10.3,66.6,14
Demaryius Thomas,DEN,WR,16,886,55.4,78.8,0,15.8,9.4,15.8,122.9,13.9
Mike Wallace,BAL,WR,15,714,47.6,65.7,0.1,12.9,7.4,13,99.2,13.9
Sammy Watkins,LAR,WR,15,778,51.9,74.7,0,9,5,9,107.3,13.8
Rishard Matthews,TEN,WR,14,746,53.3,72.9,0.1,11.7,7.2,11.8,103.2,13.8
Albert Wilson,KC,WR,13,538,41.4,52.1,0.6,11.5,8.4,12.1,74,13.8
Hunter Henry,LAC,TE,14,598,42.7,64.9,0,10.4,7.5,10.4,81.9,13.7
Danny Amendola,NE,WR,15,569,37.9,49.9,0,15.3,10.7,15.3,77.9,13.7
Robert Turbin,IND,RB,6,124,20.7,17.5,18.5,8.9,25.8,27.4,16.9,13.6
Delanie Walker,TEN,TE,16,744,46.5,72.7,0.3,14.9,10.2,15.2,100.5,13.5
Ryan Grant,WAS,WR,16,616,38.5,60.6,0,10.6,7.3,10.6,81.3,13.2
Dez Bryant,DAL,WR,16,894,55.9,83.7,0.1,14.8,7.8,14.9,117.4,13.1
Paul Richardson,SEA,WR,16,816,51,76.4,0,9.8,5.4,9.8,106.3,13
Chris Godwin,TB,WR,16,449,28.1,41,0,12.2,7.6,12.2,58.5,13
Darren Sproles,PHI,RB,3,88,29.3,11.4,17,13.6,25,30.7,11.4,13
T.Y. Hilton,IND,WR,16,926,57.9,89.9,0,11.8,6.2,11.8,118.6,12.8
Chris Hogan,NE,WR,9,591,65.7,51.8,0.5,10,6.3,10.5,75.6,12.8
Cordarrelle Patterson,OAK,WR,16,431,26.9,42.5,3,9.7,10.2,12.8,55,12.8
Mike Glennon,CHI,QB,4,264,66,26.7,1.5,0,54.5,54.5,33.72,12.8
Jermaine Kearse,NYJ,WR,16,880,55,84.8,0,11.6,7.4,11.6,111,12.6
Randall Cobb,GB,WR,15,741,49.4,70.8,1.2,12.4,10.3,13.8,93.4,12.6
Marqise Lee,JAX,WR,14,738,52.7,65.1,0.1,13,7.9,13.3,91.9,12.5
David Njoku,CLE,TE,16,501,31.3,46.9,0.2,12,6.6,12.2,62.7,12.5
Kenny Stills,MIA,WR,16,942,58.9,90.6,0,11.1,6.2,11.1,116.7,12.4
Sterling Shepard,NYG,WR,11,688,62.5,63.5,0.6,12.2,9.2,12.8,85.5,12.4
OJ Howard,TB,TE,14,608,43.4,64.4,0,6.4,4.3,6.4,75.2,12.4
Damiere Byrd,CAR,WR,8,191,23.9,18.8,0.5,8.9,5.8,9.4,23.7,12.4
Shane Vereen,NYG,RB,16,325,20.3,30,13.8,16.3,27.7,30.5,39.7,12.2
Landry Jones,PIT,QB,3,70,23.3,6.3,11.4,0,51.4,51.4,8.56,12.2
Jeremy Maclin,BAL,WR,12,512,42.7,47.1,0,14.1,7.8,14.1,62,12.1
Keelan Cole,JAX,WR,16,755,47.2,66.6,0,11,5.6,11,90.8,12
Martavis Bryant,PIT,WR,15,685,45.7,61.8,0.9,12.3,8.2,13.1,82.5,12
JJ Nelson,ARI,WR,16,539,33.7,48,0.6,11.3,5.9,11.9,64.5,12
Tom Savage,HOU,QB,8,421,52.6,42.5,1,0,53.9,53.9,50.68,12
TJ Jones,DET,WR,14,400,28.6,43.4,0,12.2,7.5,12.2,47.9,12
Charles Clay,BUF,TE,13,577,44.4,54.7,0,12.8,8.5,12.8,67.8,11.8
Kendall Wright,CHI,WR,16,580,36.2,58.6,0,15.7,10.2,15.7,67.4,11.6
Pierre Garcon,SF,WR,8,433,54.1,57.4,0,15.5,9.2,15.5,50,11.5
Bryce Petty,NYJ,QB,4,219,54.8,21.1,3.2,0,54.3,54.3,25.26,11.5
Cody Latimer,DEN,WR,11,376,34.2,33.4,0,8.2,5.1,8.2,42.7,11.4
Zach Miller,CHI,TE,8,314,39.2,45.6,0,11.1,6.4,11.1,35.6,11.3
Josh Doctson,WAS,WR,16,756,47.2,74.3,0.1,10.3,4.8,10.4,84.8,11.2
Allen Hurns,JAX,WR,10,537,53.7,47.4,0,10.4,7.3,10.4,60.4,11.2
Chris Moore,BAL,WR,13,375,28.8,34.5,0.5,10.1,5.3,10.7,41.9,11.2
Tyler Boyd,CIN,WR,10,307,30.7,31.7,0,10.4,7.2,10.4,34.5,11.2
Tyrell Williams,LAC,WR,16,852,53.2,80.1,0,8.1,5,8.1,94.8,11.1
Kyle Rudolph,MIN,TE,16,924,57.8,82.6,0,8.8,6.2,8.8,101.2,11
Benjamin Watson,BAL,TE,16,699,43.7,64.4,0,11.3,8.7,11.3,76.2,10.9
Devante Parker,MIA,WR,13,678,52.2,65.2,0,14.2,8.4,14.2,73,10.8
Trent Taylor,SF,WR,15,493,32.9,44.7,0,12.2,8.7,12.2,53,10.8
Tavarres King,NYG,WR,8,393,49.1,49.9,0.5,9.4,5.1,9.9,42.3,10.8
DJ Foster,ARI,RB,7,141,20.1,13.4,4.3,19.9,16.3,24.1,15.2,10.8
George Kittle,SF,TE,15,593,39.5,53.7,0,10.6,7.3,10.6,63.5,10.7
Nathan Peterman,BUF,QB,4,97,24.2,9.2,7.2,0,57.7,57.7,10.38,10.7
Nick Williams,ATL,WR,1,28,28,2.7,0,14.3,10.7,14.3,3,10.7
Tyler Lockett,SEA,WR,16,692,43.2,64.8,1.4,10.3,7.9,11.7,73.3,10.6
Emmanuel Sanders,DEN,WR,12,635,52.9,56.4,0,14.5,7.4,14.5,67.5,10.6
Hunter Sharp,NYG,WR,3,108,36,35.8,0,8.3,4.6,8.3,11.4,10.6
Justin Hardy,ATL,WR,16,383,23.9,37.3,0,7.6,5.2,7.6,40.1,10.5
Michael Campanaro,BAL,WR,13,263,20.2,24.2,1.9,10.3,9.1,12.2,27.5,10.5
Jordy Nelson,GB,WR,15,806,53.7,77,0,10.9,6.6,10.9,84.2,10.4
Luke Willson,SEA,TE,16,377,23.6,35.3,0,5.8,4,5.8,39.3,10.4
Dede Westbrook,JAX,WR,7,386,55.1,34.1,0,13.2,7,13.2,39.9,10.3
Garrett Celek,SF,TE,16,562,35.1,50.9,0,5.9,3.7,5.9,57.6,10.2
AJ Derby,MIA,TE,11,337,30.6,32.8,0,11.9,6.2,11.9,34.4,10.2
Deonte Thompson,BUF,WR,16,662,41.4,62.8,0.3,10.3,6,10.6,67,10.1
Josh Bellamy,CHI,WR,15,438,29.2,44.2,0.2,10.5,5.7,10.7,44.2,10.1
John Brown,ARI,WR,10,491,49.1,43.7,0.2,11.2,4.5,11.4,48.9,10
Charles Sims,TB,RB,16,383,23.9,35,5.5,12.3,14.6,17.8,38.4,10
Tyler Kroft,CIN,TE,16,829,51.8,85.7,0,7.5,5.1,7.5,82.4,9.9
Jared Cook,OAK,TE,16,796,49.8,78.6,0,10.8,6.8,10.8,78.8,9.9
Adam Humphries,TB,WR,16,684,42.8,62.5,0.1,12.1,9.1,12.3,67.7,9.9
Antonio Gates,LAC,TE,16,500,31.2,47,0,10.4,6,10.4,49.6,9.9
Jack Doyle,IND,TE,15,909,60.6,88.3,0,11.9,8.8,11.9,89,9.8
Vernon Davis,WAS,TE,16,803,50.2,79,0,8.5,5.4,8.5,78.8,9.8
Cole Beasley,DAL,WR,15,576,38.4,53.9,0,10.9,6.2,10.9,55.4,9.6
Kenny Britt,NE,WR,12,392,32.7,37.7,0,11,5.1,11,37.6,9.6
Corey Coleman,CLE,WR,9,450,50,42.1,0,12.7,5.1,12.7,42.5,9.4
Bennie Fowler,DEN,WR,16,575,35.9,51.1,0,9.7,5,9.7,53,9.2
Kyle Juszczyk,SF,FB,14,398,28.4,36.1,1.8,10.6,10.1,12.3,36.6,9.2
Vance McDonald,PIT,TE,10,270,27,24.4,0,8.9,5.2,8.9,24.8,9.2
Stephen Anderson,HOU,TE,15,441,29.4,40,0,11.8,5.7,11.8,40.2,9.1
Kendrick Bourne,SF,WR,11,283,25.7,25.6,0,12,5.7,12,25.7,9.1
Austin Hooper,ATL,TE,16,787,49.2,76.7,0,8.3,6.2,8.3,70.6,9
Taylor Gabriel,ATL,WR,16,540,33.8,52.6,1.5,9.4,7.6,10.9,48.7,9
Julius Thomas,MIA,TE,14,640,45.7,70.2,0,9.7,6.4,9.7,56.8,8.9
Dontrelle Inman,CHI,WR,12,457,38.1,45.9,0,9.6,5.5,9.6,40.3,8.8
Andre Holmes,BUF,WR,14,340,24.3,34.4,0,6.8,3.8,6.8,30,8.8
Jaron Brown,ARI,WR,16,822,51.4,73.1,0,8.4,3.8,8.4,71.7,8.7
Aldrick Robinson,SF,WR,16,438,27.4,39.7,0,11,4.3,11,38,8.7
Jeremy Kerley,NYJ,WR,8,277,34.6,35.8,0,9.7,7.9,9.7,23.7,8.6
Eric Decker,TEN,WR,16,736,46,71.9,0,11.3,7.5,11.4,62.3,8.5
Brandon LaFell,CIN,WR,16,863,53.9,89.2,0,10.3,6,10.3,72.8,8.4
Terrance Williams,DAL,WR,16,692,43.2,64.8,0.3,11.1,7.9,11.4,58.3,8.4
Donte Moncrief,IND,WR,12,614,51.2,59.6,0,7.7,4.2,7.7,51.1,8.3
Seth DeValve,CLE,TE,16,531,33.2,49.7,0,10.9,6.2,10.9,43.5,8.2
Jeff Heuerman,DEN,TE,14,321,22.9,28.5,0,5.6,2.8,5.6,26.2,8.2
Jason Witten,DAL,TE,16,1050,65.6,98.3,0,8.3,6,8.3,84,8
Louis Murphy,SF,WR,7,227,32.4,47.1,0,7.5,3.5,7.5,18.1,8
Austin Seferian-Jenkins,NYJ,TE,13,655,50.4,63.1,0,11.3,7.6,11.3,51.7,7.9
Bruce Ellington,HOU,WR,11,591,53.7,68.6,0.5,9.6,5.4,10.2,46.7,7.9
Chester Rogers,IND,WR,11,445,40.5,43.2,0.7,8.3,5.8,9,35.2,7.9
Terrelle Pryor,WAS,WR,9,378,42,52,0,9.8,5.3,9.8,30,7.9
Curtis Samuel,CAR,WR,9,226,25.1,29.9,1.8,11.5,8.4,13.3,17.9,7.9
Brandon Coleman,NO,WR,16,650,40.6,62.6,0,5.7,3.5,5.7,50.4,7.8
Roger Lewis,NYG,WR,15,695,46.3,64.1,0,10.4,5.2,10.4,53.6,7.7
Nick O'Leary,BUF,TE,15,549,36.6,52,0,5.8,4,5.8,42.2,7.7
Brenton Bersin,CAR,WR,8,166,20.8,16.5,0,8.4,4.8,8.4,12.8,7.7
Torrey Smith,PHI,WR,16,735,45.9,65,0.1,9.3,5,9.4,54.7,7.4
Richard Rodgers,GB,TE,15,306,20.4,29.2,0,6.2,3.9,6.2,22,7.2
Marcedes Lewis,JAX,TE,16,895,55.9,79,0,5.4,2.7,5.4,63.8,7.1
Martellus Bennett,NE,TE,9,411,45.7,56.8,0,10.7,7.3,10.7,28.6,7
Corey Davis,TEN,WR,11,516,46.9,50.4,0,12.6,6.6,12.6,35.5,6.9
Greg Olsen,CAR,TE,7,367,52.4,34,0,10.4,4.6,10.4,25.1,6.8
Ryan Griffin,HOU,TE,7,349,49.9,44.7,0,7.4,3.7,7.4,23.8,6.8
Geronimo Allison,GB,WR,15,343,22.9,32.8,0,11.4,6.7,11.4,23.3,6.8
Rhett Ellison,NYG,TE,16,538,33.6,49.6,0,5.9,4.5,5.9,35.5,6.6
Darren Fells,DET,TE,16,550,34.4,52.7,0,4.7,3.1,4.7,35.7,6.5
Seth Roberts,OAK,WR,15,752,50.1,74.2,0,8.6,5.7,8.6,47.5,6.3
Rashard Higgins,CLE,WR,15,664,44.3,66.2,0.2,7.5,4.2,7.7,41.6,6.3
Jordan Matthews,BUF,WR,10,509,50.9,64.6,0,7.1,4.9,7.1,32.2,6.3
Ricardo Louis,CLE,WR,16,572,35.8,53.5,0,10.7,4.7,10.7,35.7,6.2
Tre McBride,CHI,WR,8,234,29.2,42.2,0,6.4,3.4,6.4,14.4,6.2
