Name,Team,Position,ByeWeek,Age,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FantasyPoints,AverageDraftPosition
Alshon Jeffery,CHI,WR,9,28,0,0,0,33,0,85,1133,10,176.6,44.9
Mark Ingram,NO,RB,6,28,0,0,0,964,9,29,145,0,162.9,45.5
Allen Robinson,JAX,WR,5,24,0,0,0,0,0,48,548,2,68.8,46
Demaryius Thomas,DEN,WR,10,30,0,0,0,0,0,111,1619,11,229.9,47.3
Brandin Cooks,NO,WR,12,24,0,0,0,73,1,53,550,3,86.3,49.4
Jimmy Graham,NO,TE,7,31,0,0,0,0,0,85,889,10,144.9,50.3
Tom Brady,NE,QB,11,40,4109,33,9,57,0,0,0,0,278.06,50.4
Larry Fitzgerald,ARI,WR,9,34,0,0,0,0,0,63,784,2,88.4,51.9
Greg Olsen,CAR,TE,4,33,0,0,0,0,0,84,1008,6,136.8,56.8
Marshawn Lynch,SEA,RB,7,32,0,0,0,1306,13,37,367,4,265.3,57.7
Russell Wilson,SEA,QB,7,29,3475,20,7,849,6,1,17,0,327.6,59.3
Drew Brees,NO,QB,6,39,4952,33,17,68,1,1,1,0,302.98,60.9
Jarvis Landry,MIA,WR,11,25,0,0,0,-4,0,84,758,5,97.4,62.7
Sammy Watkins,BUF,WR,12,25,0,0,0,8,0,65,982,6,133,65.1
Chris Hogan,BUF,WR,11,29,0,0,0,0,0,41,426,4,62.6,65.2
Cam Newton,CAR,QB,4,29,3127,18,12,539,5,0,0,0,248.98,65.5
Golden Tate,DET,WR,6,29,0,0,0,30,0,99,1331,4,160.1,65.7
Carlos Hyde,SF,RB,11,26,0,0,0,333,4,12,68,0,62.1,67.1
Kyle Rudolph,MIN,TE,10,28,0,0,0,0,0,24,231,2,35.1,68.1
Delanie Walker,TEN,TE,8,33,0,0,0,0,0,63,890,4,113,73.4
Michael Crabtree,SF,WR,10,30,0,0,0,4,0,68,698,4,94.2,73.6
Jordy Nelson,GB,WR,7,33,0,0,0,0,0,98,1519,13,229.9,73.7
Kirk Cousins,WAS,QB,10,29,1710,10,9,20,0,0,0,0,88.4,77
Rex Burkhead,CIN,RB,11,28,0,0,0,27,1,7,49,0,13.6,78.7
Jimmy Garoppolo,NE,QB,11,26,182,1,0,9,0,0,0,0,12.18,82.1
Julian Edelman,NE,WR,11,32,0,0,0,94,0,92,972,4,130.6,83.1
Emmanuel Sanders,DEN,WR,10,31,0,0,0,44,0,101,1404,9,200.8,83.5
Trey Burton,PHI,TE,5,26,0,0,0,10,0,0,0,0,1,85.3
Isaiah Crowell,CLE,RB,11,25,0,0,0,607,8,9,87,0,113.4,85.5
Jordan Reed,WAS,TE,4,28,0,0,0,0,0,50,465,0,44.5,86.2
Marquise Goodwin,BUF,WR,11,27,0,0,0,8,0,1,42,0,5,86.3
CJ Anderson,DEN,RB,4,27,0,0,0,849,8,34,324,2,177.3,87.3
Jacksonville Jaguars,JAX,DST,9,null,0,0,0,0,0,0,0,0,111,91.3
Matthew Stafford,DET,QB,6,30,4257,22,12,93,2,0,0,0,251.58,92.8
Allen Hurns,JAX,WR,8,26,0,0,0,0,0,51,677,6,103.7,95.3
Robert Woods,BUF,WR,12,26,0,0,0,0,0,65,699,5,99.9,95.3
Randall Cobb,GB,WR,7,27,0,0,0,37,0,91,1287,12,202.4,95.5
Chris Thompson,WAS,RB,4,27,0,0,0,12,0,6,27,1,9.9,98.9
Los Angeles Rams,LAR,DST,12,null,0,0,0,0,0,0,0,0,148,99.5
Matt Ryan,ATL,QB,8,33,4694,28,14,145,0,0,0,0,284.26,99.7
Pierre Garcon,WAS,WR,11,31,0,0,0,0,0,68,752,3,93.2,99.8
LeGarrette Blount,NE,RB,6,31,0,0,0,547,5,10,54,0,88.1,103.7
Andrew Luck,IND,QB,9,28,4761,40,16,263,3,0,0,0,350.74,105.7
Minnesota Vikings,MIN,DST,10,null,0,0,0,0,0,0,0,0,122,106.9
Kelvin Benjamin,CAR,WR,11,27,0,0,0,0,0,73,1008,9,152.8,107.9
Philip Rivers,LAC,QB,8,36,4286,31,18,104,0,0,0,0,265.84,111.3
Philadelphia Eagles,PHI,DST,9,null,0,0,0,0,0,0,0,0,177,115.2
Los Angeles Chargers,LAC,DST,8,null,0,0,0,0,0,0,0,0,96,116.5
Ben Roethlisberger,PIT,QB,7,36,4952,32,9,27,0,0,-6,0,306.18,118.4
Doug Martin,TB,RB,7,29,0,0,0,494,2,13,64,0,67.8,118.6
Tyler Eifert,CIN,TE,9,27,0,0,0,0,0,3,37,0,3.7,120
Denver Broncos,DEN,DST,10,null,0,0,0,0,0,0,0,0,117,124.3
Houston Texans,HOU,DST,10,null,0,0,0,0,0,0,0,0,169,125.2
Latavius Murray,OAK,RB,10,27,0,0,0,424,2,17,143,0,68.7,128.6
Derek Carr,OAK,QB,7,27,3270,21,12,87,0,0,0,0,191.5,128.9
Kenny Stills,NO,WR,11,26,0,0,0,-2,0,63,931,3,110.9,130
Martavis Bryant,PIT,WR,7,26,0,0,0,12,0,26,549,8,104.1,130.1
Jack Doyle,IND,TE,9,28,0,0,0,0,0,18,118,2,23.8,133.1
Marqise Lee,JAX,WR,9,26,0,0,0,9,0,37,422,1,49.1,133.7
Baltimore Ravens,BAL,DST,10,null,0,0,0,0,0,0,0,0,142,136.7
Alex Smith,KC,QB,4,34,3265,18,6,254,1,0,0,0,220,139.4
New Orleans Saints,NO,DST,6,null,0,0,0,0,0,0,0,0,69,142.1
Greg Zuerlein,LAR,K,12,30,0,0,0,0,0,0,0,0,116,142.6
Rishard Matthews,MIA,WR,8,28,0,0,0,3,0,12,135,2,25.8,143.1
Stephen Gostkowski,NE,K,11,34,0,0,0,0,0,0,0,0,158,150.1
Case Keenum,HOU,QB,10,30,435,2,2,35,0,0,0,0,22.9,150.7
Eli Manning,NYG,QB,9,37,4410,30,14,31,1,0,0,0,269.5,151.1
Giovani Bernard,CIN,RB,9,26,0,0,0,680,5,43,349,2,144.9,151.3
Justin Tucker,BAL,K,10,28,0,0,0,0,0,0,0,0,135,152.5
Bilal Powell,NYJ,RB,11,29,0,0,0,141,1,11,92,0,29.3,154.3
New England Patriots,NE,DST,11,null,0,0,0,0,0,0,0,0,139,155
Austin Seferian-Jenkins,TB,TE,9,25,0,0,0,0,0,21,221,2,32.1,155.6
Jordan Matthews,PHI,WR,11,25,0,0,0,0,0,67,872,8,135.2,155.7
Seattle Seahawks,SEA,DST,7,null,0,0,0,0,0,0,0,0,141,161.3
Kansas City Chiefs,KC,DST,12,null,0,0,0,0,0,0,0,0,118,161.7
Brandon Marshall,CHI,WR,7,34,0,0,0,0,0,61,721,8,118.1,162.6
Frank Gore,SF,RB,11,35,0,0,0,1103,4,11,111,1,147.4,163.3
DeSean Jackson,WAS,WR,5,31,0,0,0,7,0,56,1169,6,153.6,163.7
Chicago Bears,CHI,DST,5,null,0,0,0,0,0,0,0,0,99,163.7
Benjamin Watson,NO,TE,6,37,0,0,0,0,0,20,136,2,25.6,164.5
Matt Bryant,ATL,K,8,43,0,0,0,0,0,0,0,0,137,164.7
Mohamed Sanu,CIN,WR,8,28,79,1,0,51,0,56,790,5,123.26,164.7
Tyrod Taylor,BAL,QB,11,28,0,0,0,-3,0,0,0,0,-0.3,164.8
Carolina Panthers,CAR,DST,4,null,0,0,0,0,0,0,0,0,117,165.3
Pittsburgh Steelers,PIT,DST,7,null,0,0,0,0,0,0,0,0,119,166.2
Blake Bortles,JAX,QB,9,26,2907,11,17,419,0,0,0,0,168.18,166.7
Dan Bailey,DAL,K,8,30,0,0,0,0,0,0,0,0,141,166.9
Matt Prater,DET,K,6,33,0,0,0,0,0,0,0,0,86,169.3
Robbie Gould,CHI,K,11,36,0,0,0,0,0,0,0,0,55,169.4
Mason Crosby,GB,K,7,33,0,0,0,0,0,0,0,0,142,172.2
James White,NE,RB,11,26,0,0,0,38,0,5,23,0,6.1,174
Washington Redskins,WAS,DST,4,null,0,0,0,0,0,0,0,0,66,176
Green Bay Packers,GB,DST,7,null,0,0,0,0,0,0,0,0,145,177
Paul Richardson,SEA,WR,4,26,0,0,0,0,0,29,271,1,33.1,177
Terrance Williams,DAL,WR,8,28,0,0,0,0,0,37,621,8,110.1,178
Tennessee Titans,TEN,DST,8,null,0,0,0,0,0,0,0,0,77,178
Arizona Cardinals,ARI,DST,9,null,0,0,0,0,0,0,0,0,137,179
Ted Ginn,ARI,WR,6,33,10,0,0,6,0,14,190,0,20,179
Mike Wallace,MIA,WR,9,31,0,0,0,16,0,67,862,10,145.8,180
Dallas Cowboys,DAL,DST,8,null,0,0,0,0,0,0,0,0,119,180
Atlanta Falcons,ATL,DST,8,null,0,0,0,0,0,0,0,0,97,181
Ryan Grant,WAS,WR,9,27,0,0,0,0,0,7,68,0,6.8,181
Detroit Lions,DET,DST,6,null,0,0,0,0,0,0,0,0,128,182
Albert Wilson,KC,WR,11,26,0,0,0,0,0,16,260,0,26,182
Oakland Raiders,OAK,DST,7,null,0,0,0,0,0,0,0,0,57,183
Miami Dolphins,MIA,DST,11,null,0,0,0,0,0,0,0,0,120,184
Brandon LaFell,NE,WR,9,31,0,0,0,13,0,74,953,7,136.6,185
Cincinnati Bengals,CIN,DST,9,null,0,0,0,0,0,0,0,0,103,185
San Francisco 49ers,SF,DST,11,null,0,0,0,0,0,0,0,0,125,186
Indianapolis Colts,IND,DST,9,null,0,0,0,0,0,0,0,0,129,187
Buffalo Bills,BUF,DST,11,null,0,0,0,0,0,0,0,0,167,188
Tampa Bay Buccaneers,TB,DST,5,null,0,0,0,0,0,0,0,0,103,189
New York Jets,NYJ,DST,11,null,0,0,0,0,0,0,0,0,74,190
Quincy Enunwa,NYJ,WR,11,26,0,0,0,0,0,0,0,0,0,190
Ryan Tannehill,MIA,QB,11,29,4045,27,12,311,1,1,-4,0,278.5,191
New York Giants,NYG,DST,9,null,0,0,0,0,0,0,0,0,109,191
Cleveland Browns,CLE,DST,11,null,0,0,0,0,0,0,0,0,125,192
John Brown,ARI,WR,10,28,0,0,0,-6,0,48,696,5,99,193
Darren Sproles,PHI,RB,9,35,0,0,0,329,6,40,387,0,105.6,194
Travis Benjamin,CLE,WR,8,28,0,0,0,11,0,18,314,3,50.5,195
Andy Dalton,CIN,QB,9,30,3398,19,17,169,4,1,18,1,224.62,196
Donte Moncrief,IND,WR,9,24,0,0,0,17,0,32,444,3,64.1,198
Theo Riddick,DET,RB,6,27,0,0,0,51,0,34,316,4,60.7,199
Kendall Wright,TEN,WR,10,28,0,0,0,54,0,57,715,6,110.9,201
Jermaine Kearse,SEA,WR,11,28,17,0,0,15,0,38,537,1,61.88,203
Danny Amendola,NE,WR,11,32,0,0,0,0,0,27,200,1,26,206
Joe Flacco,BAL,QB,10,33,3986,27,12,70,2,0,0,0,262.44,210
Cole Beasley,DAL,WR,8,29,0,0,0,0,0,37,420,4,62,214
Travaris Cadet,NO,RB,11,29,0,0,0,32,0,38,296,1,34.8,218
Taylor Gabriel,CLE,WR,5,27,0,0,0,2,0,37,629,1,69.1,221
Chris Ivory,NYJ,RB,11,30,0,0,0,820,6,18,123,1,134.3,225
Charles Sims,TB,RB,5,27,0,0,0,185,1,19,190,0,41.5,235
Tavon Austin,LAR,WR,8,27,0,0,0,224,2,31,242,0,58.6,247
Robert Turbin,SEA,RB,9,28,0,0,0,310,0,16,186,2,59.6,249
Jeremy Kerley,NYJ,WR,11,29,0,0,0,86,0,38,409,1,55.5,250
Kyle Juszczyk,BAL,FB,11,27,0,0,0,0,0,19,182,1,20.2,253
Brice Butler,OAK,WR,9,28,0,0,0,0,0,21,280,2,40,254
Josh McCown,TB,QB,11,39,2206,11,14,127,3,0,0,0,126.94,260
Jaron Brown,ARI,WR,7,28,0,0,0,0,0,22,229,2,34.9,261
Christine Michael,SEA,RB,9,27,0,0,0,175,0,1,12,0,18.7,262
Kenny Britt,LAR,WR,11,29,0,0,0,14,0,48,748,3,94.2,268
Torrey Smith,BAL,WR,4,29,0,0,0,0,0,49,767,11,142.7,270
Jonathan Stewart,CAR,RB,9,31,0,0,0,809,3,25,181,1,121,271
Terrance West,CLE,RB,6,27,0,0,0,673,4,11,64,1,101.7,272
Charles Clay,MIA,TE,11,29,0,0,0,0,0,58,605,3,78.5,279
Cordarrelle Patterson,MIN,WR,11,27,0,0,0,117,1,33,384,1,60.1,282
Cameron Brate,TB,TE,5,27,0,0,0,0,0,1,17,0,1.7,283
Vance McDonald,SF,TE,7,28,0,0,0,0,0,2,30,0,1,286
Eric Ebron,DET,TE,9,25,0,0,0,0,0,25,248,1,30.8,287
Jared Cook,LAR,TE,7,31,0,0,0,0,0,52,634,3,81.4,288
Ryan Griffin,HOU,TE,10,28,0,0,0,0,0,10,91,1,15.1,300
Cody Latimer,DEN,WR,9,25,0,0,0,0,0,2,23,0,2.3,301
Jeremy Hill,CIN,RB,11,25,0,0,0,1124,9,27,215,0,183.9,311
Virgil Green,DEN,TE,8,29,0,0,0,3,0,6,74,1,13.7,314
Alfred Blue,HOU,RB,10,27,0,0,0,528,2,15,113,1,82.1,317
Jamize Olawale,OAK,FB,8,29,0,0,0,0,0,5,18,2,13.8,320
Luke Willson,SEA,TE,6,28,0,0,0,0,0,22,362,3,54.2,321
Ryan Fitzpatrick,HOU,QB,5,35,2483,17,8,184,2,0,0,0,179.72,324
Vernon Davis,SF,TE,4,34,0,0,0,4,0,26,245,2,36.9,326
Anthony Sherman,KC,FB,12,29,0,0,0,8,0,10,71,1,13.9,327
Teddy Bridgewater,MIN,QB,11,25,2919,14,12,209,1,0,0,0,179.66,336
Justin Hunter,TEN,WR,7,27,0,0,0,0,0,28,498,3,67.8,338
Ed Dickson,CAR,TE,7,30,0,0,0,0,0,10,115,1,17.5,339
Russell Shepard,TB,WR,9,27,0,0,0,0,0,4,63,0,6.3,344
Zach Line,MIN,FB,6,28,0,0,0,0,0,0,0,0,0,346
Kai Forbath,WAS,K,10,30,0,0,0,0,0,0,0,0,103,347
Deonte Thompson,BUF,WR,8,29,0,0,0,0,0,0,0,0,0,349
Graham Gano,CAR,K,4,31,0,0,0,0,0,0,0,0,123,350
Ryan Succop,TEN,K,8,31,0,0,0,0,0,0,0,0,86,355
Andre Holmes,OAK,WR,11,30,0,0,0,0,0,47,693,4,93.3,357
Adam Vinatieri,IND,K,9,45,0,0,0,0,0,0,0,0,144,359
Brandon McManus,DEN,K,10,26,0,0,0,0,0,0,0,0,68,360
Phil Dawson,SF,K,9,43,0,0,0,0,0,0,0,0,120,369
Sebastian Janikowski,OAK,K,7,40,0,0,0,0,0,0,0,0,91,370
Chandler Catanzaro,ARI,K,5,27,0,0,0,0,0,0,0,0,118,371
Josh Bellamy,CHI,WR,5,29,0,0,0,0,0,0,0,0,0,372
Garrett Celek,SF,TE,11,30,0,0,0,0,0,2,53,0,5.3,373
Caleb Sturgis,MIA,K,8,28,0,0,0,0,0,0,0,0,132,374
Jermaine Gresham,CIN,TE,9,30,0,0,0,0,0,62,460,5,76,375
Bruce Ellington,SF,WR,10,26,0,0,0,28,1,6,62,2,27,378
Damien Williams,MIA,RB,12,26,0,0,0,122,0,21,187,1,36.9,381
Steven Hauschka,SEA,K,11,33,0,0,0,0,0,0,0,0,138,386
Jacquizz Rodgers,ATL,RB,5,28,0,0,0,217,1,29,173,1,51,390
Tommy Bohanon,NYJ,FB,9,27,0,0,0,3,0,2,30,0,3.3,394
Rod Streater,OAK,WR,11,30,0,0,0,0,0,9,84,1,14.4,395
Cairo Santos,KC,K,11,26,0,0,0,0,0,0,0,0,115,403
Randy Bullock,HOU,K,9,28,0,0,0,0,0,0,0,0,134,407
Benjamin Cunningham,LAR,RB,5,28,0,0,0,246,3,45,352,1,79.8,408
Cody Parkey,PHI,K,5,26,0,0,0,0,0,0,0,0,156,410
Demetrius Harris,KC,TE,12,26,0,0,0,0,0,3,20,0,2,418
Darrius Heyward-Bey,PIT,WR,7,31,0,0,0,0,0,3,33,0,1.3,428
Kerwynn Williams,ARI,RB,12,27,0,0,0,246,0,2,11,0,25.7,432
Jarius Wright,MIN,WR,4,28,0,0,0,71,0,42,588,2,77.9,437
De'Anthony Thomas,KC,WR,12,25,0,0,0,110,1,23,156,0,32.6,438
Stevan Ridley,NE,RB,7,29,0,0,0,340,2,4,20,0,48,454
Josh Hill,NO,TE,6,28,0,0,0,0,0,14,176,5,47.6,464
Marcedes Lewis,JAX,TE,7,34,0,0,0,0,0,18,206,2,32.6,465
Charcandrick West,KC,RB,12,27,0,0,0,0,0,0,0,0,0,473
Patrick DiMarco,ATL,FB,11,29,0,0,0,0,0,9,62,1,12.2,474
James Develin,NE,RB,11,29,0,0,0,5,0,6,43,0,4.8,475
Rhett Ellison,MIN,TE,9,29,0,0,0,0,0,19,208,1,28.8,483
Markus Wheaton,PIT,WR,9,27,0,0,0,19,0,53,644,2,78.3,488
Lee Smith,BUF,TE,7,30,0,0,0,0,0,7,42,1,10.2,490
Michael Campanaro,BAL,WR,8,27,0,0,0,0,0,7,102,1,16.2,497
Jay Prosch,HOU,FB,10,25,0,0,0,0,0,1,24,0,2.4,501
Jeff Janis,GB,WR,11,27,0,0,0,0,0,2,16,0,1.6,502
Dwayne Harris,DAL,WR,7,30,0,0,0,7,0,7,116,0,8.3,505
Dwayne Allen,IND,TE,11,28,0,0,0,0,0,29,395,8,87.5,507
Niles Paul,WAS,TE,9,28,0,0,0,0,0,39,507,1,54.7,509
Levine Toilolo,ATL,TE,6,26,0,0,0,0,0,31,238,2,33.8,510
Logan Paulsen,WAS,TE,8,31,0,0,0,0,0,13,78,1,11.8,511
Aldrick Robinson,WAS,WR,11,29,0,0,0,0,0,1,6,0,0.6,512
Logan Thomas,ARI,TE,11,26,81,1,0,0,0,0,0,0,7.24,514
Fitzgerald Toussaint,BAL,RB,7,28,0,0,0,12,0,3,27,0,3.9,515
Dion Sims,MIA,TE,5,27,0,0,0,0,0,24,284,2,40.4,517
Brandon Bolden,NE,RB,11,28,0,0,0,89,1,2,8,0,15.7,523
Keith Smith,DAL,FB,7,26,0,0,0,0,0,0,0,0,7.5,524
Taiwan Jones,OAK,RB,11,29,0,0,0,0,0,0,0,0,0,526
MarQueis Gray,BUF,TE,11,28,0,0,0,0,0,9,134,0,13.4,527
Michael Hoomanawanui,NE,TE,6,30,0,0,0,0,0,3,44,0,4.4,530
Austin Johnson,NO,FB,5,29,0,0,0,22,0,2,15,1,9.7,536
Richard Rodgers,GB,TE,9,26,0,0,0,0,0,20,225,2,34.5,537
Tavarres King,TB,WR,10,27,0,0,0,0,0,2,13,0,1.3,538
Derek Carrier,SF,TE,7,27,0,0,0,2,0,9,105,0,10.7,540
Lance Kendricks,LAR,TE,7,30,0,0,0,0,0,27,259,5,55.9,544
Nick Foles,PHI,QB,9,29,2163,13,10,68,0,0,0,0,119.32,557
Blaine Gabbert,SF,QB,8,28,38,1,0,5,0,0,0,0,6.02,560
Freddie Martino,ATL,WR,5,26,0,0,0,0,0,0,0,0,0,563
Brock Osweiler,DEN,QB,11,27,52,1,0,0,0,0,0,0,6.08,565
Senorise Perry,CHI,RB,11,26,0,0,0,0,0,1,-1,0,-0.1,569
Darren Fells,ARI,TE,11,32,0,0,0,0,0,5,71,0,7.1,570
Ryan Hewitt,CIN,TE,9,27,0,0,0,0,0,10,86,0,8.6,571
Tom Savage,HOU,QB,6,28,127,0,1,-6,0,0,0,0,0.48,574
Troy Niklas,ARI,TE,11,25,0,0,0,0,0,3,38,0,3.8,576
Luke Stocker,TB,TE,8,30,0,0,0,0,0,7,41,0,4.1,577
EJ Manuel,BUF,QB,7,28,838,5,3,52,1,0,0,0,58.72,578
Brian Hoyer,CLE,QB,11,32,3335,12,13,32,0,0,0,0,156.6,579
Brian Quick,LAR,WR,4,29,0,0,0,0,0,25,375,3,55.5,580
Matt Barkley,PHI,QB,9,27,0,0,0,0,0,0,0,0,0,585
Robert Griffin III,WAS,QB,10,28,1694,4,6,176,1,0,0,0,87.36,594
Chad Henne,JAX,QB,12,33,492,3,1,25,0,0,0,0,30.18,596
Chase Daniel,KC,QB,5,31,157,0,0,15,0,0,0,0,7.78,597
Brandon Weeden,DAL,QB,10,34,303,3,2,-1,0,0,0,0,20.02,600
Colt McCoy,WAS,QB,4,31,1057,4,3,66,1,0,0,0,62.88,601
Matt Schaub,OAK,QB,8,37,57,0,2,0,0,0,0,0,-3.72,602
Austin Davis,LAR,QB,7,29,2001,12,9,36,0,0,0,0,107.64,603
Geno Smith,NYJ,QB,8,27,2525,13,13,238,1,0,0,0,150.8,604
Matt Cassel,MIN,QB,6,36,425,3,4,19,0,0,0,0,22.9,605
Mike Glennon,TB,QB,9,28,1417,10,6,49,0,0,0,0,89.58,610
Drew Stanton,ARI,QB,11,34,1711,7,5,63,0,0,0,0,94.74,615
Carson Palmer,ARI,QB,null,38,1626,11,3,25,0,0,0,0,103.54,617
Jay Cutler,CHI,QB,null,35,3812,28,18,191,2,0,0,0,255.58,618
Matt Moore,MIA,QB,null,33,21,0,0,-2,0,0,0,0,0.64,621
TJ Yates,ATL,QB,null,31,64,0,1,0,0,0,0,0,0.56,625
Derek Anderson,CAR,QB,null,35,701,5,0,24,0,0,0,0,50.44,626
Kellen Clemens,LAC,QB,null,35,10,0,0,0,0,0,0,0,0.4,627
Ryan Mallett,HOU,QB,null,30,400,2,2,-2,0,0,0,0,19.8,628
Mark Sanchez,PHI,QB,null,31,2418,14,11,87,1,0,0,0,139.42,641
Joe Webb,CAR,QB,10,31,0,0,0,0,0,1,16,0,1.6,642
DeMarco Murray,DAL,RB,null,30,0,0,0,1845,13,57,416,0,294.1,645
Eddie Lacy,GB,RB,null,27,0,0,0,1139,9,42,427,4,230.6,646
Adrian Peterson,MIN,RB,null,33,0,0,0,75,0,2,18,0,9.3,647
Shane Vereen,NE,RB,null,29,0,0,0,391,2,53,447,3,113.8,648
Jamaal Charles,KC,RB,null,31,0,0,0,1033,9,40,291,5,210.4,649
Branden Oliver,LAC,RB,null,27,0,0,0,582,3,36,271,1,109.3,650
Alfred Morris,WAS,RB,null,29,0,0,0,1074,8,17,155,0,170.9,651
Orleans Darkwa,NYG,RB,null,26,0,0,0,23,1,5,48,0,13.1,652
CJ Spiller,BUF,RB,null,30,0,0,0,299,0,19,125,1,46.4,653
Mike Tolbert,CAR,FB,null,32,0,0,0,78,0,12,93,0,17.1,655
Lance Dunbar,DAL,RB,null,28,0,0,0,99,0,18,217,0,31.6,657
John Kuhn,GB,FB,null,35,0,0,0,85,1,4,23,0,16.8,658
Andre Ellington,ARI,RB,null,29,0,0,0,660,3,46,395,2,131.5,659
Andre Williams,NYG,RB,null,25,0,0,0,721,7,18,130,0,127.1,669
George Atkinson,OAK,RB,null,25,0,0,0,0,0,0,0,0,0,672
Derrick Coleman,SEA,FB,9,27,0,0,0,0,0,2,29,1,8.9,678
Cedric Peerman,CIN,RB,null,31,0,0,0,43,0,3,27,0,7,679
George Winn,DET,RB,null,27,0,0,0,73,0,0,0,0,7.3,680
Mike James,TB,RB,null,27,0,0,0,37,0,1,-5,0,3.2,681
Jordan Todman,JAX,RB,null,28,0,0,0,186,1,25,198,1,50.4,682
