Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
Terrell Owens,SF,WR,15,0,0,0,-2,0,80,1102,9,0,10.9,164
Keenan McCardell,TB,WR,16,0,0,0,0,0,84,1174,8,1,10.2,163.4
Chris Chambers,MIA,WR,16,0,0,0,30,0,64,963,11,1,10.2,163.3
Laveranues Coles,WAS,WR,16,0,0,0,39,0,82,1204,6,0,10,160.3
Joe Horn,NO,WR,15,14,0,0,15,0,78,973,10,0,10.6,159.36
Steve Smith,CAR,WR,16,0,0,0,42,0,88,1110,7,0,9.8,157.2
Brian Westbrook,PHI,RB,15,0,0,0,613,7,37,332,4,2,10.4,156.5
Joey Harrington,DET,QB,16,2880,17,22,86,0,1,8,0,0,9.5,152.6
Tony Gonzalez,KC,TE,16,0,0,0,0,0,71,916,10,0,9.5,151.6
Eddie George,TEN,RB,16,0,0,0,1031,5,22,163,0,0,9.3,149.4
TJ Duckett,ATL,RB,16,0,0,0,779,11,11,94,0,2,9.3,149.3
Byron Leftwich,JAX,QB,15,2819,14,16,108,2,0,0,0,6,9.8,147.56
Michael Pittman,TB,RB,16,0,0,0,751,0,75,597,2,1,9,144.8
Anthony Thomas,CHI,RB,13,0,0,0,1024,6,9,36,0,0,10.9,142
Kerry Collins,NYG,QB,13,3110,13,16,49,0,0,0,0,5,10.9,141.3
P Warrick,CIN,WR,15,0,0,0,157,0,79,819,7,1,9.2,137.6
Jeff Blake,ARI,QB,13,2247,13,15,177,2,0,0,0,4,10.4,135.58
Isaac Bruce,LAR,WR,15,66,0,0,17,0,69,981,5,0,8.8,132.44
Troy Hambrick,DAL,RB,16,0,0,0,972,5,17,99,0,3,8.2,131.1
Patrick Ramsey,WAS,QB,11,2166,14,9,62,1,0,0,0,5,11.9,130.84
D Boston,LAC,WR,14,0,0,0,18,0,70,880,7,2,9.3,129.8
Drew Bledsoe,BUF,QB,16,2860,11,12,29,2,0,0,0,10,8.1,129.3
Warrick Dunn,ATL,RB,11,0,0,0,672,3,37,336,2,1,11.7,128.8
Chad Pennington,NYJ,QB,10,2139,13,12,42,2,0,0,0,2,12.8,127.76
Reggie Wayne,IND,WR,16,0,0,0,0,0,68,838,7,0,7.9,125.8
Jerome Bettis,PIT,RB,16,0,0,0,811,7,13,86,0,4,7.9,125.7
S Sharpe,DEN,TE,15,0,0,0,0,0,62,770,8,0,8.3,125
Javon Walker,GB,WR,16,0,0,0,1,0,41,716,9,1,7.7,123.7
J McCareins,TEN,WR,16,0,0,0,13,0,47,813,7,1,7.7,122.6
Duce Staley,PHI,RB,16,0,0,0,463,5,36,382,2,2,7.7,122.5
Jay Fiedler,MIA,QB,12,2138,11,13,88,3,0,0,0,4,10.2,122.32
Andre Johnson,HOU,WR,16,0,0,0,-10,0,66,976,4,0,7.5,120.6
K Robinson,SEA,WR,15,0,0,0,15,1,65,896,4,1,7.9,119.1
Charlie Garner,OAK,RB,14,0,0,0,553,3,48,386,1,0,8.4,117.9
Garrison Hearst,SF,RB,12,0,0,0,768,3,25,211,1,2,9.8,117.9
David Carr,HOU,QB,12,2013,9,13,151,2,0,0,0,0,9.8,117.62
Correll Buckhalter,PHI,RB,15,0,0,0,542,8,10,133,1,2,7.8,117.5
Rod Smith,DEN,WR,15,72,0,0,98,0,74,845,3,0,7.7,115.18
Eddie Kennison,KC,WR,16,0,0,0,9,0,56,853,5,1,7.1,114.2
Shawn Bryson,DET,RB,16,0,0,0,606,3,54,340,0,0,7,112.6
T Glenn,DAL,WR,16,0,0,0,55,0,52,754,5,0,6.9,110.9
Drew Brees,LAC,QB,11,2108,11,15,84,0,1,21,1,3,10.1,110.82
R Anderson,DAL,RB,15,0,0,0,306,1,69,493,4,0,7.3,109.9
Plaxico Burress,PIT,WR,16,0,0,0,-7,0,60,860,4,0,6.8,109.3
J Morton,KC,WR,16,0,0,0,94,0,50,740,4,0,6.7,107.4
Jimmy Smith,JAX,WR,12,0,0,0,0,0,54,805,4,0,8.7,104.5
Kordell Stewart,CHI,QB,9,1418,7,12,290,3,0,0,0,3,11.5,103.72
O Smith,MIN,RB,15,0,0,0,579,5,15,129,0,0,6.9,102.8
P Price,ATL,WR,16,0,0,0,3,0,64,838,3,0,6.4,102.1
T Streets,SF,WR,16,0,0,0,0,0,47,595,7,0,6.3,101.5
R Gardner,WAS,WR,16,46,2,0,0,0,59,600,5,0,6.2,99.84
Kevin Faulk,NE,RB,15,0,0,0,638,0,48,440,0,4,6.7,99.8
Tyrone Wheatley,OAK,RB,15,0,0,0,678,4,12,120,0,2,6.7,99.8
Muhsin Muhammad,CAR,WR,15,0,0,0,-2,0,54,837,3,1,6.6,99.5
Deion Branch,NE,WR,15,0,0,0,11,0,57,803,3,0,6.6,99.4
Todd Heap,BAL,TE,16,0,0,0,21,0,57,693,3,0,6.1,97.4
J Rice,OAK,WR,16,0,0,0,0,0,63,869,2,1,6.1,96.9
Bobby Engram,SEA,WR,16,0,0,0,0,0,52,637,6,2,6,95.7
M Shipp,ARI,WR,16,0,0,0,830,0,30,184,0,3,6,95.4
B Shaw,BUF,WR,16,0,0,0,0,0,56,732,4,1,6,95.2
M Booker,CHI,WR,13,0,0,0,-7,0,52,715,4,0,7.3,94.8
I Hilliard,NYG,WR,13,0,0,0,19,0,60,608,6,2,7.3,94.7
T Jones,TB,RB,16,0,0,0,627,3,24,180,0,2,5.9,94.7
Doug Flutie,LAC,QB,7,1097,9,4,168,2,0,0,0,5,13.2,92.68
Dennis Northcutt,CLE,WR,15,0,0,0,83,0,62,729,2,1,6.1,91.2
A Smith,NE,TE,13,0,0,0,642,3,14,92,0,1,6.9,89.4
T Taylor,BAL,WR,16,0,0,0,62,0,39,632,3,0,5.5,87.4
Amous Zereoue,PIT,RB,16,0,0,0,433,2,40,310,0,0,5.4,86.3
D Givens,NE,WR,13,0,0,1,0,0,34,510,6,0,6.5,85
Kelly Holcomb,CLE,QB,10,1797,10,12,7,0,0,0,0,2,8.5,84.58
Eric Moulds,BUF,WR,13,0,0,0,0,0,64,780,1,0,6.5,84
Doug Johnson,ATL,QB,10,1655,8,12,21,1,0,0,0,0,8.2,82.3
Joey Galloway,DAL,WR,15,0,0,0,22,0,34,672,2,0,5.4,81.4
K Campbell,MIN,WR,15,0,0,0,71,0,25,522,4,1,5.4,81.3
Vinny Testaverde,NYJ,QB,7,1385,7,2,17,0,0,0,0,0,11.6,81.1
M Robinson,BAL,WR,15,0,0,0,0,0,31,451,6,0,5.4,81.1
J Pathon,NO,WR,16,0,0,0,0,0,44,578,4,1,5,79.8
Donald Driver,GB,WR,15,0,0,0,51,0,52,621,2,0,5.3,79.2
A Lelie,DEN,WR,16,0,0,0,43,0,37,628,2,0,4.9,79.1
Trung Canidate,WAS,RB,11,0,0,0,600,1,10,71,1,0,7.2,79.1
Rock Cartwright,WAS,RB,15,0,0,0,411,4,18,176,0,2,5.2,78.7
Kevin Johnson,TB,WR,10,0,0,0,0,0,45,600,3,0,7.8,78
R McMichael,MIA,TE,16,0,0,0,0,1,49,598,2,0,4.9,77.8
D White,CHI,WR,15,0,0,0,13,0,49,583,3,0,5.2,77.6
C Conway,NYJ,WR,16,0,0,0,0,0,46,640,2,0,4.8,76
R Ferguson,GB,WR,15,0,0,0,-8,0,38,520,4,0,5,75.2
D Bennett,TEN,WR,12,14,0,0,0,0,32,504,4,0,6.2,74.96
A Hakim,DET,WR,14,21,0,0,51,0,49,449,4,1,5.3,74.84
T Brown,NE,WR,12,0,0,0,27,0,40,472,4,0,6.2,73.9
B Williams,NO,TE,16,0,0,0,0,0,41,436,5,0,4.6,73.6
I Mili,SEA,TE,16,0,0,0,0,0,46,492,4,0,4.6,73.2
Corey Dillon,CIN,RB,13,0,0,0,541,2,11,71,0,0,5.6,73.2
Josh Reed,BUF,WR,16,0,0,0,38,0,58,588,2,1,4.5,72.6
Tim Couch,CLE,QB,10,1319,7,6,39,1,1,-3,0,3,7.2,72.36
M Pollard,IND,TE,14,0,0,0,0,0,40,541,3,0,5.2,72.1
A Davis,CLE,WR,16,0,0,0,17,0,31,479,4,1,4.5,71.6
Alge Crumpler,ATL,TE,16,0,0,0,0,0,44,552,3,1,4.4,71.2
C Bradford,HOU,WR,16,0,0,0,0,0,24,460,4,0,4.4,70
F Jones,ARI,TE,16,0,0,0,0,0,55,517,3,0,4.4,69.7
D Foster,CAR,RB,14,0,0,0,429,0,26,207,2,3,5,69.6
Anthony Wright,BAL,QB,7,1199,9,8,73,0,0,0,0,3,9.9,69.26
Q Morgan,CLE,WR,16,0,0,0,-4,0,38,516,3,0,4.3,69.2
Rich Gannon,OAK,RB,7,1274,6,4,18,0,0,0,0,0,9.8,68.76
T Brown,OAK,WR,16,0,0,0,0,0,52,567,2,0,4.3,68.7
A Bryant,DAL,WR,16,0,0,0,0,0,39,550,2,0,4.2,67
J Thrash,PHI,WR,16,0,0,0,52,0,49,558,1,0,4.2,67
Jamel White,CLE,RB,16,0,0,0,266,1,46,303,1,1,4.2,66.9
F Mitchell,PHI,WR,16,25,1,0,0,0,35,498,2,0,4.2,66.8
Josh McCown,ARI,QB,10,1018,5,6,158,1,0,0,0,2,6.7,66.52
T Pinkston,PHI,WR,16,0,0,0,-11,0,36,575,2,1,4.2,66.4
D Looker,LAR,WR,16,11,0,0,0,0,47,495,3,1,4.1,65.94
Jimmy Kleinsasser,MIN,TE,16,0,0,0,15,0,46,401,4,0,4.1,65.6
D Graham,NE,WR,14,0,0,0,0,0,38,409,4,0,4.6,64.9
Donte' Stallworth,NO,WR,11,0,0,0,3,0,25,485,3,1,5.9,64.8
Kyle Boller,BAL,QB,11,1260,7,9,62,0,0,0,0,5,5.9,64.6
T Walters,IND,WR,15,0,0,0,6,0,36,456,3,0,4.3,64.2
Jeremy Shockey,NYG,TE,9,0,0,0,0,0,48,535,2,1,7.1,63.5
Rick Mirer,OAK,QB,9,1267,3,5,83,1,0,0,0,2,7,62.98
Michael Vick,ATL,QB,5,585,4,3,255,1,0,0,0,1,12.6,62.9
William Green,CLE,RB,7,0,0,0,559,1,10,50,0,2,9,62.9
R Proehl,CAR,WR,16,0,0,0,0,0,27,389,4,0,3.9,62.9
GJ Kinne,TEN,QB,16,0,0,0,0,1,41,381,3,0,3.9,62.1
Michael Bennett,MIN,RB,8,0,0,0,447,1,12,132,0,1,7.7,61.9
A Becht,NYJ,WR,16,0,0,0,0,0,40,356,4,0,3.8,61.6
J Jackson,CLE,RB,12,0,0,0,382,3,14,114,0,3,5.1,61.6
M Anderson,DEN,TE,12,0,0,0,257,3,12,53,2,0,5.1,61
Z Crockett,OAK,TE,16,0,0,0,145,7,7,53,0,1,3.7,59.8
T Fisher,GB,RB,15,0,0,0,200,1,21,206,2,0,3.9,58.6
Tim Rattay,SF,QB,11,856,7,2,0,0,0,0,0,0,5.3,58.24
O Gary,DET,RB,13,0,0,0,384,2,13,69,0,0,4.4,57.3
C Lee,TB,WR,6,0,0,0,14,0,33,432,2,0,9.4,56.6
T Calico,TEN,WR,14,0,0,0,5,0,18,297,4,0,4,56.2
Nick Davenport,GB,RB,15,0,0,0,420,2,6,38,0,1,3.7,55.8
A Harris,LAR,RB,16,0,0,0,255,4,15,102,0,2,3.5,55.7
Nate Burleson,MIN,WR,16,0,0,0,0,0,29,455,2,1,3.5,55.5
M Ricks,DET,TE,16,0,0,0,0,0,37,434,2,0,3.5,55.4
K Washington,CIN,WR,16,0,0,0,5,0,22,299,4,0,3.4,54.4
Ladell Betts,WAS,RB,9,0,0,0,255,2,15,167,0,0,6,54.2
J McKnight,MIA,WR,15,0,0,0,75,1,23,285,2,0,3.6,54
D Hall,KC,WR,16,0,0,0,73,0,40,423,1,1,3.4,53.6
B Miller,HOU,TE,16,0,0,0,0,0,40,355,3,0,3.3,53.5
Jabar Gaffney,HOU,WR,16,0,0,0,13,0,34,402,2,0,3.3,53.5
Gus Frerotte,MIN,QB,16,690,7,2,-2,0,0,0,0,0,3.3,53.4
LaMont Jordan,NYJ,RB,16,0,0,0,190,4,11,101,0,0,3.3,53.1
B Franks,GB,TE,16,0,0,0,0,0,30,241,4,0,3.3,52.1
B Schroeder,DET,WR,16,0,0,0,0,0,36,397,2,0,3.2,51.7
C Wilson,SF,WR,16,6,0,0,-4,0,35,396,2,0,3.2,51.44
Desmond Clark,CHI,TE,15,0,0,0,0,0,44,433,2,2,3.4,51.3
W Demps,BAL,WR,16,0,0,0,0,0,0,0,0,0,3.2,51
L Toefield,JAX,RB,16,32,0,0,212,2,14,105,1,0,3.2,50.98
Chester Taylor,BAL,RB,16,0,0,0,276,2,20,132,0,1,3.2,50.8
K Johnson,CLE,WR,9,0,0,0,0,0,41,381,2,0,5.6,50.1
J Sowell,NYJ,FB,16,0,0,0,2,0,47,436,1,0,3.1,49.8
J Weaver,SF,TE,16,0,0,0,0,0,35,437,1,0,3.1,49.7
Antonio Gates,LAC,TE,15,0,0,0,0,0,24,389,2,1,3.3,48.9
Brian Finneran,ATL,WR,12,0,0,0,0,0,26,368,2,0,4.1,48.8
S Mack,HOU,RB,8,0,0,1,253,4,9,55,0,2,6.1,48.8
Emmitt Smith,ARI,RB,10,0,0,0,256,2,14,107,0,0,4.8,48.3
Antwaan Randle El,PIT,WR,16,6,0,0,75,0,37,364,1,1,3,48.14
B Johnson,ARI,WR,15,0,0,0,0,0,35,438,1,1,3.2,47.8
A Cason,DAL,RB,10,37,0,0,220,2,17,142,0,1,4.8,47.68
Derrick Blaylock,KC,RB,16,0,0,0,112,2,15,181,1,0,3,47.3
Tim Hasselbeck,WAS,QB,7,1012,5,7,41,0,0,0,0,2,6.7,46.58
S Anderson,DET,WR,9,0,0,0,0,0,17,325,2,0,5.2,46.5
Chris Chandler,CHI,QB,8,1050,3,7,35,0,0,0,0,0,5.7,45.5
R Williams,IND,WR,13,0,0,0,155,2,22,157,1,2,3.5,45.2
Matt Schobel,CIN,TE,15,0,0,0,0,0,24,332,2,0,3,45.2
E Parker,LAC,WR,8,0,0,0,21,0,18,244,3,0,5.6,44.5
Tony Banks,HOU,QB,7,693,5,3,27,0,0,0,0,0,6.3,44.42
C Morton,WAS,RB,15,0,0,0,216,0,15,187,1,1,3,44.3
R Holcombe,TEN,RB,15,0,0,0,201,1,19,121,1,1,2.9,44.2
C Rogers,DET,WR,5,0,0,0,17,0,22,243,3,0,8.8,44
Justin Gage,CHI,WR,10,0,0,0,0,0,17,338,2,1,4.4,43.8
M Strong,SEA,WR,16,0,0,0,174,1,29,216,0,1,2.7,43
M Cloud,NE,RB,5,0,0,0,118,5,1,8,0,0,8.5,42.6
D Terrell,CHI,WR,16,0,0,0,4,0,43,361,1,0,2.7,42.5
L Gordon,LAR,RB,10,0,0,0,298,1,8,59,0,0,4.2,41.7
D Levens,NYG,RB,11,0,0,0,197,3,5,39,0,0,3.8,41.6
E Conwell,NO,TE,10,0,0,0,0,0,26,290,2,0,4.1,41
Justin Griffith,ATL,RB,16,0,0,0,168,0,21,122,2,0,2.6,41
Jason Witten,DAL,TE,15,0,0,0,0,0,35,347,1,0,2.7,40.7
C Fauria,NE,TE,16,0,0,0,0,0,28,285,2,0,2.5,40.5
Billy Volek,TEN,QB,7,545,4,1,4,1,0,0,0,1,5.7,40.2
Dallas Clark,IND,TE,10,0,0,0,0,0,29,340,1,0,4,40
M Campbell,BUF,TE,16,0,0,0,0,0,34,339,1,0,2.5,39.9
Kassim Osgood,LAC,WR,16,0,0,0,0,0,13,278,2,0,2.5,39.8
W Henderson,GB,RB,16,0,0,0,0,0,24,214,3,0,2.5,39.4
Brandon Stokley,IND,WR,6,0,0,0,0,0,22,211,3,0,6.5,39.1
L Suggs,CLE,RB,7,0,0,0,289,2,2,0,0,1,5.6,38.9
T Edwards,JAX,WR,11,0,0,0,-9,0,29,337,1,0,3.5,38.8
Q Griffin,DEN,RB,10,0,0,0,345,0,8,61,0,1,3.9,38.6
C Schlesinger,DET,FB,16,0,0,0,16,0,34,247,2,0,2.4,38.3
LJ Smith,PHI,TE,15,0,0,0,0,0,27,321,1,0,2.5,38.1
Brandon Manumaleuna,LAR,TE,16,0,0,0,15,0,29,238,2,0,2.3,37.3
B Bennett,CIN,RB,16,0,0,0,173,0,25,176,1,2,2.3,36.9
D Thompson,MIA,WR,16,0,0,0,0,0,26,359,0,0,2.2,35.9
C Lewis,PHI,TE,16,0,0,0,0,0,23,293,1,0,2.2,35.3
Mark Brunell,JAX,QB,3,484,2,0,19,1,0,0,0,0,11.8,35.26
Brandon Lloyd,SF,WR,16,0,0,0,0,0,14,212,2,0,2.2,35.2
W Chrebet,NYJ,WR,7,0,0,0,0,0,27,289,1,0,5,34.9
B Forsey,CHI,RB,9,0,0,0,191,2,3,37,0,0,3.9,34.8
Brian Griese,MIA,QB,5,813,5,6,15,0,0,0,0,4,6.8,34.02
T Jones,BAL,TE,16,0,0,0,0,0,19,159,3,0,2.1,33.9
B Gilmore,ARI,WR,14,0,0,0,0,0,17,208,2,0,2.3,32.8
M Hatchette,JAX,WR,6,0,0,0,0,0,15,203,2,0,5.4,32.3
B Johnson,NE,WR,15,0,0,0,-12,0,16,209,2,0,2.1,31.7
K Johnson,JAX,WR,6,0,0,0,0,0,17,253,1,0,5.2,31.3
Maurice Morris,SEA,RB,16,0,0,0,239,0,4,32,1,1,1.9,31.1
D Jolley,OAK,TE,15,0,0,0,0,0,31,250,1,0,2.1,31
T Carter,NYG,WR,12,0,0,0,0,0,26,309,0,0,2.6,30.9
K Dilger,TB,TE,15,0,0,0,0,0,22,244,1,0,2,30.4
K Brady,JAX,TE,16,0,0,0,0,0,29,281,1,2,1.9,30.1
C Doering,PIT,WR,16,0,0,0,0,0,18,240,1,0,1.9,30
D O'Neal,DEN,WR,13,0,0,0,0,0,2,4,0,1,2.3,29.9
M Edwards,JAX,WR,16,0,0,0,13,1,31,226,0,0,1.9,29.9
S Pritchett,CHI,TE,16,0,0,0,93,2,18,83,0,0,1.8,29.6
F Wycheck,TEN,TE,10,0,0,0,0,0,17,165,2,0,2.8,28.5
Chris Brown,TEN,RB,11,0,0,0,221,0,8,61,0,0,2.6,28.2
W Walls,GB,TE,14,0,0,0,0,0,20,222,1,0,2,28.2
Casey Fitzsimmons,DET,TE,16,0,0,0,0,0,23,160,2,0,1.8,28
Mike Alstott,TB,RB,4,0,0,0,77,2,10,83,0,0,7,28
Dominic Rhodes,IND,RB,11,0,0,0,157,0,6,62,1,0,2.5,27.9
T Edwards,JAX,WR,2,0,0,0,0,0,6,150,2,0,13.5,27
G Wrighster,JAX,WR,15,0,0,0,0,0,13,150,2,0,1.8,27
M Lewis,NO,WR,13,0,0,0,2,0,12,226,1,1,2.1,26.8
F Beasley,SF,WR,16,0,0,0,24,0,19,184,1,0,1.7,26.8
J Ritchie,PHI,FB,16,0,0,0,1,0,17,86,3,0,1.7,26.7
Travis Minor,MIA,RB,16,0,0,0,193,1,4,13,0,0,1.7,26.6
T Dwight,LAC,WR,9,0,0,0,88,0,14,193,0,1,2.9,26.1
Jesse Palmer,NYG,QB,6,532,3,4,23,0,0,0,0,1,4.3,25.58
D Campbell,DAL,TE,16,0,0,0,0,0,20,195,1,0,1.6,25.5
L Centers,NE,RB,9,0,0,0,82,0,19,106,1,0,2.8,24.8
J Johnson,CIN,FB,16,0,0,0,41,1,15,82,1,0,1.5,24.3
J Jurevicius,TB,WR,5,0,0,0,0,0,12,118,2,0,4.8,23.8
Rex Grossman,CHI,QB,3,437,2,1,-1,0,0,0,0,0,7.8,23.38
Aaron Stecker,TB,RB,16,0,0,0,125,0,9,48,1,0,1.5,23.3
Sammy Morris,BUF,RB,9,0,0,0,70,1,14,100,0,0,2.6,23
Nick Goings,CAR,RB,15,0,0,0,69,0,12,97,1,0,1.5,22.6
Reuben Droughns,DEN,RB,15,0,0,0,14,0,9,87,2,0,1.5,22.1
J Farris,ATL,WR,16,0,0,0,0,0,6,100,2,0,1.4,22
J Dunn,KC,TE,16,0,0,0,0,0,5,35,3,0,1.3,21.5
Tony Stewart,CIN,TE,16,0,0,0,0,0,21,212,0,0,1.3,21.2
D Bates,MIN,WR,10,0,0,0,0,0,15,151,1,0,2.1,21.1
P Johnson,WAS,WR,16,0,0,0,0,0,15,170,1,1,1.3,21
N Poole,ARI,WR,10,0,0,0,0,0,10,148,1,0,2.1,20.8
C Fuamatu-Ma'afala,JAX,RB,13,0,0,0,144,1,1,2,0,0,1.6,20.6
A Whitted,OAK,WR,16,0,0,0,37,0,7,106,1,0,1.3,20.3
D Moore,BUF,TE,15,0,0,0,0,0,7,82,2,0,1.3,20.2
David Tyree,NYG,WR,16,0,0,0,-9,0,16,211,0,0,1.3,20.2
A Ricard,BAL,RB,16,0,0,0,79,1,9,62,0,0,1.3,20.1
K Mangum,CAR,TE,16,0,0,0,0,0,17,199,0,0,1.2,19.9
D Martin,GB,WR,16,0,0,0,0,0,13,79,2,0,1.2,19.9
Andy Tanner,ARI,WR,14,0,0,0,0,0,0,0,0,0,1.4,19.8
J Riemersma,PIT,TE,11,0,0,0,0,0,10,138,1,0,1.8,19.8
Dan Kreider,PIT,FB,16,0,0,0,29,1,9,107,0,0,1.2,19.6
J Mungro,IND,RB,7,0,0,0,60,2,1,-4,0,0,2.8,19.6
