Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
Geno Smith,NYJ,QB,16,985,61.6,93.7,7.3,0.1,52.4,52.4,193.74,19.7
EJ Manuel,BUF,QB,10,694,69.4,59.8,7.6,0,51.7,51.7,133.48,19.2
Justin Blackmon,JAX,WR,4,247,61.8,92.9,0.4,19.4,12.1,19.8,47.4,19.2
DeSean Jackson,PHI,WR,16,987,61.7,89.5,0.3,12.8,8.6,13.1,187.4,19
Jermichael Finley,GB,TE,6,252,42,45.7,0,13.5,9.9,13.5,48,19
Mike Glennon,TB,QB,13,842,64.8,81.3,3.2,0,52.6,52.6,158.02,18.8
Jerricho Cotchery,PIT,WR,16,636,39.8,60.5,0.2,11.9,7.4,12.1,119.7,18.8
Willis McGahee,CLE,RB,12,264,22,27.3,52.3,4.2,55.3,56.4,49.7,18.8
Trent Richardson,IND,RB,16,593,37.1,54.8,31.7,8.8,37.6,40.5,109.9,18.5
Doug Martin,TB,RB,6,304,50.7,54.3,41.8,7.9,45.7,49.7,56.2,18.5
Joe Flacco,BAL,QB,16,1128,70.5,99.3,2.4,0,56.8,56.8,207.58,18.4
Eric Decker,DEN,WR,16,1050,65.6,87,0,13,8.3,13,192.8,18.4
Jordan Reed,WAS,TE,9,379,42.1,37.8,0.3,15.6,12.1,15.8,69.7,18.4
T.Y. Hilton,IND,WR,16,759,47.4,70.9,0.3,18.2,11.1,18.4,138.9,18.3
Matt Flynn,GB,QB,7,394,56.3,38.9,5.1,0,55.8,55.8,72.18,18.3
Chad Henne,JAX,QB,15,898,59.9,85,3,0,59,59,161.34,18
Justin Hunter,TEN,WR,14,335,23.9,31.2,0,12.5,5.4,12.5,59.4,17.7
Wes Welker,DEN,WR,13,770,59.2,63.8,0,14.4,9.5,14.4,135.8,17.6
Ted Ginn,CAR,WR,16,502,31.4,48.8,0.8,13.5,8,14.3,88.5,17.6
Eli Manning,NYG,QB,16,986,61.6,96.1,1.8,0,57.7,57.7,170.32,17.3
Andre Johnson,HOU,WR,16,994,62.1,88.7,0,18.2,11,18.2,170.7,17.2
Matt Schaub,HOU,QB,10,610,61,54.4,0.8,0,59.5,59.5,104.8,17.2
Ray Rice,BAL,RB,15,703,46.9,61.9,30.4,10.4,38.7,40.8,120.1,17.1
Vincent Jackson,TB,WR,16,969,60.6,93.5,0.1,16.5,8.2,16.6,164.4,17
Chase Daniel,KC,QB,5,100,20,9.3,15,0,53,53,17.02,17
Denarius Moore,OAK,WR,13,590,45.4,56.9,0,14.6,7.8,14.6,99.5,16.9
Malcom Floyd,LAC,WR,2,88,44,33,0,12.5,6.8,12.5,14.9,16.9
Pierre Garcon,WAS,WR,16,978,61.1,85.5,0.2,18.6,11.8,18.8,164.5,16.8
Bilal Powell,NYJ,RB,16,618,38.6,58.8,28.5,9.2,34.5,37.9,104.1,16.8
Da'Rel Scott,NYG,RB,5,140,28,45.5,14.3,13.6,22.1,27.9,23.5,16.8
Julius Thomas,DEN,TE,14,901,64.4,74.6,0,10,7.2,10,150.8,16.7
Jordy Nelson,GB,WR,16,1083,67.7,96.5,0,11.7,7.8,11.7,179.4,16.6
Marques Colston,NO,WR,15,750,50,66.5,0,14.8,10,14.8,124.3,16.6
Bernard Pierce,BAL,RB,16,398,24.9,35,38.2,6.3,43.2,44.5,66,16.6
Dallas Clark,BAL,TE,12,316,26.3,27.8,0,16.5,9.8,16.5,52.3,16.6
Daryl Richardson,LAR,RB,8,203,25.4,20.2,34,8.9,40.9,42.9,33.6,16.6
Rueben Randle,NYG,WR,16,578,36.1,56.3,0,13.5,7.1,13.5,95.1,16.5
Thaddeus Lewis,BUF,QB,6,356,59.3,45.9,6.7,0,50.8,50.8,58.88,16.5
Golden Tate,SEA,WR,16,762,47.6,75.3,0.4,13,8.8,13.4,122.9,16.1
Mike Tolbert,CAR,FB,16,599,37.4,58.2,16.9,5.5,21.4,22.4,96.5,16.1
Eddie Royal,LAC,WR,15,703,46.9,63.3,0.4,9.5,7.1,10,111.2,15.8
Marcel Reece,OAK,FB,16,505,31.6,48.7,9.1,10.7,15.6,20,79.78,15.8
Zach Ertz,PHI,TE,16,450,28.1,40.8,0,12.4,8,12.4,70.9,15.8
Keenan Allen,LAC,WR,15,944,62.9,85,0,11,7.5,11,148.6,15.7
Lamar Miller,MIA,RB,16,623,38.9,60.7,28.4,5.6,32.6,34,97.9,15.7
David Wilson,NYG,RB,5,111,22.2,21,39.6,5.4,41.4,45,17.4,15.7
Larry Fitzgerald,ARI,WR,16,998,62.4,92.1,0.2,13.5,8.5,13.8,154.2,15.5
Victor Cruz,NYG,WR,14,785,56.1,76.5,0,15.5,9.3,15.5,121.8,15.5
Kellen Clemens,LAR,QB,10,554,55.4,55.2,4.2,0,47.8,47.8,85.32,15.4
Ladarius Green,LAC,TE,16,364,22.8,32.8,0,8,4.7,8,55.6,15.3
Kellen Winslow,NYJ,TE,12,333,27.8,43,0,14.1,9.3,14.1,50.8,15.3
Da'Rick Rogers,IND,WR,5,205,41,37.8,0.5,11.2,7.3,11.7,31.2,15.2
Reggie Wayne,IND,WR,7,428,61.1,92.4,0.2,13.6,9.1,13.8,64.8,15.1
Chris Simms,NYJ,QB,3,66,22,6.3,7.6,0,54.5,54.5,9.94,15.1
Rod Streater,OAK,WR,16,748,46.8,72.2,0.3,13.2,8.3,13.5,112.5,15
Terrance Williams,DAL,WR,16,678,42.4,68,0.4,10.9,6.9,11.4,102,15
Kendall Wright,TEN,WR,16,807,50.4,75.1,0,17.2,11.6,17.2,119.9,14.9
Vick Ballard,IND,RB,1,39,39,70.9,33.3,5.1,35.9,38.5,5.8,14.9
Jarius Wright,MIN,WR,16,417,26.1,40.1,0,10.3,6.2,10.3,61.4,14.7
Marquise Goodwin,BUF,WR,12,313,26.1,27,1,10.2,6.4,11.2,45.6,14.6
Doug Baldwin,SEA,WR,16,749,46.8,74,0.3,9.7,6.9,10,108.4,14.5
Roy Helu,WAS,RB,16,527,32.9,46.1,11.8,8,17.6,19.7,76.5,14.5
Michael Crabtree,SF,WR,5,237,47.4,72.9,0,13.9,8,13.9,34.4,14.5
Dennis Pitta,BAL,TE,4,158,39.5,54.1,0,20.9,12.7,20.9,22.9,14.5
Julian Edelman,NE,WR,16,1021,63.8,85.3,0.2,14.8,10.5,15,146.7,14.4
Michael Floyd,ARI,WR,16,930,58.1,85.8,0,11.9,7,11.9,134.1,14.4
Emmanuel Sanders,PIT,WR,16,797,49.8,75.8,0.1,14.1,8.5,14.2,114.5,14.4
Tim Wright,TB,TE,16,608,38,58.7,0.2,12.5,9,12.7,87.3,14.4
Leonard Hankerson,WAS,WR,10,389,38.9,52.6,0,12.9,7.7,12.9,55.5,14.3
Greg Jennings,MIN,WR,15,742,49.5,71.3,0,14.3,9.2,14.3,104.4,14.1
Kirk Cousins,WAS,QB,5,238,47.6,20.8,1.7,0,66.8,66.8,33.56,14.1
Riley Cooper,PHI,WR,16,980,61.2,88.8,0,8.5,4.8,8.5,137.3,14
Charles Clay,MIA,TE,16,855,53.4,83.3,0.8,11.9,8.9,12.7,119.4,14
Griff Whalen,IND,WR,9,271,30.1,38.8,0,14.8,8.9,14.8,37.9,14
Jarrett Boykin,GB,WR,16,663,41.4,59.1,0,12.5,7.4,12.5,92.1,13.9
Aaron Dobson,NE,WR,12,547,45.6,45.7,0,13.2,6.8,13.2,75.9,13.9
Jordan Cameron,CLE,TE,15,969,64.6,87.6,0,12.2,8.3,12.2,133.7,13.8
Brian Hartline,MIA,WR,16,907,56.7,88.3,0,14.8,8.4,14.8,125.6,13.8
Kenny Stills,NO,WR,16,690,43.1,61.2,0.4,7.2,5.1,7.7,95.1,13.8
Tony Gonzalez,ATL,TE,16,1003,62.7,93.1,0,12.1,8.3,12.1,135.9,13.5
Jason Witten,DAL,TE,16,984,61.5,98.7,0,11.3,7.4,11.3,133.1,13.5
Mike Wallace,MIA,WR,16,951,59.4,92.6,0.3,14.8,8,15.1,126.3,13.3
Jared Cook,LAR,TE,16,717,44.8,71.4,0,11.9,7.1,11.9,95.1,13.3
Danny Amendola,NE,WR,12,571,47.6,47.7,0.2,14.5,9.6,14.7,75.4,13.2
Andre Holmes,OAK,WR,10,380,38,51.9,0,13.7,6.6,13.7,49.1,12.9
Steve Smith,CAR,WR,15,770,51.3,74.8,0,14.3,8.3,14.3,98.5,12.8
Chris Ogbonnaya,CLE,RB,16,521,32.6,47.1,9.2,14.4,18.4,23.6,66.2,12.7
Torrey Smith,BAL,WR,16,1098,68.6,96.7,0,12.5,5.9,12.5,138.8,12.6
Cecil Shorts,JAX,WR,13,760,58.5,81.8,0,16.2,8.7,16.2,95.7,12.6
Jeremy Kerley,NYJ,WR,12,567,47.2,53.9,0.7,12.7,8.5,13.6,71.4,12.6
Lance Moore,NO,WR,13,441,33.9,39.1,0,12.2,8.4,12.2,55.7,12.6
Harry Douglas,ATL,WR,16,926,57.9,86,0,14.3,9.2,14.3,114.7,12.4
Nate Washington,TEN,WR,16,887,55.4,82.5,0,11.8,6.5,11.8,109.9,12.4
Kenbrell Thompkins,NE,WR,12,575,47.9,48,0,12,5.6,12,70.6,12.3
Owen Daniels,HOU,TE,5,352,70.4,90.5,0,11.6,6.8,11.6,43.2,12.3
Marlon Brown,BAL,WR,14,790,56.4,69.5,0.1,10.4,6.3,10.5,96.2,12.2
Delanie Walker,TEN,TE,15,762,50.8,70.9,0,11.3,7.9,11.3,93.1,12.2
Jerome Simpson,MIN,WR,16,643,40.2,61.8,0,15.6,7.5,15.6,78.6,12.2
Tiquan Underwood,TB,WR,12,563,46.9,73.1,0,8.2,4.3,8.2,68,12.1
Jermaine Kearse,SEA,WR,15,470,31.3,46.4,0,8.1,4.7,8.1,56.6,12
Brian Quick,LAR,WR,16,353,22.1,35.2,0,9.9,5.1,9.9,42.2,12
LaVon Brazill,IND,WR,10,236,23.6,32.4,0,11.4,5.1,11.4,28.1,11.9
Greg Olsen,CAR,TE,16,1000,62.5,97.2,0,11.1,7.3,11.1,117.6,11.8
Aldrick Robinson,WAS,WR,16,407,25.4,35.6,0.7,11.3,5.2,12,48.1,11.8
Sidney Rice,SEA,WR,8,330,41.2,63.7,0,10.6,4.5,10.6,39.1,11.8
Josh Freeman,MIN,QB,4,261,65.2,24.7,1.9,0,58.2,58.2,30.44,11.7
Jake Ballard,ARI,TE,8,167,20.9,29.6,0,5.4,4.2,5.4,19.5,11.7
Dwayne Bowe,KC,WR,15,837,55.8,77.6,0,12.3,6.8,12.3,97.3,11.6
Kyle Rudolph,MIN,TE,8,424,53,49.4,0,10.8,7.1,10.8,49.3,11.6
James Jones,GB,WR,14,847,60.5,75.5,0,11,7,11,97.7,11.5
Robert Meachem,NO,WR,15,389,25.9,34.5,0.5,7.7,4.6,8.2,44.3,11.4
Steve Johnson,BUF,WR,12,701,58.4,60.4,0.1,14.4,7.6,14.6,78.7,11.2
Antonio Gates,LAC,TE,16,968,60.5,87.2,0,11.7,8,11.7,107.2,11.1
Roddy White,ATL,WR,13,782,60.2,72.6,0,12.4,8.1,12.4,87.1,11.1
Austin Pettis,LAR,WR,16,579,36.2,57.7,0,10.9,6.6,10.9,63.9,11
Martellus Bennett,CHI,TE,16,952,59.5,90.1,0,9.9,6.8,9.9,103.9,10.9
Coby Fleener,IND,TE,16,816,51,76.3,0,10.7,6.4,10.7,88.8,10.9
Mychal Rivera,OAK,TE,16,592,37,57.1,0,10.1,6.4,10.1,64.7,10.9
Dexter McCluster,KC,RB,15,581,38.7,53.8,1.4,14.3,10.5,15.7,63.6,10.9
Rishard Matthews,MIA,WR,16,520,32.5,50.6,0,12.9,7.9,12.9,56.8,10.9
Clay Harbor,JAX,TE,16,358,22.4,33.9,0,9.8,6.7,9.8,39.2,10.9
Jeff Tuel,BUF,QB,2,111,55.5,9.6,2.7,0,55.9,55.9,12.06,10.9
Hakeem Nicks,NYG,WR,15,833,55.5,81.2,0,12.1,6.7,12.1,89.6,10.8
Garrett Graham,HOU,TE,13,772,59.4,72.7,0,11.5,6.3,11.5,82.5,10.7
Jacoby Jones,BAL,WR,12,549,45.8,48.3,0.4,12.2,7.1,12.6,57.5,10.5
Brandon LaFell,CAR,WR,16,907,56.7,88.1,0.2,9.4,5.6,9.6,94.2,10.4
Santonio Holmes,NYJ,WR,11,500,45.5,47.6,0,11.8,4.6,11.8,51.6,10.3
Nate Burleson,DET,WR,9,502,55.8,44.2,0.4,11,8.2,11.4,51.3,10.2
Santana Moss,WAS,WR,16,551,34.4,48.2,0.5,14.3,8.2,14.9,55.7,10.1
Kevin Ogletree,DET,WR,16,386,24.1,34.2,0,11.7,5.4,11.7,38.9,10.1
Brent Celek,PHI,TE,16,844,52.8,76.5,0,6,3.8,6,84.2,10
Donnie Avery,KC,WR,16,706,44.1,65.4,0.3,10.1,5.9,10.3,70.2,9.9
Ace Sanders,JAX,WR,15,601,40.1,56.9,0.3,14.5,9,15,59.64,9.9
Marcedes Lewis,JAX,TE,11,582,52.9,55.1,0,8.1,4.3,8.1,57.9,9.9
Rob Housler,ARI,TE,13,520,40,48,0,11,7.5,11,51.4,9.9
Drew Davis,ATL,WR,16,341,21.3,31.7,0,5,3.5,5,33.6,9.9
Andre Roberts,ARI,WR,16,605,37.8,55.8,0,12.6,7.1,12.6,59.1,9.8
Zach Miller,SEA,TE,14,717,51.2,70.8,0,7.8,4.6,7.8,68.7,9.6
Jeff Cumberland,NYJ,TE,15,675,45,64.2,0,5.9,3.9,5.9,63.8,9.5
Mike Brown,JAX,WR,11,577,52.5,54.6,0,9.7,5.5,9.7,54.6,9.5
David Nelson,NYJ,WR,12,569,47.4,74.7,0,10.5,6.3,10.5,54.3,9.5
Keshawn Martin,HOU,WR,16,373,23.3,33.3,0,10.7,5.9,10.7,35.3,9.5
Kerry Taylor,JAX,WR,10,303,30.3,38.6,0,11.2,7.3,11.2,28.9,9.5
Tandon Doss,BAL,WR,15,302,20.1,28.8,0,11.9,6.3,11.9,28.5,9.4
Earl Bennett,CHI,WR,15,541,36.1,51.2,0,7.9,5.9,7.9,50.3,9.3
Mike Williams,TB,WR,6,363,60.5,73.9,0,11,6.1,11,33.6,9.3
Clyde Gates,NYJ,WR,6,133,22.2,33.8,0,18,9,18,12.2,9.2
DeAndre Hopkins,HOU,WR,16,995,62.2,88.8,0,9.1,5.2,9.1,90.2,9.1
Brandon Myers,NYG,TE,16,848,53,82.7,0,9,5.5,9,76.2,9
Davone Bess,CLE,WR,14,534,38.1,54.8,0,16.1,7.9,16.1,48.2,9
Robert Woods,BUF,WR,14,910,65,78.4,0.2,9.3,4.6,9.6,80.3,8.8
Lance Kendricks,LAR,TE,15,576,38.4,57.4,0,8,5.6,8,49.8,8.6
Tyler Eifert,CIN,TE,15,673,44.9,59.5,0,8.9,5.8,8.9,56.5,8.4
Ryan Griffin,HOU,TE,15,362,24.1,32.3,0,7.7,5.2,7.7,30.4,8.4
Scott Chandler,BUF,TE,16,918,57.4,79.1,0,8.8,5.8,8.8,75.5,8.2
Luke Willson,SEA,TE,16,404,25.2,39.9,0,6.9,5,6.9,33.2,8.2
Blaine Gabbert,JAX,QB,3,159,53,15,5.7,0,59.7,59.7,12.44,7.8
Mohamed Sanu,CIN,WR,16,750,46.9,66.3,0.5,10.3,6.9,10.9,58.1,7.7
John Carlson,MIN,TE,13,497,38.2,53.2,0,9.7,6.4,9.7,38.4,7.7
Anthony Fasano,KC,TE,9,503,55.9,46.6,0,6.6,4.6,6.6,38,7.6
Jermaine Gresham,CIN,TE,14,891,63.6,78.7,0,7.6,5.2,7.6,64.1,7.2
Chris Givens,LAR,WR,16,779,48.7,77.6,0.4,10.7,4.7,11,55.7,7.2
Heath Miller,PIT,TE,14,902,64.4,85.7,0,8.6,6.4,8.6,63.3,7
Benjamin Watson,NO,TE,15,497,33.1,44.1,0,6,3.8,6,34.6,7
Jason Avant,PHI,WR,16,789,49.3,71.5,0,9.6,4.8,9.6,54.7,6.9
Sean McGrath,KC,TE,16,610,38.1,56.5,0,6.6,4.3,6.6,42.2,6.9
Damian Williams,TEN,WR,10,231,23.1,21.5,0,10,6.5,10,15.8,6.8
Darrius Heyward-Bey,IND,WR,16,603,37.7,56.4,0.5,10.6,5.3,11.1,39.5,6.6
Cory Harkey,LAR,TE,15,357,23.8,35.6,0,5,3.6,5,23.3,6.5
Stephen Hill,NYJ,WR,12,594,49.5,70.7,0,9.9,4,9.9,38.2,6.4
Kris Durham,DET,WR,16,951,59.4,83.8,0,8.9,4,8.9,59,6.2
Greg Little,CLE,WR,16,940,58.8,85,0,10.5,4.4,10.5,58.5,6.2
Andrew Quarless,GB,TE,16,693,43.3,61.8,0,7.6,4.6,7.6,43.2,6.2
Darius Johnson,ATL,WR,10,401,40.1,54.6,0,10.7,5.5,10.7,25,6.2
Deonte Thompson,BAL,WR,7,154,22,13.6,0,13,6.5,13,9.6,6.2
Seneca Wallace,GB,QB,2,58,29,9.2,0,0,41.4,41.4,3.56,6.1
Josh Morgan,WAS,WR,14,385,27.5,33.7,0.5,8.6,5.7,9.1,22.7,5.9
Stanley Havili,IND,FB,13,328,25.2,30.7,2.1,6.4,7.6,8.5,19.5,5.9
Josh Cooper,CLE,WR,5,101,20.2,14.5,0,13.9,8.9,13.9,6,5.9
Vincent Brown,LAC,WR,16,917,57.3,82.6,0,7.5,4.5,7.5,53.2,5.8
TJ Graham,BUF,WR,16,823,51.4,70.9,0.5,7,3.3,7.5,47.5,5.8
Brandon Pettigrew,DET,TE,14,903,64.5,84,0,7,4.5,7,51.6,5.7
