Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
Derrick Mason,BAL,WR,16,0,0,0,-4,0,68,750,2,0,5.4,86.6
Michael Jenkins,ATL,WR,16,0,0,0,2,0,39,436,7,0,5.4,85.8
Jerious Norwood,ATL,RB,14,0,0,0,633,2,12,102,0,0,6.1,85.5
Arnaz Battle,SF,WR,16,0,0,0,25,0,59,686,3,2,5.3,85.1
D Hackett,SEA,WR,14,0,0,0,0,0,45,610,4,0,6.1,85
Vincent Jackson,LAC,WR,16,0,0,0,16,0,27,453,6,0,5.3,84.9
M Jones,JAX,WR,14,0,0,0,-15,0,41,643,4,1,6.1,84.8
R McMichael,MIA,TE,16,0,0,0,0,0,62,640,3,0,5.1,82
Jason Witten,DAL,TE,16,0,0,0,0,0,64,754,1,0,5.1,81.4
Greg Jennings,GB,WR,14,0,0,0,0,0,45,632,3,0,5.8,81.2
Justin Fargas,OAK,RB,16,0,0,0,659,1,13,91,0,0,5.1,81
Byron Leftwich,JAX,QB,6,1159,7,5,41,2,0,0,0,0,13.4,80.46
Benjamin Watson,NE,TE,13,0,0,0,0,0,49,643,3,1,6.2,80.3
T Taylor,MIN,WR,16,0,0,0,5,0,57,651,3,2,5,79.6
R Curry,OAK,WR,16,0,0,1,4,0,62,727,1,0,4.8,77.1
Correll Buckhalter,PHI,RB,16,0,0,0,345,2,24,256,1,1,4.8,76.1
Patrick Crayton,DAL,WR,16,0,0,0,0,0,36,516,4,0,4.7,75.6
Randy Moss,OAK,WR,13,0,0,0,0,0,42,553,3,0,5.6,73.3
Wes Welker,MIA,WR,16,0,0,0,0,0,67,687,1,1,4.5,72.7
C Houston,NYJ,RB,8,0,0,0,374,5,7,43,0,0,9,71.7
Drew Bledsoe,DAL,QB,6,1164,7,8,28,2,0,0,0,1,11.9,71.36
Antwaan Randle El,WAS,WR,16,88,1,0,118,0,32,351,3,1,4.4,70.42
Kevin Curtis,LAR,WR,16,0,0,0,4,0,40,479,4,1,4.4,70.3
Heath Miller,PIT,TE,16,0,0,0,0,0,34,393,5,0,4.3,69.3
Michael Pittman,TB,RB,16,0,0,0,245,1,47,405,0,1,4.3,69
Mewelde Moore,MIN,RB,16,15,1,0,131,0,46,468,1,1,4.3,68.5
E Parker,LAC,WR,15,0,0,0,19,0,48,659,0,0,4.5,67.8
J Jurevicius,CLE,WR,13,0,0,0,0,0,40,495,3,0,5.2,67.5
Michael Turner,LAC,RB,13,0,0,0,502,2,3,47,0,0,5.1,66.9
Rod Smith,DEN,WR,16,0,0,0,-5,0,52,512,3,1,4.2,66.7
T Brown,NE,WR,16,0,0,0,18,0,43,384,4,0,4.1,66.2
V Morency,GB,RB,14,0,0,0,434,2,17,118,0,1,4.7,65.2
Owen Daniels,HOU,TE,14,0,0,0,0,0,34,352,5,0,4.7,65.2
Kevan Barlow,NYJ,RB,11,0,0,0,321,5,7,21,0,0,5.8,64.2
Kevin Faulk,NE,RB,15,0,0,0,123,1,43,356,2,1,4.3,63.9
Jay Cutler,DEN,QB,5,1001,9,5,18,0,0,0,0,2,12.8,63.84
Trent Green,KC,QB,8,1342,7,9,59,0,0,0,0,3,7.9,63.58
Kurt Warner,ARI,QB,7,1377,6,5,3,0,0,0,0,3,9.1,63.38
Maurice Morris,SEA,RB,16,0,0,0,604,0,11,46,0,1,3.9,63
S Parker,KC,WR,16,0,0,0,7,0,41,561,1,0,3.9,62.8
Brandon Jones,TEN,WR,16,0,0,0,3,0,27,384,4,0,3.9,62.7
E Wilford,JAX,WR,16,0,0,0,0,0,36,524,2,1,3.9,62.4
Eric Moulds,HOU,WR,16,0,0,0,6,0,57,557,1,0,3.9,62.3
M Robinson,MIN,WR,10,0,0,0,0,0,29,381,4,0,6.2,62.1
A Thomas,BUF,RB,16,0,0,0,378,2,22,139,0,1,3.9,61.7
Seneca Wallace,SEA,QB,8,927,8,7,122,0,0,0,0,3,7.7,61.28
LaMont Jordan,OAK,RB,9,0,0,0,434,2,10,74,0,1,6.8,60.8
Dallas Clark,IND,TE,12,0,0,0,0,0,30,367,4,0,5.1,60.7
Sammy Morris,MIA,RB,12,0,0,0,400,1,21,162,0,2,4.8,58.2
Bobby Wade,TEN,WR,16,0,0,0,0,0,33,461,2,0,3.6,58.1
P Price,BUF,WR,16,0,0,0,18,0,49,402,3,1,3.6,58
C Wilson,PIT,WR,15,21,0,0,14,0,37,504,1,1,3.8,56.64
Hank Baskett,PHI,WR,16,0,0,1,0,0,22,464,2,0,3.5,56.4
D Carter,CAR,WR,14,0,0,0,18,0,28,357,3,0,4,55.5
D Campbell,DET,TE,16,0,0,0,0,0,21,308,4,0,3.4,54.8
Bo Scaife,TEN,TE,14,0,0,0,13,1,29,370,2,1,3.9,54.3
Josh Reed,BUF,WR,13,0,0,0,13,0,34,410,2,0,4.2,54.3
Chris Baker,NYJ,TE,16,0,0,0,0,0,31,300,4,0,3.4,54
Nick Davenport,PIT,RB,13,0,0,0,221,1,15,193,1,0,4.1,53.4
T Copper,NO,WR,15,0,0,0,8,0,23,385,3,2,3.6,53.3
G Wrighster,JAX,WR,16,0,0,0,0,0,39,353,3,0,3.3,53.3
Tony Scheffler,DEN,TE,13,0,0,0,3,0,18,286,4,0,4.1,52.9
Damian Williams,BAL,WR,16,0,0,0,0,0,22,396,2,0,3.2,51.6
D Gabriel,NE,WR,12,0,0,0,0,0,25,344,3,1,4.2,50.4
N Herron,GB,RB,16,0,0,0,150,1,29,211,2,2,3.1,50.1
D O'Neal,CIN,WR,12,0,0,0,0,0,0,0,0,0,4.1,49.5
Justin Griffith,ATL,RB,16,0,0,0,106,1,23,168,3,1,3.1,49.4
A Lelie,ATL,WR,15,0,0,0,0,0,28,430,1,0,3.3,49
B McMullen,MIN,WR,16,0,0,0,0,1,23,307,2,0,3,48.7
Roddy White,ATL,WR,16,0,0,0,0,0,30,506,0,1,3,48.6
Daunte Culpepper,MIA,QB,4,929,2,3,20,1,0,0,0,0,11.8,47.16
Jerramy Stevens,SEA,TE,11,0,0,0,0,0,22,231,4,1,4.3,47.1
Aaron Brooks,OAK,QB,8,1105,3,8,124,0,0,0,0,3,5.8,46.6
Mark Bradley,CHI,WR,10,0,0,0,0,0,14,282,3,0,4.6,46.2
I Hilliard,TB,WR,16,0,0,0,0,0,34,339,2,0,2.9,45.9
Michael Clayton,TB,WR,12,0,0,0,41,0,33,356,1,0,3.8,45.7
T Williamson,MIN,WR,14,0,0,0,0,0,37,455,0,0,3.2,45.5
G Lewis,PHI,WR,16,0,0,0,0,0,24,348,2,1,2.8,44.8
J Wiggins,MIN,WR,16,0,0,0,0,0,46,386,1,0,2.8,44.6
Brandon Marshall,DEN,WR,15,0,0,0,12,0,20,309,2,0,2.9,44.1
Roscoe Parrish,BUF,WR,16,0,0,0,18,0,23,320,2,1,2.7,43.8
Vernon Davis,SF,TE,10,0,0,0,5,0,20,265,3,1,4.3,43
Keenan McCardell,LAC,WR,14,0,0,0,8,0,36,437,0,1,3,42.5
Ruvell Martin,GB,WR,13,0,0,0,0,0,21,358,1,0,3.2,41.8
Mike Alstott,TB,RB,16,0,0,0,171,3,21,85,0,1,2.6,41.6
T Carter,NYG,WR,16,0,0,0,0,1,22,253,2,1,2.6,41.3
E Johnson,SF,WR,13,0,0,0,0,0,34,292,2,0,3.2,41.2
Kenny Watson,CIN,RB,16,0,0,0,138,1,23,213,0,0,2.6,41.1
A Smith,TB,TE,14,0,0,0,0,0,35,250,3,1,2.9,41
C Anderson,OAK,TE,16,0,0,0,0,0,25,285,2,0,2.5,40.5
Robert Royal,BUF,TE,16,0,0,0,-9,0,23,233,3,0,2.5,40.4
Rashied Davis,CHI,WR,16,0,0,0,0,0,22,303,2,1,2.5,40.3
Tim Rattay,TB,QB,4,748,4,2,3,0,0,0,0,1,10.1,40.22
Charlie Batch,PIT,QB,8,492,5,0,15,0,0,0,0,1,4.9,39.18
Malcom Floyd,LAC,WR,12,0,0,0,0,0,15,210,3,0,3.2,39
Derek Anderson,CLE,QB,5,793,5,8,47,0,0,0,0,1,7.7,38.42
Andrew Walter,OAK,QB,12,1677,3,13,30,0,0,0,0,9,3.2,38.08
Steve Heiden,CLE,TE,16,0,0,0,0,0,36,249,2,0,2.3,36.9
Kyle Boller,BAL,QB,5,485,5,2,34,0,0,0,0,1,7.4,36.8
A Pinner,MIN,RB,12,0,0,0,190,3,2,15,0,1,3,36.5
B Utecht,IND,TE,15,0,0,0,0,0,37,377,0,1,2.4,35.7
Sam Gado,HOU,RB,9,0,0,0,210,1,17,85,0,0,3.9,35.5
Bobby Engram,SEA,WR,7,0,0,0,4,0,24,290,1,0,5.1,35.4
C Jackson,NE,WR,12,0,0,0,22,0,13,152,3,0,3,35.4
A Harris,DET,RB,10,0,0,0,158,1,18,132,0,0,3.5,35
Brandon Lloyd,WAS,WR,15,0,0,0,0,0,23,365,0,1,2.3,34.5
M Shipp,ARI,WR,15,0,0,0,41,4,6,60,0,0,2.3,34.1
D Graham,NE,WR,12,0,0,0,0,0,21,235,2,1,2.8,33.5
Matt Schobel,PHI,TE,16,0,0,0,0,0,14,214,2,0,2.1,33.4
Ovie Mughelli,BAL,FB,16,0,0,0,50,0,21,182,2,1,2.1,33.2
M Strong,SEA,WR,16,0,0,0,149,1,29,159,0,2,2,32.8
B Fletcher,IND,WR,15,0,0,0,0,0,18,202,2,0,2.1,32.2
D Martin,GB,WR,11,0,0,0,0,0,21,198,2,0,2.9,31.8
David Tyree,NYG,WR,16,0,0,0,0,0,19,197,2,0,2,31.7
D Hall,KC,WR,15,0,0,0,11,0,26,204,2,1,2.1,31.5
Reggie Kelly,CIN,TE,16,0,0,0,0,0,21,254,1,0,2,31.4
K Wilson,KC,TE,16,0,0,0,0,0,15,132,3,0,2,31.2
Nate Burleson,SEA,WR,16,0,0,0,0,0,18,192,2,0,2,31.2
R Lee,OAK,RB,16,0,0,0,72,2,20,138,0,1,1.9,31
Mike Karney,NO,FB,15,0,0,0,33,1,15,96,2,0,2.1,30.9
Tarvaris Jackson,MIN,QB,4,475,2,4,77,1,0,0,0,1,7.7,30.7
Stephen Davis,LAR,RB,15,0,0,0,177,0,12,90,1,1,2,30.7
D Wilcox,BAL,TE,14,0,0,0,0,0,20,166,3,2,2.2,30.6
LenDale White,TEN,RB,13,0,0,0,244,0,14,60,0,0,2.3,30.4
J McCareins,NYJ,WR,15,0,0,0,0,0,22,303,0,0,2,30.3
M Anderson,BAL,TE,16,0,0,0,183,1,9,54,0,0,1.9,29.7
T Walters,ARI,WR,15,0,0,0,0,0,23,209,2,2,1.9,28.9
J Klopfenstein,LAR,TE,16,0,0,0,0,0,20,226,1,0,1.8,28.6
B Gilmore,SF,WR,16,0,0,0,94,0,8,150,1,1,1.8,28.4
Michael Robinson,SF,RB,16,0,0,0,116,2,9,47,0,0,1.8,28.3
A Whitted,OAK,WR,14,0,0,0,4,0,27,299,0,1,2,28.3
L Neal,LAC,FB,16,0,0,0,140,1,17,83,0,0,1.8,28.3
D Hagan,MIA,WR,16,0,0,0,0,0,21,221,1,0,1.8,28.1
S Alexander,DEN,TE,16,0,0,0,0,0,18,160,2,0,1.8,28
M Bennett,KC,RB,11,0,0,0,200,0,9,77,0,0,2.5,27.7
Brandon Manumaleuna,LAC,TE,16,0,0,0,1,0,14,91,3,0,1.7,27.2
B Troupe,TEN,TE,10,0,0,0,0,0,13,150,2,0,2.7,27
M Smith,BAL,RB,12,0,0,0,153,0,22,135,0,1,2.2,26.8
T Duckett,WAS,RB,10,0,0,0,132,2,2,16,0,0,2.7,26.8
Chris Weinke,CAR,QB,3,625,2,4,16,0,0,0,0,0,8.9,26.6
R Williams,OAK,WR,16,0,0,0,0,0,28,293,0,2,1.6,25.3
J Wright,CLE,RB,13,0,0,0,189,0,6,82,0,1,1.9,25.1
Adrian Peterson,CHI,RB,16,0,0,0,41,2,6,88,0,0,1.6,24.9
Dennis Northcutt,CLE,WR,13,0,0,0,32,0,22,228,0,1,1.8,24
AJ Feeley,PHI,QB,2,342,3,0,3,0,0,0,0,1,12,23.98
M Hicks,SF,RB,16,0,0,0,82,0,13,137,1,2,1.5,23.9
Chris Lemon,MIA,QB,4,412,2,1,7,0,0,0,0,0,5.8,23.18
K Mangum,CAR,TE,15,0,0,0,0,0,21,170,1,0,1.5,23
C Taylor,HOU,RB,4,0,0,0,123,1,3,40,0,0,5.6,22.3
Nick Goings,CAR,RB,11,0,0,0,52,0,10,107,1,0,2,21.9
David Thomas,NE,TE,15,0,0,0,0,0,11,159,1,0,1.5,21.9
Mike Sellers,WAS,TE,16,0,0,0,51,0,18,105,1,0,1.4,21.6
Brad Hoover,CAR,FB,16,0,0,0,73,1,20,122,0,2,1.3,21.5
Quinn Gray,JAX,QB,2,166,0,0,26,2,0,0,0,0,10.6,21.24
B Franks,GB,TE,16,0,0,0,0,0,25,232,0,1,1.3,21.2
Sage Rosenfels,HOU,QB,4,265,3,1,5,0,0,0,0,0,5.3,21.1
Heath Evans,NE,FB,16,0,0,0,117,0,7,34,1,0,1.3,21.1
J Thrash,WAS,WR,16,0,0,0,0,0,12,151,1,0,1.3,21.1
John Madsen,OAK,TE,15,0,0,0,0,0,11,146,1,0,1.4,20.6
Jabar Gaffney,NE,WR,11,0,0,0,0,0,11,142,1,0,1.8,20.2
Aaron Stecker,NO,RB,12,0,0,0,11,0,19,190,0,0,1.7,20.1
Chris Simms,TB,QB,3,585,1,7,7,1,0,0,0,0,6.7,20.1
D Kircus,DEN,WR,16,0,0,0,0,0,9,187,0,0,1.2,18.7
Marcedes Lewis,JAX,TE,15,0,0,0,0,0,13,126,1,0,1.2,18.6
M Bruener,HOU,TE,15,0,0,0,0,0,9,62,2,0,1.2,18.2
Tony Stewart,CIN,TE,16,0,0,0,0,0,14,120,1,0,1.1,18
Jason McKie,CHI,RB,15,0,0,0,18,0,25,162,0,0,1.2,18
C Fason,MIN,RB,5,0,0,0,99,1,3,19,0,0,3.6,17.8
Justin Peelle,MIA,TE,15,0,0,0,0,0,16,116,1,0,1.2,17.6
