Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
Willie Parker,PIT,RB,15,0,0,0,1202,4,18,218,1,0,11.5,172
Willis McGahee,BUF,RB,16,0,0,0,1247,5,28,178,0,1,10.7,170.5
Reuben Droughns,CLE,RB,16,0,0,0,1232,2,39,369,0,1,10.6,170.1
Antonio Gates,LAC,TE,15,0,0,0,0,0,89,1101,10,0,11.3,170.1
Aaron Brooks,NO,QB,13,2882,13,17,281,2,0,0,0,2,13,169.38
Ben Roethlisberger,PIT,QB,12,2385,17,9,69,3,0,0,0,1,14,168.3
Corey Dillon,NE,RB,12,0,0,0,733,12,22,181,1,1,14,167.4
Brian Westbrook,PHI,RB,12,0,0,0,617,3,61,616,4,0,13.9,167.3
Domanick Davis,HOU,RB,11,0,0,0,976,2,39,337,4,1,15,165.3
Gus Frerotte,MIA,QB,16,2996,18,13,61,0,0,0,0,4,10.2,163.94
Hines Ward,PIT,WR,15,0,0,0,10,0,69,975,11,1,10.8,162.5
Plaxico Burress,NYG,WR,16,0,0,0,0,0,76,1214,7,1,10.1,161.4
T Glenn,DAL,WR,16,0,0,0,-4,1,62,1136,7,0,10.1,161.2
David Carr,HOU,QB,16,2488,14,11,308,1,0,0,0,6,10,160.32
Cadillac Williams,TB,RB,14,0,0,0,1178,6,20,81,0,2,11.3,157.9
Chris Brown,TEN,RB,15,0,0,0,851,5,25,327,2,3,10.3,153.8
Donovan McNabb,PHI,QB,9,2507,16,9,55,1,0,0,0,3,17.1,153.78
Donald Driver,GB,WR,16,0,0,0,13,0,86,1221,5,0,9.6,153.4
Randy Moss,OAK,WR,16,0,0,0,0,0,60,1005,8,0,9.3,148.5
Tatum Bell,DEN,RB,15,0,0,0,921,8,18,104,0,1,9.9,148.5
TJ Houshmandzadeh,CIN,WR,14,0,0,0,62,1,78,956,7,1,10.6,147.8
Byron Leftwich,JAX,QB,11,2123,15,5,67,2,0,0,0,3,13.4,147.62
Julius Jones,DAL,RB,13,0,0,0,993,5,35,218,0,2,11.3,147.1
Keenan McCardell,LAC,WR,16,0,0,0,6,0,70,917,9,0,9.1,146.3
Rod Smith,DEN,WR,16,0,0,0,7,0,85,1105,6,2,9,143.2
Eddie Kennison,KC,WR,16,0,0,0,43,0,68,1102,5,1,8.9,142.5
DeShaun Foster,CAR,RB,15,0,0,0,879,2,34,372,1,1,9.4,141.1
Jimmy Smith,JAX,WR,16,0,0,0,0,0,70,1023,6,0,8.6,138.3
Ronnie Brown,MIA,RB,15,0,0,0,907,4,32,232,1,4,9.1,135.9
Reggie Wayne,IND,WR,16,0,0,0,0,0,83,1055,5,0,8.5,135.5
Donte' Stallworth,NO,WR,16,0,0,0,2,0,70,945,7,1,8.4,134.7
Jeremy Shockey,NYG,TE,15,0,0,0,0,0,65,891,7,0,8.9,133.1
Stephen Davis,CAR,RB,13,0,0,0,549,12,5,45,0,0,10.1,131.4
Deion Branch,NE,WR,16,0,0,0,0,0,78,998,5,0,8.1,129.8
J Jurevicius,SEA,WR,16,0,0,0,0,0,55,694,10,0,8.1,129.4
Kurt Warner,ARI,QB,10,2713,11,9,28,0,1,0,0,5,12.9,129.32
Marc Bulger,LAR,QB,8,2297,14,9,29,0,1,1,0,2,16.1,128.88
Todd Heap,BAL,TE,16,0,0,0,0,0,75,855,7,1,7.8,125.5
Jamal Lewis,BAL,RB,15,0,0,0,906,3,32,191,1,5,8.2,123.7
Derrick Mason,BAL,WR,16,0,0,0,0,0,86,1073,3,1,7.7,123.3
A Bryant,CLE,WR,16,0,0,0,3,0,69,1009,4,1,7.7,123.2
Kevin Curtis,LAR,WR,16,0,0,0,5,1,60,801,6,1,7.5,120.6
Lee Evans,BUF,WR,16,0,0,0,38,0,48,743,7,0,7.5,120.1
Alge Crumpler,ATL,TE,16,0,0,0,0,0,65,877,5,1,7.4,117.7
Ricky Williams,MIA,RB,12,0,0,0,743,6,17,93,0,1,9.8,117.6
Chris Cooley,WAS,TE,16,0,0,0,0,0,71,774,7,1,7.3,117.4
Roy Williams,DET,WR,13,0,0,0,0,0,45,687,8,0,9,116.7
Kevin Johnson,DAL,WR,16,0,0,0,3,0,71,839,6,3,7.3,116.2
Mewelde Moore,MIN,RB,16,0,0,0,662,1,37,339,2,1,7.3,116.1
Brad Johnson,MIN,QB,15,1885,12,4,53,0,0,0,0,3,7.6,114.7
Laveranues Coles,NYJ,WR,16,0,0,0,0,0,73,845,5,0,7.2,114.5
D O'Neal,CIN,WR,15,0,0,0,0,0,0,0,0,0,7.6,113.5
Curtis Martin,NYJ,RB,12,0,0,0,735,5,24,118,0,1,9.4,113.3
Terrell Owens,PHI,WR,7,0,0,0,2,0,47,763,6,0,16.1,112.5
Jason Witten,DAL,TE,16,0,0,0,0,0,66,757,6,0,7,111.7
E Wilford,JAX,WR,16,0,0,0,0,0,41,681,7,0,6.9,110.1
Kevin Jones,DET,RB,13,0,0,0,664,5,20,109,0,0,8.3,107.3
Priest Holmes,KC,RB,7,0,0,0,451,6,21,197,1,0,15.3,106.8
Sam Gado,GB,RB,8,0,0,0,582,6,10,77,1,1,13.2,105.9
Eric Moulds,BUF,WR,15,0,0,0,0,0,81,816,4,0,7,105.6
Fred Taylor,JAX,RB,11,0,0,0,787,3,13,83,0,0,9.5,105
Joey Harrington,DET,QB,12,2021,12,12,80,0,1,-4,0,4,8.7,104.44
Trent Dilfer,CLE,QB,11,2321,11,12,46,0,0,0,0,7,9.4,103.44
Tony Gonzalez,KC,TE,16,0,0,0,0,0,78,905,2,0,6.4,102.5
Chris Simms,TB,QB,11,2035,10,7,31,0,1,-3,0,4,9.3,102.2
Brandon Lloyd,SF,WR,16,0,0,0,0,0,48,733,5,1,6.3,101.3
Kyle Boller,BAL,QB,9,1799,11,12,66,1,0,0,0,2,11.2,100.56
Muhsin Muhammad,CHI,WR,15,0,0,0,0,0,64,750,4,0,6.6,99
Kevan Barlow,SF,RB,12,0,0,0,581,3,31,241,0,1,8.2,98.2
D Bennett,TEN,WR,13,0,0,0,3,0,58,738,4,0,7.5,98.1
Josh McCown,ARI,QB,9,1836,9,11,139,0,0,0,0,3,10.6,95.34
Marion Barber,DAL,RB,13,0,0,0,538,5,18,115,0,0,7.3,95.3
Jerome Bettis,PIT,RB,12,0,0,0,368,9,4,40,0,0,7.9,94.8
E Parker,LAC,WR,15,0,0,0,55,0,57,725,3,1,6.3,94
David Garrard,JAX,QB,7,1117,4,1,172,3,0,0,0,1,13.4,93.88
Bobby Engram,SEA,WR,13,0,0,0,0,0,67,778,3,2,7.1,91.8
A Lelie,DEN,WR,16,0,0,0,84,0,42,770,1,0,5.7,91.4
Brooks Bollinger,NYJ,QB,11,1558,7,6,135,0,0,0,0,1,8.2,89.82
TJ Duckett,ATL,RB,14,0,0,0,380,8,6,63,0,2,6.3,88.3
Greg Jones,JAX,RB,14,0,0,0,575,4,10,65,0,0,6.3,88
Frank Gore,SF,RB,14,0,0,0,608,3,15,131,0,2,6.3,87.9
D Givens,NE,WR,13,0,0,0,13,0,59,738,2,0,6.7,87.1
M Booker,MIA,WR,15,0,0,0,0,0,39,686,3,0,5.8,86.6
R McMichael,MIA,TE,16,0,0,0,0,0,60,582,5,1,5.4,86.2
Michael Pittman,TB,RB,16,0,0,0,436,1,36,300,1,0,5.4,85.6
Jerramy Stevens,SEA,TE,16,0,0,0,0,0,45,554,5,0,5.3,85.4
T Taylor,MIN,WR,16,0,0,0,3,0,50,604,4,0,5.3,84.7
A Smith,NO,TE,16,0,0,0,659,3,12,46,0,2,5.3,84.5
LJ Smith,PHI,TE,16,0,0,0,0,0,61,682,3,1,5.3,84.2
J McCareins,NYJ,WR,16,0,0,0,8,0,43,713,2,0,5.3,84.1
M Robinson,MIN,WR,15,0,0,0,0,0,31,515,5,0,5.6,83.5
Antonio Chatman,GB,WR,16,0,0,0,34,0,49,549,4,0,5.1,82.3
Heath Miller,PIT,TE,16,0,0,0,0,0,39,459,6,0,5.1,81.9
Michael Bennett,MIN,RB,16,0,0,0,473,3,27,124,2,4,5.1,81.7
Reggie Brown,PHI,WR,16,0,0,0,5,0,43,571,4,0,5.1,81.6
Kelly Holcomb,BUF,QB,10,1509,10,8,11,1,0,0,0,5,8.1,81.46
Andre Johnson,HOU,WR,13,0,0,0,10,0,63,688,2,1,6.1,79.8
Daunte Culpepper,MIN,QB,7,1564,6,12,147,1,0,0,0,3,11.3,79.26
Kyle Orton,CHI,QB,15,1869,9,13,44,0,0,0,0,5,5.3,79.16
Brian Finneran,ATL,WR,16,0,0,0,0,0,50,611,2,0,4.9,79.1
JP Losman,BUF,QB,9,1340,8,8,154,0,0,0,0,3,8.8,79
M Jones,JAX,WR,16,12,0,0,51,0,36,432,5,0,4.9,78.78
Chester Taylor,BAL,RB,15,0,0,0,487,0,41,292,1,3,5.2,77.9
B Troupe,TEN,TE,15,0,0,0,0,0,55,530,4,0,5.1,77
Chris Henry,CIN,WR,14,0,0,0,0,0,31,422,6,1,5.4,76.2
Mike McMahon,PHI,QB,9,1158,5,8,118,3,0,0,0,2,8.5,76.12
C Bradford,HOU,WR,16,0,0,0,-2,0,34,436,5,0,4.7,75.4
Jonathan Wells,HOU,RB,15,0,0,0,325,4,22,179,0,0,5,74.4
Mike Alstott,TB,RB,16,0,0,0,80,6,25,222,1,0,4.6,74.2
Anthony Wright,BAL,QB,9,1582,6,9,68,0,0,0,0,1,8.2,74.08
D Gabriel,OAK,WR,14,0,0,0,5,0,37,554,3,0,5.3,73.9
Dallas Clark,IND,TE,15,0,0,0,0,0,37,488,4,0,4.9,72.8
A Pinner,DET,RB,16,0,0,0,349,3,21,181,0,0,4.4,71
C Perry,CIN,RB,14,0,0,0,279,0,51,328,2,1,5,70.7
Isaac Bruce,LAR,WR,11,0,0,0,0,0,36,525,3,0,6.4,70.5
Antwaan Randle El,PIT,WR,16,67,1,0,73,0,35,558,1,3,4.4,69.78
Braylon Edwards,CLE,WR,10,0,0,0,0,0,32,512,3,0,6.9,69.2
Mark Clayton,BAL,WR,14,0,0,0,33,1,44,471,2,0,4.9,68.4
M Pollard,DET,TE,16,0,0,0,0,0,46,516,3,1,4.2,67.6
Joe Horn,NO,WR,13,0,0,0,0,0,49,654,1,2,5.2,67.4
R Proehl,CAR,WR,16,0,0,0,-8,0,25,441,4,0,4.2,67.3
S Parker,KC,WR,12,0,0,0,0,0,36,533,3,2,5.6,67.3
D Jackson,SEA,WR,6,0,0,0,7,0,38,482,3,0,11.2,66.9
Michael Jenkins,ATL,WR,14,0,0,0,0,0,36,508,3,1,4.8,66.8
GJ Kinne,TEN,QB,14,0,0,0,0,0,55,543,2,0,4.7,66.3
Benjamin Watson,NE,TE,15,0,0,0,0,0,29,441,4,1,4.4,66.1
M Shipp,ARI,WR,15,0,0,0,451,0,35,255,0,3,4.3,64.6
T Fisher,GB,RB,14,14,0,0,173,1,48,347,1,0,4.6,64.56
Marshall Faulk,LAR,RB,16,0,0,0,292,0,44,291,1,1,4,64.3
G Lewis,PHI,WR,16,0,0,0,13,0,48,561,1,0,4,63.4
P Pass,NE,RB,12,0,0,0,245,3,22,227,0,1,5.3,63.2
Deuce McAllister,NO,RB,5,0,0,0,335,3,17,117,0,0,12.6,63.2
Shawn Bryson,DET,RB,16,0,0,0,306,1,37,284,0,1,3.9,63
J Wiggins,MIN,WR,16,0,0,0,0,0,69,568,1,0,3.9,62.8
Jabar Gaffney,HOU,WR,16,0,0,0,13,0,55,492,2,0,3.9,62.5
Roddy White,ATL,WR,16,0,0,0,12,0,29,446,3,1,3.9,61.8
JJ Arrington,ARI,RB,15,0,0,0,370,2,25,139,0,1,4.1,60.9
Brandon Stokley,IND,WR,15,0,0,0,0,0,41,543,1,0,4,60.3
Dennis Northcutt,CLE,WR,16,0,0,0,33,0,42,441,2,0,3.7,59.4
A Hakim,NO,WR,12,0,0,0,0,0,34,489,2,1,4.9,58.9
D Hall,KC,WR,16,0,0,0,11,0,34,436,3,2,3.7,58.7
Brian Griese,TB,QB,6,1136,7,7,12,0,0,0,0,1,9.8,58.64
T Brown,NE,WR,13,0,0,0,0,0,39,466,2,0,4.5,58.6
Aaron Stecker,NO,RB,15,0,0,0,363,0,35,281,0,3,3.9,58.4
Steve Heiden,CLE,TE,15,0,0,0,0,0,43,401,3,0,3.9,58.1
J Martin,LAR,QB,8,1277,5,7,6,0,0,0,0,1,7.2,57.68
Josh Reed,BUF,WR,16,0,0,0,-3,0,32,449,2,0,3.5,56.6
R Ferguson,GB,WR,11,0,0,0,0,0,27,366,3,0,5.1,56.6
W Demps,BAL,WR,11,0,0,0,0,0,0,0,0,0,5.1,56
Adrian Peterson,CHI,RB,16,0,0,0,391,2,7,48,0,0,3.5,55.9
Mike Sellers,WAS,TE,15,0,0,0,1,1,12,72,7,0,3.7,55.3
V Haynes,PIT,RB,14,0,0,0,274,3,11,113,0,1,3.9,54.7
Arnaz Battle,SF,WR,10,27,0,0,11,0,32,363,3,1,5.4,54.48
M Hicks,SF,RB,14,0,0,0,308,3,12,47,0,0,3.8,53.5
Devery Henderson,NO,WR,15,0,0,0,9,0,22,343,3,0,3.5,53.2
K Johnson,DEN,FB,16,0,0,0,9,1,17,160,5,0,3.3,52.9
T Dwight,NE,WR,16,0,0,0,11,0,19,332,3,0,3.3,52.3
D Hackett,SEA,WR,13,0,0,0,0,0,28,400,2,0,4,52
T Williamson,MIN,WR,14,0,0,0,28,0,24,372,2,0,3.7,52
Michael Turner,LAC,RB,16,0,0,0,335,3,0,0,0,0,3.2,51.5
J Putzier,DEN,WR,16,0,0,0,0,0,37,481,0,0,3.1,50.1
Charlie Frye,CLE,QB,7,1002,4,5,60,1,0,0,0,4,7.2,50.08
Brandon Jacobs,NYG,RB,16,0,0,0,99,7,0,0,0,1,3.1,49.9
Bryant Johnson,ARI,WR,14,0,0,0,0,0,40,432,1,0,3.5,49.2
A Smith,TB,TE,16,0,0,0,0,0,41,367,2,0,3,48.7
Jeff Garcia,DET,QB,6,937,3,6,51,1,0,0,0,0,8.1,48.58
C Anderson,OAK,TE,14,0,0,0,0,0,24,303,3,0,3.4,48.3
Ladell Betts,WAS,RB,12,0,0,0,338,1,10,78,1,3,4,47.6
Ryan Fitzpatrick,LAR,QB,4,777,4,8,64,2,0,0,0,1,11.9,47.48
K Robinson,MIN,WR,14,0,0,0,27,1,22,347,1,1,3.4,47.4
Matt Schaub,ATL,QB,16,495,4,0,76,0,0,0,0,1,3,47.4
C Houston,NYJ,RB,12,0,0,0,302,2,8,66,0,1,3.9,46.8
Justin Gage,CHI,WR,15,0,0,0,0,0,31,346,2,0,3.1,46.6
Patrick Crayton,DAL,WR,11,0,0,0,0,0,22,341,2,0,4.2,46.1
Z Hilton,NO,TE,15,0,0,0,0,0,35,396,1,0,3,45.6
C Wilson,PIT,WR,16,0,0,0,0,0,26,451,0,0,2.8,45.1
Ryan Moats,PHI,RB,7,0,0,0,278,3,4,7,0,1,6.4,44.5
Travis Henry,TEN,RB,10,0,0,0,335,0,13,117,0,1,4.3,43.2
R Williams,JAX,WR,16,0,0,0,3,0,35,445,0,1,2.7,42.8
D Martin,GB,WR,12,0,0,0,0,0,27,224,3,0,3.5,42.4
S Vines,DET,WR,13,0,0,0,7,0,40,417,0,0,3.3,42.4
Brandon Jones,TEN,WR,10,0,0,0,1,0,23,299,2,0,4.2,42
R Williams,TEN,WR,10,0,0,0,0,0,21,299,2,0,4.2,41.9
Wes Welker,MIA,WR,16,0,0,0,5,0,29,434,0,1,2.6,41.9
D Graham,NE,WR,11,0,0,0,0,0,16,235,3,0,3.8,41.5
Donald Lee,GB,TE,15,0,0,0,0,0,33,294,2,0,2.8,41.4
A Pearman,JAX,RB,16,0,0,0,149,1,32,240,0,2,2.6,40.9
Dominic Rhodes,IND,RB,13,0,0,0,118,4,12,88,0,2,3.1,40.6
Ahman Green,GB,RB,5,0,0,0,255,0,19,147,0,0,8,40.2
L Toefield,JAX,RB,9,0,0,0,142,4,3,17,0,0,4.4,39.9
Maurice Morris,SEA,RB,16,0,0,0,288,1,5,48,0,0,2.5,39.6
Bo Scaife,TEN,TE,16,0,0,0,0,0,37,273,2,0,2.5,39.3
V Morency,HOU,RB,12,0,0,0,184,2,10,87,0,0,3.3,39.1
D Sanders,BAL,WR,16,0,0,0,0,0,0,0,0,0,2.4,39
Keary Colbert,CAR,WR,16,0,0,0,6,0,25,282,2,1,2.4,38.8
R Caldwell,LAC,WR,16,0,0,0,10,0,28,352,1,2,2.4,38.2
B Fletcher,IND,WR,16,0,0,0,0,0,18,202,3,0,2.4,38.2
Nate Burleson,MIN,WR,12,0,0,0,-6,0,30,328,1,0,3.2,38.2
Z Crockett,OAK,TE,16,0,0,0,208,1,13,111,0,0,2.4,37.9
Michael Clayton,TB,WR,14,0,0,0,2,0,32,372,0,0,2.7,37.4
M Williams,DET,WR,14,0,0,0,0,0,29,350,1,2,2.6,37
C Roby,TEN,WR,13,0,0,0,16,0,21,289,1,0,2.8,36.5
Kevin Faulk,NE,RB,8,0,0,0,145,0,29,260,0,2,4.6,36.5
D Jolley,NYJ,TE,16,0,0,0,0,0,29,324,1,1,2.3,36.4
Desmond Clark,CHI,TE,16,0,0,0,0,0,24,229,2,0,2.2,34.9
F Jackson,CLE,WR,12,0,0,0,0,0,24,287,1,0,2.9,34.7
I Hilliard,TB,WR,16,0,0,0,0,0,35,282,1,0,2.1,34.2
Justin Griffith,ATL,RB,16,0,0,0,65,0,21,111,3,1,2.1,33.6
J Sowell,NYJ,FB,16,0,0,0,1,1,28,155,2,0,2.1,33.6
T Walters,IND,WR,16,0,0,0,0,0,14,152,3,0,2.1,33.2
A Bergen,ARI,TE,16,0,0,0,0,0,28,270,1,0,2.1,33
R Dayne,DEN,RB,10,0,0,0,270,1,3,17,0,1,3.3,32.7
Tim Rattay,TB,QB,4,667,5,6,18,0,0,0,0,2,8.1,32.48
K Mangum,CAR,TE,14,0,0,0,0,0,23,202,2,0,2.3,32.2
Rock Cartwright,WAS,RB,16,0,0,0,199,2,2,23,0,1,2,32.2
Heath Evans,NE,FB,12,0,0,0,192,0,14,105,0,0,2.6,31.7
Chris Baker,NYJ,TE,8,0,0,0,0,0,18,269,1,1,3.9,30.9
B McMullen,PHI,WR,16,0,0,0,0,0,18,268,1,1,1.9,30.8
L Neal,LAC,FB,16,0,0,0,98,0,24,145,1,0,1.9,30.3
Sage Rosenfels,MIA,QB,4,462,4,3,15,0,0,0,0,0,7.5,29.98
O Ayanbadejo,ARI,RB,16,0,0,0,46,0,34,231,0,1,1.9,29.7
J Morton,SF,WR,13,0,0,0,0,0,21,288,0,0,2.2,28.8
Nick Goings,CAR,RB,16,0,0,0,133,0,14,151,0,0,1.8,28.4
C Fason,MIN,RB,13,0,0,0,62,4,0,0,0,1,2.2,28.2
L Gordon,PHI,RB,14,0,0,0,182,1,11,79,0,2,2,28.1
S Williams,BUF,RB,16,0,0,0,161,0,17,118,0,0,1.7,27.9
Bernard Berrian,CHI,WR,11,0,0,0,31,0,13,246,0,0,2.5,27.7
M Gaines,CAR,TE,11,0,0,0,0,0,12,155,2,0,2.5,27.5
Billy Volek,TEN,QB,6,474,4,2,3,0,0,0,0,2,4.5,27.26
Kevin Walter,CIN,WR,16,0,0,0,0,0,19,211,1,0,1.7,27.1
Q Morgan,PIT,WR,16,0,0,0,0,0,9,150,2,0,1.7,27
B Franks,GB,TE,10,0,0,0,0,0,25,207,1,0,2.7,26.7
J Johnson,CIN,FB,16,0,0,0,14,0,12,65,3,0,1.6,25.9
Jim Sorgi,IND,QB,5,444,3,1,1,0,0,0,0,1,5.2,25.86
C Rogers,DET,WR,9,0,0,0,0,0,14,197,1,0,2.9,25.7
J Payton,TEN,RB,13,0,0,0,105,2,6,30,0,0,2,25.5
Cedric Benson,CHI,RB,9,0,0,0,272,0,1,3,0,1,2.8,25.5
Matt Schobel,CIN,TE,16,0,0,0,0,0,18,193,1,1,1.6,25.3
R Hymes,BAL,WR,16,0,0,0,0,0,11,132,2,0,1.6,25.2
L McCoy,ARI,WR,10,0,0,0,0,0,18,191,1,0,2.5,25.1
A Davis,NE,WR,9,0,0,0,0,0,9,190,1,0,2.8,25
M Strong,SEA,WR,16,0,0,0,78,0,22,166,0,0,1.5,24.4
Ken Dorsey,SF,QB,3,481,2,2,11,0,0,0,0,1,8.1,24.34
Duce Staley,PIT,RB,5,0,0,0,148,1,6,34,0,0,4.8,24.2
N Herron,GB,RB,5,0,0,0,121,2,0,0,0,0,4.8,24.1
G Wrighster,JAX,WR,16,0,0,0,0,0,13,120,2,0,1.5,24
W Henderson,GB,RB,16,0,0,0,-5,0,30,264,0,1,1.5,23.9
D Looker,LAR,WR,16,0,0,0,0,0,23,237,0,0,1.5,23.7
Jerricho Cotchery,NYJ,WR,16,0,0,0,4,0,19,251,0,1,1.5,23.5
Vinny Testaverde,NYJ,QB,6,777,1,6,4,2,0,0,0,6,3.9,23.48
A Whitted,OAK,WR,16,0,0,0,51,0,14,183,0,0,1.5,23.4
T Carter,NYG,WR,15,0,0,0,46,0,10,186,0,0,1.5,23.2
S Alexander,DEN,TE,16,0,0,0,0,0,21,170,1,0,1.4,23
Nick Davenport,GB,RB,5,0,0,0,105,2,2,3,0,0,4.6,22.8
Chad Pennington,NYJ,QB,3,530,2,3,27,0,0,0,0,2,7.3,21.9
D Patten,WAS,WR,9,0,0,0,0,0,22,217,0,0,2.4,21.7
D Wilcox,BAL,TE,13,0,0,0,0,0,20,154,1,0,1.6,21.4
A Shea,CLE,TE,12,0,0,0,0,0,18,153,1,0,1.8,21.3
Alex Smith,SF,QB,9,875,1,11,103,0,0,0,0,3,2.4,21.3
Mark Bradley,CHI,WR,7,0,0,0,0,0,18,230,0,1,3,21
Charlie Batch,PIT,QB,4,246,1,1,30,1,0,0,0,0,5.2,20.84
E Conwell,NO,TE,8,0,0,0,0,0,13,165,1,1,2.6,20.5
J Thrash,WAS,WR,12,0,0,0,8,0,14,194,0,0,1.7,20.2
C Adams,DEN,WR,16,0,0,0,14,0,21,203,0,1,1.2,19.7
