Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
Jarvis Landry,MIA,WR,16,0,0,0,-4,0,84,758,5,4,6.1,97.4
Andrew Hawkins,CLE,WR,15,0,0,0,15,0,63,825,2,0,6.4,96
Drew Stanton,ARI,QB,9,1711,7,5,63,0,0,0,0,0,10.5,94.74
Michael Crabtree,SF,WR,16,0,0,0,4,0,68,698,4,0,5.9,94.2
Kenny Britt,LAR,WR,16,0,0,0,14,0,48,748,3,0,5.9,94.2
Heath Miller,PIT,TE,16,0,0,0,0,0,66,761,3,1,5.9,94.1
Andre Holmes,OAK,WR,16,0,0,0,0,0,47,693,4,0,5.8,93.3
Pierre Garcon,WAS,WR,16,0,0,0,0,0,68,752,3,0,5.8,93.2
Chris Johnson,NYJ,RB,16,0,0,0,663,1,24,151,1,1,5.7,91.4
Trent Richardson,IND,RB,15,0,0,0,519,3,27,229,0,1,6.1,90.8
Denard Robinson,JAX,RB,13,0,0,0,582,4,23,124,0,2,7,90.6
Larry Donnell,NYG,TE,16,0,0,0,0,0,63,623,6,4,5.6,90.3
Mike Glennon,TB,QB,6,1417,10,6,49,0,0,0,0,0,14.9,89.58
Shaun Hill,LAR,QB,9,1657,8,7,10,1,1,0,0,1,9.9,89.28
Larry Fitzgerald,ARI,WR,14,0,0,0,0,0,63,784,2,1,6.3,88.4
Kirk Cousins,WAS,QB,6,1710,10,9,20,0,0,0,0,2,14.7,88.4
LeGarrette Blount,NE,RB,16,0,0,0,547,5,10,54,0,1,5.5,88.1
Reggie Wayne,IND,WR,15,0,0,0,0,0,64,779,2,1,5.9,87.9
Dwayne Allen,IND,TE,13,0,0,0,0,0,29,395,8,0,6.7,87.5
Robert Griffin III,WAS,QB,9,1694,4,6,176,1,0,0,0,4,9.7,87.36
Charlie Whitehurst,TEN,QB,7,1326,7,2,90,0,0,10,0,0,12.4,87.04
Brandin Cooks,NO,WR,10,0,0,0,73,1,53,550,3,0,8.6,86.3
Zach Ertz,PHI,TE,16,0,0,0,0,0,58,702,3,1,5.4,86.2
Roy Helu,WAS,RB,14,0,0,0,216,1,42,477,2,1,6.1,85.3
Darren McFadden,OAK,RB,16,0,0,0,534,2,36,212,0,1,5.3,84.6
Alfred Blue,HOU,RB,16,0,0,0,528,2,15,113,1,0,5.1,82.1
Jared Cook,LAR,TE,16,0,0,0,0,0,52,634,3,0,5.1,81.4
Ronnie Hillman,DEN,RB,8,0,0,0,434,3,21,139,1,0,10.2,81.3
Benjamin Cunningham,LAR,RB,16,0,0,0,246,3,45,352,1,2,5,79.8
Charles Clay,MIA,TE,14,0,0,0,0,0,58,605,3,0,5.6,78.5
Percy Harvin,NYJ,WR,13,0,0,0,202,1,51,483,1,1,6,78.5
Markus Wheaton,PIT,WR,16,0,0,0,19,0,53,644,2,0,4.9,78.3
Bishop Sankey,TEN,RB,16,0,0,0,569,2,18,133,0,2,4.9,78.2
Bobby Rainey,TB,RB,15,0,0,0,406,1,33,315,1,3,5.2,78.1
Pierre Thomas,NO,RB,11,0,0,0,222,2,45,378,1,0,7.1,78
Jarius Wright,MIN,WR,16,0,0,0,71,0,42,588,2,0,4.9,77.9
Owen Daniels,BAL,TE,15,0,0,0,0,0,48,527,4,0,5.1,76.7
Nate Washington,TEN,WR,16,0,0,0,0,0,40,647,2,0,4.8,76.7
Jermaine Gresham,CIN,TE,15,0,0,0,0,0,62,460,5,0,5.1,76
Dwayne Bowe,KC,WR,15,0,0,0,0,0,60,754,0,0,5,75.4
Mychal Rivera,OAK,TE,16,0,0,0,0,0,58,534,4,1,4.7,75.4
Riley Cooper,PHI,WR,16,0,0,0,0,0,55,577,3,1,4.6,73.7
Jonas Gray,NE,RB,8,0,0,0,412,5,1,7,0,0,9,71.9
Zach Mettenberger,TEN,QB,7,1412,8,7,4,0,0,0,0,2,10.1,70.88
Devin Hester,ATL,WR,16,0,0,0,36,1,38,504,2,1,4.4,70
Harry Douglas,ATL,WR,12,0,0,0,0,0,51,556,2,0,5.8,69.6
Taylor Gabriel,CLE,WR,16,0,0,0,2,0,37,629,1,0,4.3,69.1
Miles Austin,CLE,WR,12,0,0,0,0,0,47,568,2,0,5.7,68.8
Allen Robinson,JAX,WR,10,0,0,0,0,0,48,548,2,0,6.9,68.8
Latavius Murray,OAK,RB,15,0,0,0,424,2,17,143,0,0,4.6,68.7
Doug Martin,TB,RB,11,0,0,0,494,2,13,64,0,0,6.2,67.8
Justin Hunter,TEN,WR,12,0,0,0,0,0,28,498,3,0,5.6,67.8
Scott Chandler,BUF,TE,16,0,0,0,0,0,47,497,3,0,4.2,67.7
Jerick McKinnon,MIN,RB,11,0,0,0,538,0,27,135,0,0,6.1,67.3
Reggie Bush,DET,RB,11,0,0,0,297,2,40,253,0,0,6.1,67
Ben Tate,MIN,RB,11,0,0,0,370,4,9,60,0,0,6.1,67
Jerricho Cotchery,CAR,WR,15,0,0,0,0,0,48,580,1,0,4.4,66
Cecil Shorts,JAX,WR,13,32,1,0,0,0,53,557,1,1,5,64.98
Antone Smith,ATL,RB,10,0,0,0,144,2,13,222,3,1,6.5,64.6
Hakeem Nicks,IND,WR,16,0,0,0,0,0,38,405,4,0,4,64.5
Donte Moncrief,IND,WR,16,0,0,0,17,0,32,444,3,0,4,64.1
Jake Locker,TEN,QB,7,993,5,7,142,1,0,0,0,1,9.1,63.92
Colt McCoy,WAS,QB,5,1057,4,3,66,1,0,0,0,1,12.6,62.88
Lorenzo Taliaferro,BAL,RB,13,0,0,0,292,4,8,114,0,1,4.8,62.6
Chris Hogan,BUF,WR,16,0,0,0,0,0,41,426,4,2,3.9,62.6
Davante Adams,GB,WR,16,0,0,0,0,0,38,446,3,0,3.9,62.6
Carlos Hyde,SF,RB,14,0,0,0,333,4,12,68,0,1,4.4,62.1
Cole Beasley,DAL,WR,16,0,0,0,0,0,37,420,4,2,3.9,62
Jermaine Kearse,SEA,WR,15,17,0,0,15,0,38,537,1,0,4.1,61.88
Tim Wright,NE,TE,16,0,0,0,-2,0,26,259,6,0,3.9,61.7
Steve Johnson,SF,WR,13,0,0,0,0,0,35,435,3,0,4.7,61.5
Toby Gerhart,JAX,RB,14,0,0,0,326,2,20,186,0,1,4.4,61.2
Theo Riddick,DET,RB,14,0,0,0,51,0,34,316,4,0,4.3,60.7
Charles Johnson,MIN,WR,12,0,0,0,-11,0,31,475,2,0,5,60.4
Anthony Dixon,BUF,RB,16,0,0,0,432,2,8,49,0,0,3.8,60.1
Cordarrelle Patterson,MIN,WR,16,0,0,0,117,1,33,384,1,1,3.8,60.1
Robert Turbin,SEA,RB,16,0,0,0,310,0,16,186,2,1,3.7,59.6
Brian Hartline,MIA,WR,16,0,0,0,0,0,39,474,2,0,3.7,59.4
James Starks,GB,RB,16,0,0,0,333,2,18,140,0,0,3.7,59.3
EJ Manuel,BUF,QB,5,838,5,3,52,1,0,0,0,0,11.7,58.72
Tavon Austin,LAR,WR,15,0,0,0,224,2,31,242,0,0,3.9,58.6
Wes Welker,DEN,WR,14,0,0,0,0,0,49,464,2,0,4.2,58.4
Ryan Mathews,LAC,RB,6,0,0,0,330,3,9,69,0,0,9.6,57.9
Devonta Freeman,ATL,RB,16,0,0,0,248,1,30,225,1,1,3.6,57.3
Khiry Robinson,NO,RB,10,0,0,0,362,3,8,63,0,2,5.6,56.5
Lance Kendricks,LAR,TE,16,0,0,0,0,0,27,259,5,0,3.5,55.9
Jeremy Kerley,NYJ,WR,16,0,0,0,86,0,38,409,1,0,3.5,55.5
Brian Quick,LAR,WR,7,0,0,0,0,0,25,375,3,0,7.9,55.5
Andre Roberts,WAS,WR,16,0,0,0,21,0,36,453,2,2,3.5,55.4
Stepfan Taylor,ARI,RB,14,0,0,0,208,1,11,79,3,0,3.9,54.7
Niles Paul,WAS,TE,16,0,0,0,0,0,39,507,1,1,3.4,54.7
Jordan Cameron,CLE,TE,10,0,0,0,0,0,24,424,2,0,5.4,54.4
Dan Herron,IND,RB,16,0,0,0,351,1,21,173,0,2,3.4,54.4
Luke Willson,SEA,TE,15,0,0,0,0,0,22,362,3,0,3.6,54.2
Preston Parker,NYG,WR,16,0,0,0,0,0,36,418,2,1,3.2,51.8
Jacquizz Rodgers,ATL,RB,16,0,0,0,217,1,29,173,1,0,3.2,51
Stedman Bailey,LAR,WR,14,0,0,0,13,0,30,435,1,0,3.6,50.8
Joseph Randle,DAL,RB,16,0,0,0,343,3,4,23,0,2,3.2,50.6
Travis Benjamin,CLE,WR,16,0,0,0,11,0,18,314,3,0,3.2,50.5
Shonn Greene,TEN,RB,13,0,0,0,392,2,1,13,0,1,3.9,50.5
Derek Anderson,CAR,QB,7,701,5,0,24,0,0,0,0,0,7.2,50.44
Jordan Todman,JAX,RB,16,0,0,0,186,1,25,198,1,0,3.2,50.4
Andrew Quarless,GB,TE,16,0,0,0,0,0,29,323,3,0,3.1,50.3
Louis Murphy,TB,WR,11,0,0,0,0,0,31,380,2,0,4.5,50
Corey Brown,CAR,WR,13,0,0,0,95,0,21,296,2,1,3.8,49.1
Marqise Lee,JAX,WR,13,0,0,0,9,0,37,422,1,0,3.8,49.1
Stevan Ridley,NE,RB,6,0,0,0,340,2,4,20,0,0,8,48
Juwan Thompson,DEN,RB,15,0,0,0,272,3,4,25,0,0,3.2,47.7
Bernard Pierce,BAL,RB,13,0,0,0,363,2,2,13,0,1,3.7,47.6
Josh Hill,NO,TE,16,0,0,0,0,0,14,176,5,0,3,47.6
Anthony Fasano,KC,TE,15,0,0,0,0,0,25,226,4,0,3.1,46.6
Jace Amaro,NYJ,TE,14,0,0,0,0,0,38,345,2,0,3.3,46.5
Zac Stacy,LAR,RB,13,0,0,0,293,1,18,152,0,2,3.6,46.5
CJ Spiller,BUF,RB,9,0,0,0,299,0,19,125,1,1,5.2,46.4
Kamar Aiken,BAL,WR,16,0,0,0,0,0,24,267,3,0,2.8,44.7
Jordan Reed,WAS,TE,11,0,0,0,0,0,50,465,0,1,4,44.5
Michael Vick,NYJ,QB,10,604,3,2,153,0,0,0,0,2,4.3,43.46
Donald Brown,LAC,RB,13,0,0,0,223,0,29,211,0,0,3.3,43.4
John Carlson,ARI,TE,16,0,0,0,0,0,33,350,1,0,2.7,43
Chris Polk,PHI,RB,14,0,0,0,172,4,2,16,0,0,3.1,42.8
Jeff Cumberland,NYJ,TE,16,0,0,0,0,0,23,247,3,0,2.7,42.7
Charles Sims,TB,RB,8,0,0,0,185,1,19,190,0,1,5.2,41.5
Jason Avant,KC,WR,16,0,0,0,1,0,34,353,1,0,2.6,41.4
Damaris Johnson,HOU,WR,16,0,0,0,19,0,31,331,1,0,2.6,41
Daniel Thomas,MIA,RB,12,0,0,0,168,2,13,121,0,1,3.4,40.9
Daniel Fells,NYG,TE,16,0,0,0,0,0,16,188,4,1,2.6,40.8
Dion Sims,MIA,TE,14,0,0,0,0,0,24,284,2,0,2.9,40.4
Darrel Young,WAS,FB,16,0,0,0,22,3,11,81,2,0,2.5,40.3
Brice Butler,OAK,WR,15,0,0,0,0,0,21,280,2,0,2.7,40
Victor Cruz,NYG,WR,6,0,0,0,0,0,23,337,1,0,6.6,39.7
Marcel Reece,OAK,FB,15,0,0,0,85,0,37,265,1,1,2.6,39
Brent Celek,PHI,TE,16,0,0,0,0,0,32,340,1,1,2.4,38
Damien Williams,MIA,RB,16,0,0,0,122,0,21,187,1,0,2.3,36.9
Vernon Davis,SF,TE,14,0,0,0,4,0,26,245,2,0,2.6,36.9
Dexter McCluster,TEN,RB,14,0,0,0,131,0,26,197,1,1,2.6,36.8
Brandon Gibson,MIA,WR,14,0,0,0,0,0,29,295,1,0,2.5,35.5
Brandon Lloyd,SF,WR,14,0,0,0,0,0,14,294,1,0,2.5,35.4
Kyle Rudolph,MIN,TE,9,0,0,0,0,0,24,231,2,0,3.9,35.1
Jaron Brown,ARI,WR,15,0,0,0,0,0,22,229,2,0,2.3,34.9
Clay Harbor,JAX,TE,13,0,0,0,0,0,26,288,1,0,2.7,34.8
Travaris Cadet,NO,RB,15,0,0,0,32,0,38,296,1,2,2.3,34.8
Gavin Escobar,DAL,TE,16,0,0,0,0,0,9,105,4,0,2.2,34.5
Richard Rodgers,GB,TE,16,0,0,0,0,0,20,225,2,0,2.2,34.5
Levine Toilolo,ATL,TE,16,0,0,0,0,0,31,238,2,1,2.1,33.8
Lance Moore,PIT,WR,14,0,0,0,0,0,14,198,2,0,2.4,33.8
Jeremy Ross,DET,WR,16,0,0,0,-1,0,24,314,1,2,2.1,33.3
Paul Richardson,SEA,WR,15,0,0,0,0,0,29,271,1,0,2.2,33.1
Marcedes Lewis,JAX,TE,8,0,0,0,0,0,18,206,2,0,4.1,32.6
De'Anthony Thomas,KC,WR,12,0,0,0,110,1,23,156,0,0,2.7,32.6
Fozzy Whittaker,CAR,RB,10,0,0,0,145,1,5,60,1,0,3.2,32.5
Austin Seferian-Jenkins,TB,TE,9,0,0,0,0,0,21,221,2,1,3.6,32.1
Chase Ford,MIN,TE,11,0,0,0,0,0,23,258,1,0,2.9,31.8
Ricardo Lockette,SEA,WR,16,0,0,0,2,0,11,195,2,0,2,31.7
Lance Dunbar,DAL,RB,16,0,0,0,99,0,18,217,0,0,2,31.6
Leon Washington,TEN,RB,16,0,0,0,57,0,22,159,2,1,2,31.6
Derek Hagan,TEN,WR,16,0,0,0,0,0,19,254,1,0,2,31.4
Eric Ebron,DET,TE,13,0,0,0,0,0,25,248,1,0,2.4,30.8
Cooper Helfet,SEA,TE,10,0,0,0,0,0,12,185,2,0,3,30.5
Josh Gordon,CLE,WR,5,0,0,0,0,0,24,303,0,0,6.1,30.3
Jim Dray,CLE,TE,16,0,0,0,0,0,17,242,1,0,1.9,30.2
Chad Henne,JAX,QB,3,492,3,1,25,0,0,0,0,1,10.1,30.18
Bruce Miller,SF,FB,16,0,0,0,9,0,18,189,2,1,1.9,29.8
Bilal Powell,NYJ,RB,15,0,0,0,141,1,11,92,0,0,2,29.3
Rhett Ellison,MIN,TE,16,0,0,0,0,0,19,208,1,0,1.8,28.8
Bryce Brown,BUF,RB,7,0,0,0,126,0,16,176,0,1,4,28.2
Montee Ball,DEN,RB,5,0,0,0,172,1,9,62,0,1,5.5,27.4
Bruce Ellington,SF,WR,13,0,0,0,28,1,6,62,2,0,2.1,27
Kenbrell Thompkins,OAK,WR,14,0,0,0,5,0,21,262,0,0,1.9,26.7
Albert Wilson,KC,WR,12,0,0,0,0,0,16,260,0,0,2.2,26
Danny Amendola,NE,WR,16,0,0,0,0,0,27,200,1,0,1.6,26
Nick Toon,NO,WR,8,0,0,0,4,0,17,215,1,1,3.2,25.9
Rishard Matthews,MIA,WR,14,0,0,0,3,0,12,135,2,0,1.8,25.8
Kerwynn Williams,ARI,RB,4,0,0,0,246,0,2,11,0,0,6.4,25.7
Garrett Graham,HOU,TE,11,0,0,0,0,0,18,197,1,0,2.3,25.7
Benjamin Watson,NO,TE,16,0,0,0,0,0,20,136,2,0,1.6,25.6
Marlon Brown,BAL,WR,14,0,0,0,0,0,24,255,0,0,1.8,25.5
Brandon Tate,CIN,WR,16,0,0,0,21,0,17,193,1,1,1.6,25.4
Greg Salas,NYJ,WR,10,0,0,0,20,1,8,167,0,0,2.5,24.7
