Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
S Sharpe,DEN,TE,13,0,0,0,0,0,61,686,3,0,6.7,86.6
M Pollard,IND,TE,15,0,0,0,0,0,43,478,6,0,5.7,85.8
A Freeman,PHI,WR,16,0,0,0,0,0,46,600,4,0,5.2,84
Scott Matthews,WAS,QB,8,1251,11,6,31,0,1,-13,0,0,10.5,83.84
TJ Duckett,ATL,RB,12,0,0,0,507,4,9,61,0,0,6.7,80.8
M Anderson,DEN,TE,15,0,0,0,386,2,18,167,2,0,5.3,79.3
B Miller,HOU,TE,16,0,0,0,0,0,51,613,3,0,5,79.3
Chad Hutchinson,DAL,QB,9,1555,7,8,74,0,0,0,0,2,8.6,77.6
J Pathon,NO,WR,14,0,0,0,0,0,43,523,4,0,5.4,76.3
Antwaan Randle El,PIT,WR,16,45,0,0,134,0,47,489,2,0,4.8,76.1
Jonathan Wells,HOU,RB,16,0,0,0,529,3,9,48,0,0,4.7,75.7
Quincy Carter,DAL,QB,7,1465,7,8,91,0,0,0,0,2,10.8,75.7
Alge Crumpler,ATL,TE,16,0,0,0,0,0,36,455,5,0,4.7,75.5
Mike McMahon,DET,QB,8,874,7,9,96,3,1,7,0,0,9.4,75.26
R McMichael,MIA,TE,16,0,0,0,8,0,39,485,4,0,4.6,73.3
Thomas Jones,ARI,RB,9,0,0,0,511,2,20,113,0,1,8,72.4
A Hakim,DET,WR,10,0,0,0,3,0,37,541,3,0,7.2,72.4
Sinorice Moss,NYJ,WR,15,0,0,0,48,0,30,433,4,0,4.8,72.1
D Brown,CAR,RB,14,0,0,1,360,4,17,86,1,1,5,70.6
R Proehl,LAR,WR,16,0,0,0,0,0,43,466,4,0,4.4,70.6
Ray Lucas,MIA,QB,7,1045,4,6,126,2,0,0,0,0,10.1,70.4
K Brady,JAX,TE,16,0,0,0,0,0,43,461,4,0,4.4,70.1
K Dyson,TEN,WR,11,0,0,0,-4,0,41,460,4,0,6.3,69.6
C Fauria,NE,TE,16,0,0,0,0,0,27,253,7,0,4.3,69.3
L Gordon,LAR,RB,13,0,0,0,228,1,30,278,2,0,5.3,68.6
A Lelie,DEN,WR,16,0,0,0,40,0,35,525,2,0,4.3,68.5
J McKnight,MIA,WR,14,0,0,0,39,0,28,518,2,0,4.8,67.7
J Jurevicius,TB,WR,15,0,0,0,0,0,37,423,4,0,4.4,66.3
Ron Dayne,NYG,RB,16,0,0,0,428,3,11,49,0,0,4.1,65.7
LaMont Jordan,NYJ,RB,14,0,0,0,316,3,17,160,0,0,4.7,65.6
D Levens,PHI,RB,16,0,0,0,411,1,19,124,1,0,4.1,65.5
Q Ismail,IND,WR,14,0,0,0,0,0,44,462,3,0,4.6,64.2
Chris Redman,BAL,QB,6,1034,7,3,8,0,0,0,0,0,10.7,64.16
E Conwell,LAR,TE,16,0,0,0,30,1,34,419,2,0,3.9,62.9
Josh Reed,BUF,WR,16,0,0,0,0,0,37,509,2,0,3.9,62.9
I Mili,SEA,TE,16,0,0,0,0,0,43,508,2,0,3.9,62.8
Bobby Engram,SEA,WR,15,0,0,0,0,0,50,619,0,0,4.1,61.9
Jabar Gaffney,HOU,WR,16,39,1,0,0,0,41,483,1,0,3.9,61.86
W Demps,BAL,WR,14,0,0,0,0,0,0,0,0,0,4.4,61.2
Tyrone Wheatley,OAK,RB,14,0,0,0,419,2,12,71,0,0,4.4,61
Deion Branch,NE,WR,13,0,0,0,0,0,43,489,2,0,4.7,60.9
D Boston,ARI,WR,8,0,0,0,29,0,32,512,1,0,7.5,60.1
Z Crockett,OAK,TE,16,0,0,0,118,8,0,0,0,0,3.7,59.8
D Bennett,TEN,WR,16,0,0,0,0,0,33,478,2,0,3.7,59.8
C Lewis,PHI,TE,16,0,0,0,0,0,42,398,3,1,3.7,59.8
B Shaw,JAX,WR,16,0,0,0,0,0,44,525,1,0,3.7,58.5
J Morton,KC,WR,14,0,0,0,124,0,29,397,1,0,4.2,58.1
Steve Beuerlein,DEN,QB,8,925,6,5,9,1,0,0,0,0,7.2,57.9
S Alexander,LAC,TE,14,0,0,0,0,0,45,510,1,0,4.1,57
Kelly Holcomb,CLE,QB,4,790,8,4,9,0,0,0,0,0,14.1,56.5
T Gaylor,ATL,WR,13,0,0,0,0,0,25,385,3,0,4.3,56.5
L Centers,BUF,FB,16,0,0,0,56,2,43,388,0,0,3.5,56.4
A Becht,NYJ,WR,16,0,0,0,0,0,28,243,5,0,3.5,56.3
T Poole,DEN,TE,16,0,0,0,0,0,0,0,0,0,3.5,55.6
J Martin,LAR,QB,5,1216,7,10,6,0,0,0,0,1,11,55.24
TJ Houshmandzadeh,CIN,WR,16,0,0,0,0,0,41,492,1,0,3.4,55.2
AJ Feeley,PHI,QB,6,1011,6,5,6,0,0,0,0,0,9.2,55.04
F Sanders,ARI,WR,12,0,0,0,2,0,34,400,2,0,4.5,54.2
J Reed,NO,WR,14,0,0,0,0,0,21,360,3,0,3.9,54
Trent Dilfer,SEA,QB,6,1182,4,6,27,0,0,0,0,0,9,53.98
D Hall,KC,WR,15,0,0,0,49,0,17,301,3,0,3.5,53
D Jolley,OAK,TE,16,0,0,0,0,0,32,409,2,0,3.3,52.9
M Ricks,DET,TE,14,0,0,0,0,0,27,339,3,0,3.7,51.9
A Cason,DET,RB,10,0,0,0,107,0,19,288,2,0,5.2,51.5
I Hilliard,NYG,WR,7,0,0,0,7,0,27,386,2,0,7.3,51.3
Brandon Stokley,BAL,WR,8,0,0,0,31,0,24,357,2,0,6.4,50.8
Kurt Warner,LAR,QB,7,1431,3,11,33,0,0,0,0,0,7.2,50.54
L Johnson,CHI,RB,16,27,0,0,329,1,16,125,0,1,3.2,50.48
C Schlesinger,DET,FB,16,0,0,0,139,2,35,263,0,1,3.1,50.2
Ladell Betts,WAS,RB,11,0,0,0,307,1,12,154,0,1,4.6,50.1
Chris Chandler,CHI,QB,9,1023,4,4,32,0,0,0,0,2,5.3,48.12
W Walls,CAR,TE,15,0,0,0,0,0,19,241,4,0,3.2,48.1
R Dixon,NYG,WR,10,0,0,0,0,0,22,377,2,1,4.8,47.7
Troy Hambrick,DAL,RB,16,0,0,0,317,1,21,99,0,0,3,47.6
T Fisher,GB,RB,15,0,0,0,283,2,18,70,0,0,3.2,47.3
R Ferguson,GB,WR,16,0,0,0,0,0,22,293,3,0,3,47.3
F Wycheck,TEN,TE,15,13,0,0,0,0,40,346,2,0,3.1,47.12
Jimmy Kleinsasser,MIN,TE,14,0,0,0,17,0,37,393,1,0,3.4,47
S Jefferson,ATL,WR,13,0,0,0,0,0,27,394,1,0,3.5,45.4
B Christian,ATL,FB,15,0,0,0,119,3,13,174,0,1,3,45.3
K Dilger,TB,TE,16,0,0,0,0,0,34,329,2,0,2.8,44.9
J McCareins,TEN,WR,16,0,0,0,18,0,19,301,2,0,2.7,43.9
Brad Hoover,CAR,FB,16,0,0,0,129,0,17,187,2,0,2.7,43.6
W Henderson,GB,RB,15,0,0,0,27,1,26,168,3,0,2.9,43.5
Jerramy Stevens,SEA,TE,12,0,0,0,0,0,26,252,3,0,3.6,43.2
R Caldwell,LAC,WR,16,20,0,0,9,0,22,208,3,0,2.7,42.5
J Simon,TEN,RB,12,0,0,0,18,1,16,167,3,0,3.5,42.5
M Robinson,CHI,WR,16,0,0,0,0,0,21,244,3,0,2.6,42.4
J McAddley,ARI,WR,9,0,0,0,0,0,25,362,1,0,4.7,42.2
R Dugans,CIN,WR,16,0,0,0,0,0,47,421,0,0,2.6,42.1
A Davis,CLE,WR,16,0,0,0,7,0,18,232,3,0,2.6,41.9
F Jones,ARI,TE,16,0,0,0,0,0,44,358,1,0,2.6,41.8
R Konrad,MIA,TE,16,0,0,0,2,0,34,233,3,0,2.6,41.5
T Buckley,NE,QB,16,0,0,0,0,0,0,0,0,0,2.6,41
J Stokes,SF,WR,13,0,0,0,0,0,32,332,1,0,3,39.2
Chester Taylor,BAL,RB,15,0,0,0,122,0,14,129,2,0,2.6,39.1
Javon Walker,GB,WR,15,0,0,0,11,0,23,319,1,0,2.6,39
B Chamberlain,MIN,TE,13,0,0,0,0,0,34,389,0,0,3,38.9
Tony Richardson,KC,FB,14,0,0,0,81,2,18,125,1,0,2.8,38.6
S Anderson,DET,WR,16,0,0,0,0,0,25,322,1,0,2.4,38.2
K Kasper,ARI,WR,6,0,0,0,19,0,15,180,3,0,6.3,37.9
J Davis,CHI,TE,10,0,0,0,0,0,20,193,3,0,3.7,37.3
M Wiley,DAL,RB,16,0,0,0,168,1,13,144,0,0,2.3,37.2
R Dudley,TB,TE,14,0,0,0,0,0,16,192,3,0,2.7,37.2
K Campbell,MIN,WR,6,0,0,0,11,0,13,176,3,0,6.1,36.7
P Mitchell,JAX,TE,16,0,0,0,0,0,25,246,2,0,2.3,36.6
Danny Wuerffel,WAS,QB,7,719,3,6,76,0,0,0,0,0,5.2,36.36
M Campbell,CLE,TE,16,0,0,0,0,0,25,179,3,0,2.2,35.9
O Gary,DEN,RB,13,0,0,0,147,1,18,148,0,0,2.7,35.5
T McGee,DAL,TE,16,0,0,0,0,0,23,294,1,0,2.2,35.4
David Garrard,JAX,QB,4,231,1,2,139,2,0,0,0,0,8.8,35.14
J Riemersma,BUF,TE,16,0,0,0,0,0,32,350,0,0,2.2,35
R Anderson,NYJ,RB,16,0,0,0,27,0,45,257,1,0,2.2,34.4
T Mathis,PIT,WR,16,0,0,0,0,0,23,218,2,0,2.1,33.8
M Strong,SEA,WR,16,0,0,0,94,0,22,120,2,0,2.1,33.4
R Edwards,MIA,RB,11,0,0,0,102,1,15,111,1,0,3,33.3
R Holcombe,TEN,RB,8,0,0,0,242,0,10,91,0,0,4.2,33.3
C Doering,WAS,WR,15,0,0,0,0,0,18,192,2,0,2.2,33.2
Matt Schobel,CIN,TE,16,0,0,0,0,0,27,212,2,0,2.1,33.2
E Parker,LAC,WR,9,0,0,0,0,0,17,268,1,0,3.6,32.8
E Johnson,SF,WR,12,0,0,0,0,0,36,321,0,0,2.7,32.1
M Jenkins,ARI,WR,8,0,0,0,6,0,21,250,1,0,4,31.6
J Makovicka,ARI,TE,12,0,0,0,54,0,15,81,3,0,2.6,31.5
Q McCord,ATL,WR,9,0,0,0,0,0,11,253,1,0,3.5,31.3
Brian Westbrook,PHI,RB,15,25,1,0,193,0,9,86,0,1,2.1,30.9
D Terrell,CHI,WR,5,0,0,0,0,0,9,127,3,0,6.1,30.7
Vinny Testaverde,NYJ,QB,5,499,3,3,23,0,0,0,0,0,6.1,30.26
Travis Minor,MIA,RB,15,0,0,0,180,2,0,0,0,0,2,30
Nick Goings,CAR,RB,14,0,0,0,188,0,18,91,0,0,2.1,29.9
T Edwards,LAR,WR,14,0,0,0,21,0,18,157,2,0,2.1,29.8
P Johnson,JAX,WR,9,0,0,0,-9,0,9,187,2,0,3.3,29.8
A Ricard,BAL,RB,16,0,0,0,58,3,10,60,0,0,1.9,29.8
K Lockett,WAS,WR,6,14,1,0,0,0,11,129,2,0,4.9,29.46
D Scott,DAL,WR,15,0,0,0,14,0,22,218,1,0,1.9,29.2
M Edwards,NE,WR,16,0,0,0,96,0,23,196,0,0,1.8,29.2
Rob Johnson,TB,QB,6,536,1,2,73,0,0,0,0,0,4.8,28.74
F Beasley,SF,WR,16,0,0,0,75,0,22,152,1,0,1.8,28.7
J Dawson,HOU,WR,14,0,0,0,0,0,21,286,0,0,2,28.6
B Williams,NO,TE,16,0,0,0,0,0,13,143,2,0,1.8,28.3
F McCrary,LAC,FB,16,0,0,0,1,0,22,96,3,0,1.7,27.7
Nick Davenport,GB,RB,8,0,0,0,184,1,5,33,0,0,3.5,27.7
Doug Johnson,ATL,QB,6,448,2,3,16,1,0,0,0,0,4.6,27.52
M Cloud,KC,RB,13,0,0,0,107,2,6,48,0,0,2.1,27.5
C Stackhouse,NYG,FB,16,0,0,0,0,0,13,88,3,0,1.7,26.8
Z Flemister,WAS,TE,15,0,0,0,0,0,10,146,2,0,1.8,26.6
B Bennett,CIN,RB,12,0,0,0,155,0,18,109,0,0,2.2,26.4
G Crowell,DET,WR,10,0,0,0,0,0,22,201,1,0,2.6,26.1
J Norman,LAC,TE,11,0,0,0,0,0,16,201,1,0,2.4,26.1
D Moore,BUF,TE,14,0,0,0,0,0,16,141,2,0,1.9,26.1
J Weaver,MIA,TE,15,0,0,0,0,0,6,75,3,0,1.7,25.5
D Hayes,NE,WR,12,0,0,0,0,0,12,133,2,0,2.1,25.3
T Fletcher,LAC,RB,10,0,0,0,128,1,10,62,0,0,2.5,25
D Carswell,DEN,TE,16,0,0,0,0,0,21,189,1,0,1.6,24.9
J Thomason,PHI,TE,16,0,0,0,0,0,10,128,2,0,1.6,24.8
D Lyman,CHI,TE,12,0,0,0,0,0,14,121,2,0,2,24.1
T Walters,IND,WR,16,0,0,0,33,0,18,207,0,0,1.5,24
D Campbell,NYG,TE,16,0,0,0,0,0,22,175,1,0,1.5,23.5
Koy Detmer,PHI,QB,14,224,2,0,4,1,0,0,0,0,1.7,23.36
C Walsh,MIN,WR,16,0,0,0,0,0,14,172,1,0,1.4,23.2
O Gadsden,MIA,WR,6,0,0,0,0,0,16,228,0,0,3.8,22.8
S Pritchett,CHI,TE,16,0,0,0,2,0,19,165,1,0,1.4,22.7
C Wilson,SF,WR,16,0,0,0,0,0,15,166,1,0,1.4,22.6
T Kirby,OAK,RB,6,0,0,0,51,0,17,115,1,0,3.8,22.6
N Luchey,CIN,TE,16,0,0,0,59,2,7,46,0,0,1.4,22.5
I Byrd,CAR,WR,13,0,0,0,0,0,14,164,1,0,1.7,22.4
L Neal,CIN,FB,16,0,0,0,31,0,21,133,1,0,1.4,22.4
Aaron Stecker,TB,RB,16,0,0,0,174,0,13,69,0,1,1.4,22.3
Dan Kreider,PIT,FB,16,0,0,0,16,0,18,122,1,0,1.4,21.8
M Westbrook,CIN,WR,9,0,0,0,1,0,8,94,2,0,2.4,21.5
