Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
Terrell Owens,PHI,WR,14,0,0,0,-5,0,77,1200,14,1,14.4,201.5
Marvin Harrison,IND,WR,16,0,0,0,0,0,86,1113,15,1,12.5,199.3
D Bennett,TEN,WR,16,26,1,0,12,0,80,1247,11,0,12.3,196.94
Torry Holt,LAR,WR,16,0,0,0,0,0,94,1372,10,1,12.2,195.2
Priest Holmes,KC,RB,8,0,0,0,892,14,19,187,1,2,24.2,193.9
Clinton Portis,WAS,RB,15,15,1,0,1315,5,40,235,2,4,12.9,193.6
Reggie Wayne,IND,WR,16,0,0,0,-4,0,77,1210,12,0,12,192.6
Reuben Droughns,DEN,RB,16,0,0,0,1240,6,32,241,2,3,11.9,190.1
Warrick Dunn,ATL,RB,16,0,0,0,1106,9,29,294,0,2,11.9,190
Byron Leftwich,JAX,QB,14,2941,15,10,148,2,1,-7,0,1,13.6,189.74
Ahman Green,GB,RB,15,20,1,0,1163,7,40,275,1,4,12.6,188.6
Joey Harrington,DET,QB,16,3047,19,12,175,0,0,0,0,3,11.7,187.38
Chad Johnson,CIN,WR,16,0,0,0,39,0,95,1274,9,0,11.6,185.3
Kerry Collins,OAK,QB,14,3495,21,20,36,0,0,0,0,3,13,181.4
Jerome Bettis,PIT,RB,15,10,1,0,941,13,6,46,0,0,12.1,181.1
Michael Pittman,TB,RB,13,0,0,0,926,7,41,391,3,6,13.8,179.7
Thomas Jones,CHI,RB,14,0,0,0,948,7,56,427,0,1,12.7,177.5
Deuce McAllister,NO,RB,14,0,0,0,1074,9,34,228,0,4,12.6,176.2
Antonio Gates,LAC,TE,15,0,0,0,0,0,81,964,13,0,11.6,174.4
Donald Driver,GB,WR,16,0,0,0,4,0,84,1208,9,2,10.8,173.2
Vinny Testaverde,DAL,QB,16,3532,17,20,38,1,0,0,0,4,10.8,173.08
Fred Taylor,JAX,RB,14,0,0,0,1224,2,36,345,1,2,12.2,170.9
Tony Gonzalez,KC,TE,16,0,0,0,5,0,102,1258,7,0,10.5,168.3
Chad Pennington,NYJ,QB,13,2673,16,9,126,1,0,0,0,2,12.9,167.52
Ben Roethlisberger,PIT,QB,14,2621,17,11,144,1,0,0,0,2,11.9,167.24
Brandon Stokley,IND,WR,16,0,0,0,0,0,68,1077,10,1,10.4,165.7
Kevin Jones,DET,RB,15,0,0,0,1133,5,28,180,1,1,11,165.3
Michael Clayton,TB,WR,16,0,0,0,30,0,80,1193,7,0,10.3,164.3
D Jackson,SEA,WR,16,0,0,0,0,0,87,1199,7,1,10.1,161.9
Nick Goings,CAR,RB,16,0,0,0,821,6,45,394,1,1,10.1,161.5
Nate Burleson,MIN,WR,16,0,0,0,49,0,68,1006,9,0,10.1,161.5
Emmitt Smith,ARI,RB,15,21,1,0,937,9,15,105,0,1,10.7,161.04
Rod Smith,DEN,WR,16,0,0,0,33,0,79,1144,7,0,10,159.7
Drew Bledsoe,BUF,QB,16,2932,20,16,37,0,0,0,0,5,9.9,158.98
Carson Palmer,CIN,QB,13,2897,18,18,47,1,0,0,0,2,12.2,158.58
Derrick Mason,TEN,WR,16,0,0,0,-3,0,96,1168,7,0,9.9,158.5
Billy Volek,TEN,QB,10,2486,18,10,50,1,1,0,0,2,15.8,158.44
Eddie Kennison,KC,WR,14,0,0,0,15,0,62,1086,8,1,11.3,158.1
Isaac Bruce,LAR,WR,16,0,0,0,0,0,89,1292,6,4,9.8,157.2
Brian Griese,TB,QB,11,2632,20,12,17,0,1,-4,0,3,14.2,156.58
Jamal Lewis,BAL,RB,12,0,0,0,1006,7,10,116,0,0,12.8,154.2
Randy Moss,MIN,WR,13,37,0,1,0,0,49,767,13,1,11.7,152.18
Larry Johnson,KC,RB,10,0,0,0,581,9,22,278,2,0,15.2,151.9
Jimmy Smith,JAX,WR,16,0,0,0,0,0,74,1172,6,1,9.4,151.2
A Lelie,DEN,WR,16,0,0,0,5,0,54,1084,7,0,9.4,150.9
Chris Brown,TEN,RB,11,0,0,0,1067,6,20,147,0,4,13.6,149.4
Andre Johnson,HOU,WR,16,0,0,0,12,0,79,1142,6,1,9.3,149.4
Kyle Boller,BAL,QB,16,2559,13,11,189,1,0,0,0,7,9.1,145.26
Lee Evans,BUF,WR,16,0,0,0,85,0,48,843,9,1,9,144.8
Kevan Barlow,SF,RB,15,0,0,0,822,7,35,212,0,2,9.4,141.4
Chris Chambers,MIA,WR,15,0,0,0,76,0,69,898,7,1,9.3,139.4
Josh McCown,ARI,QB,14,2511,11,10,112,2,1,-5,0,5,9.9,139.14
Marshall Faulk,LAR,RB,14,0,0,0,774,3,50,310,1,1,9.6,134.4
Eric Moulds,BUF,WR,16,0,0,0,19,0,88,1043,5,1,8.4,134.2
Jason Witten,DAL,TE,16,0,0,0,0,0,87,980,6,1,8.4,134
Hines Ward,PIT,WR,16,0,0,0,25,1,80,1004,4,0,8.3,132.9
Derrick Blaylock,KC,RB,12,0,0,0,539,8,25,246,1,0,11,132.5
Kevin Johnson,DAL,WR,16,0,0,1,13,0,70,981,6,1,8.2,131.4
Julius Jones,DAL,RB,8,0,0,0,819,7,17,109,0,3,16.1,128.8
Roy Williams,DET,WR,14,0,0,0,1,0,54,817,8,1,9.1,127.8
Larry Fitzgerald,ARI,WR,16,0,0,0,14,0,58,780,8,0,8,127.4
TJ Houshmandzadeh,CIN,WR,16,0,0,0,51,0,73,978,4,0,7.9,126.9
D Patten,NE,WR,16,0,0,0,5,0,44,800,7,0,7.7,122.5
O Smith,MIN,RB,11,0,0,0,544,2,36,394,2,1,10.7,117.8
Sinorice Moss,NYJ,WR,15,0,0,0,18,0,45,838,5,0,7.7,115.6
M Robinson,MIN,WR,16,0,0,0,0,0,47,657,8,0,7.1,113.7
Alge Crumpler,ATL,TE,14,0,0,0,0,0,48,774,6,1,8,111.4
Donte' Stallworth,NO,WR,16,0,0,0,37,0,58,767,5,0,6.9,110.4
Steven Jackson,LAR,RB,14,0,0,0,673,4,19,189,0,1,7.9,110.2
Jeff Garcia,CLE,QB,11,1731,10,9,169,2,0,0,0,6,9.8,108.14
Tim Rattay,SF,QB,9,2169,10,10,55,0,0,0,0,6,11.8,106.26
Keary Colbert,CAR,WR,15,0,0,0,0,0,47,754,5,1,7,105.4
D Givens,NE,WR,15,0,0,0,0,0,56,874,3,0,7,105.4
R McMichael,MIA,TE,16,0,0,0,0,0,73,791,4,0,6.6,105.1
L Suggs,CLE,RB,10,0,0,0,744,2,20,178,1,3,10.4,104.2
R Curry,OAK,WR,12,0,0,0,-3,0,50,679,6,0,8.6,103.6
W Demps,BAL,WR,16,0,0,0,0,0,0,0,0,0,6.4,102.8
Jeremy Shockey,NYG,TE,15,0,0,0,0,0,61,666,6,0,6.8,102.6
Sammy Morris,MIA,RB,13,0,0,0,523,6,22,124,0,0,7.7,100.7
J McCareins,NYJ,WR,16,0,0,0,-5,0,56,770,4,0,6.3,100.5
Plaxico Burress,PIT,WR,11,0,0,0,0,0,35,698,5,0,9.1,99.8
Chester Taylor,BAL,RB,16,0,0,0,714,2,30,184,0,1,6.2,99.8
J Morton,KC,WR,13,0,0,0,43,0,55,795,3,1,7.7,99.8
Kurt Warner,NYG,QB,10,2054,6,4,30,1,0,0,0,4,9.9,99.16
Laveranues Coles,WAS,WR,16,0,0,0,-3,0,90,950,1,1,6.2,98.7
TJ Duckett,ATL,RB,13,0,0,0,509,8,3,15,0,2,7.4,96.4
R Gardner,WAS,WR,16,0,0,0,7,0,51,650,5,0,6,95.7
J Wiggins,MIN,WR,14,0,0,0,0,0,71,705,4,0,6.8,94.5
Brandon Lloyd,SF,WR,13,0,0,0,0,0,43,565,6,0,7.3,94.5
E Parker,LAC,WR,15,0,0,0,53,0,47,690,4,2,6.3,94.3
Dennis Northcutt,CLE,WR,16,0,0,0,19,0,55,806,2,1,5.8,92.5
E Johnson,SF,WR,16,0,0,0,0,0,82,825,2,1,5.8,92.5
AJ Feeley,MIA,QB,11,1893,11,15,13,1,0,0,0,5,8.3,91.02
Duce Staley,PIT,RB,10,0,0,0,830,1,6,55,0,2,9,90.5
A Smith,TEN,TE,13,0,0,0,509,4,22,169,0,1,6.9,89.8
Amous Zereoue,OAK,RB,15,0,0,0,425,3,39,284,0,1,5.8,86.9
Patrick Ramsey,WAS,QB,9,1665,10,11,19,0,0,0,0,1,9.4,84.5
C Wilson,SF,WR,15,0,0,0,6,0,47,641,3,0,5.5,82.7
Steve McNair,TEN,QB,8,1343,8,9,128,1,0,0,0,3,10.3,82.52
Antwaan Randle El,PIT,WR,16,10,1,0,34,0,43,601,3,2,5.1,81.9
P Price,ATL,WR,16,25,0,0,34,0,45,575,3,0,5,79.9
A Bryant,CLE,WR,10,0,0,0,0,0,42,546,4,0,7.9,78.6
D Graham,NE,WR,14,0,0,0,0,0,30,364,7,0,5.6,78.4
B Franks,GB,TE,16,0,0,0,0,0,34,361,7,0,4.9,78.1
D O'Neal,CIN,WR,12,0,0,0,0,0,0,0,0,0,6.4,76.3
Jabar Gaffney,HOU,WR,16,0,0,0,30,0,41,632,2,1,4.8,76.2
D Terrell,CHI,WR,16,0,0,0,10,0,42,699,1,1,4.7,74.9
William Green,CLE,RB,15,0,0,0,585,2,14,84,0,2,5,74.9
D Levens,PHI,RB,15,0,0,0,410,4,9,92,0,0,4.9,74.2
T Pinkston,PHI,WR,16,0,0,0,0,0,36,676,1,0,4.6,73.6
Joey Galloway,TB,WR,10,0,0,0,19,0,33,416,5,0,7.4,73.5
Eddie George,DAL,RB,13,0,0,0,432,4,9,83,0,1,5.7,73.5
A Hakim,DET,WR,12,0,0,0,0,0,31,533,3,0,5.9,71.3
M Booker,MIA,WR,15,48,0,0,-8,0,50,638,1,0,4.7,70.92
Dallas Clark,IND,TE,15,0,0,0,0,0,25,423,5,1,4.7,70.3
J Putzier,DEN,WR,16,0,0,0,0,0,36,572,2,0,4.3,69.2
LaMont Jordan,NYJ,RB,16,0,0,1,479,2,15,112,0,0,4.3,69.1
Jonathan Wells,HOU,RB,16,0,0,0,299,3,11,79,2,1,4.2,67.8
LJ Smith,PHI,TE,16,0,0,0,0,0,34,377,5,0,4.2,67.7
Chris Cooley,WAS,TE,16,0,0,0,0,0,37,314,6,0,4.2,67.4
Deion Branch,NE,WR,9,0,0,0,0,0,35,454,4,1,7.5,67.4
M Pollard,IND,TE,13,0,0,0,0,0,29,309,6,0,5.1,66.9
Anquan Boldin,ARI,WR,10,0,0,0,3,0,56,623,1,1,6.7,66.6
T Fisher,GB,RB,16,8,1,0,224,0,38,277,2,0,4.2,66.42
Kevin Faulk,NE,RB,11,0,0,0,255,2,26,248,1,1,6,66.3
Mark Brunell,WAS,QB,9,1194,7,6,62,0,0,0,0,3,7.3,65.96
Tyrone Wheatley,OAK,RB,8,0,0,0,327,4,15,78,0,0,8.1,64.5
Travis Minor,MIA,RB,11,0,0,0,388,3,13,75,0,0,5.8,64.3
D Gabriel,OAK,WR,16,0,0,0,7,0,33,551,2,2,4,63.8
Tatum Bell,DEN,RB,14,0,0,0,396,3,5,80,0,1,4.5,63.6
Anthony Thomas,CHI,RB,12,0,0,0,404,2,17,132,0,1,5.3,63.6
J Pathon,NO,WR,15,0,0,0,0,0,34,581,1,1,4.1,62.1
K Robinson,SEA,WR,10,0,0,0,3,0,31,495,2,0,6.2,61.8
Mewelde Moore,MIN,RB,10,0,0,0,379,0,27,238,0,0,6.2,61.7
J Rice,SEA,WR,17,0,0,0,0,0,30,429,3,0,3.6,60.9
Michael Bennett,MIN,RB,11,0,0,0,276,1,21,207,1,0,5.5,60.3
C Conway,SF,WR,16,0,0,0,0,0,38,403,3,0,3.8,60.3
Bobby Engram,SEA,WR,13,0,0,0,0,0,36,499,2,1,4.6,59.9
D Thompson,MIA,WR,16,0,0,0,0,0,23,359,4,0,3.7,59.9
Bryant Johnson,ARI,WR,16,0,0,0,-6,0,49,537,1,0,3.7,59.1
J Chatman,LAC,RB,15,0,0,0,392,3,2,17,0,0,3.9,58.9
Steve Heiden,CLE,TE,13,0,0,0,0,0,28,287,5,1,4.5,58.7
Q Morgan,DAL,WR,15,0,0,0,23,0,31,404,3,1,3.9,58.7
C Bradford,HOU,WR,15,0,0,0,0,0,27,399,3,0,3.9,57.9
M Hicks,SF,RB,9,0,0,0,362,2,16,154,0,3,6.4,57.6
Jay Fiedler,MIA,QB,8,1186,7,8,59,0,0,0,0,4,7.2,57.34
Shawn Bryson,DET,RB,16,0,0,0,264,0,44,322,0,1,3.5,56.6
Kevin Curtis,LAR,WR,15,0,0,0,24,0,32,421,2,1,3.8,56.5
K Washington,CIN,WR,16,0,0,0,-1,0,31,378,3,0,3.5,55.7
T Edwards,JAX,WR,16,0,0,0,2,0,50,533,1,2,3.5,55.5
C Moore,BAL,WR,15,0,0,0,0,0,24,293,4,0,3.7,55.3
Jerramy Stevens,SEA,TE,16,0,0,0,0,0,31,349,3,0,3.4,54.9
F Jones,ARI,TE,16,0,0,0,0,0,45,426,2,0,3.4,54.6
K Dilger,TB,TE,16,0,0,0,0,0,39,345,3,0,3.4,54.5
R Anderson,DAL,RB,12,26,1,0,246,1,26,207,0,1,4.5,54.34
Ladell Betts,WAS,RB,16,0,0,0,371,1,15,108,0,0,3.4,53.9
Bobby Wade,CHI,WR,16,0,0,0,76,0,42,481,0,1,3.4,53.7
R Caldwell,LAC,WR,6,0,0,0,45,0,18,310,3,0,8.9,53.5
V Haynes,PIT,RB,13,0,0,0,272,0,18,142,2,0,4.1,53.4
A Davis,CLE,WR,7,0,0,0,-3,0,16,416,2,0,7.6,53.3
O Ayanbadejo,ARI,RB,16,0,0,0,122,3,19,171,1,0,3.3,53.3
Brad Hoover,CAR,FB,14,0,0,0,246,0,21,161,2,0,3.8,52.7
Aaron Stecker,NO,RB,16,0,0,0,244,2,29,174,0,1,3.2,51.8
T Glenn,DAL,WR,6,0,0,0,-3,0,24,400,2,0,8.6,51.7
Nick Davenport,GB,RB,11,0,0,0,359,2,4,33,0,0,4.7,51.2
Mike Alstott,TB,RB,14,0,0,0,230,2,29,202,0,2,3.7,51.2
R Proehl,CAR,WR,16,0,0,0,9,0,34,497,0,0,3.2,50.6
D White,ATL,WR,16,0,0,0,14,0,30,370,2,0,3.2,50.4
K Mangum,CAR,TE,15,0,0,0,0,0,34,323,3,0,3.4,50.3
M Campbell,BUF,TE,12,0,0,0,0,0,17,203,5,0,4.2,50.3
Ken Dorsey,SF,QB,9,1231,6,9,7,0,0,0,0,3,5.5,49.94
Q Griffin,DEN,RB,6,0,0,0,311,2,10,68,1,3,8.3,49.9
F Mitchell,PHI,WR,16,0,0,0,0,0,22,377,2,0,3.1,49.7
Eli Manning,NYG,QB,9,1043,6,9,35,0,0,0,0,1,5.5,49.22
A Shea,CLE,TE,15,0,0,0,0,0,26,252,4,0,3.3,49.2
Todd Heap,BAL,TE,6,0,0,0,0,0,27,303,3,0,8,48.3
D Watts,DEN,WR,16,0,0,0,33,0,31,385,1,0,3,47.8
D Armstrong,HOU,WR,14,0,0,0,0,0,29,415,1,0,3.4,47.5
Kelly Holcomb,CLE,QB,4,737,7,5,-2,0,0,0,0,0,11.8,47.28
B Williams,NO,TE,16,0,0,0,0,0,33,362,2,1,2.9,46.2
W Chrebet,NYJ,WR,16,0,0,0,0,0,31,397,1,0,2.9,45.7
Keenan McCardell,LAC,WR,7,0,0,0,3,0,31,393,1,0,6.5,45.6
J Jurevicius,TB,WR,10,0,0,0,0,0,27,333,2,0,4.5,45.3
I Hilliard,NYG,WR,16,0,0,0,34,0,49,437,0,1,2.8,45.1
DeShaun Foster,CAR,RB,4,0,0,0,255,2,9,76,0,0,11.3,45.1
R Ferguson,GB,WR,13,0,0,0,0,0,24,367,1,0,3.4,44.7
C Lewis,PHI,TE,15,0,0,0,0,0,29,267,3,0,3,44.7
R Hymes,BAL,WR,14,0,0,0,0,0,26,323,2,0,3.2,44.3
Z Crockett,OAK,TE,16,0,0,0,232,2,16,87,0,0,2.7,43.9
S Alexander,DET,TE,16,0,0,0,0,0,41,377,1,0,2.7,43.7
D Jolley,OAK,TE,16,0,0,0,0,0,27,313,2,0,2.7,43.3
Kassim Osgood,LAC,WR,16,0,0,0,0,0,15,308,2,0,2.7,42.8
Matt Schobel,CIN,TE,16,0,0,0,0,0,21,201,4,1,2.6,42.1
W Henderson,GB,RB,16,0,0,0,0,0,34,239,3,0,2.6,41.9
Troy Hambrick,ARI,RB,10,0,0,0,283,1,4,16,1,0,4.2,41.9
K Johnson,BAL,WR,16,0,0,0,0,0,35,373,1,1,2.6,41.3
E Wilford,JAX,WR,15,0,0,0,0,0,19,271,2,0,2.7,41.1
J Sowell,NYJ,FB,16,0,0,0,28,0,45,342,1,1,2.6,41
K Campbell,MIN,WR,16,0,0,0,4,0,19,364,1,1,2.6,40.8
Chris Baker,NYJ,TE,16,0,0,0,0,0,18,182,4,1,2.5,40.2
T Taylor,BAL,WR,10,0,0,0,0,0,34,421,0,1,4,40.1
Chad Hutchinson,CHI,QB,5,903,4,3,14,0,0,0,0,4,7.9,39.52
Jon Kitna,CIN,QB,4,623,5,4,42,0,0,0,0,1,9.8,39.12
B Troupe,TEN,TE,14,0,0,0,0,0,33,329,1,0,2.8,38.9
Bernard Berrian,CHI,WR,16,0,0,0,28,0,15,225,2,0,2.3,37.3
GJ Kinne,TEN,QB,9,0,0,0,0,0,25,193,3,0,4.1,37.3
Kenny Watson,CIN,RB,16,0,0,0,161,0,25,171,1,1,2.3,37.2
Travis Henry,BUF,RB,10,0,0,0,326,0,10,45,0,0,3.7,37.1
A Whitted,OAK,WR,11,0,0,0,0,0,9,227,2,0,3.3,36.7
A Pinner,DET,RB,9,0,0,0,174,2,11,72,0,0,4.1,36.6
L Toefield,JAX,RB,14,0,0,0,169,0,28,151,1,1,2.6,36
Brian Finneran,ATL,WR,12,0,0,0,0,0,23,258,2,1,3,35.8
P Pass,NE,RB,14,0,0,0,141,0,28,215,0,0,2.5,35.6
Greg Jones,JAX,RB,16,0,0,0,162,3,3,13,0,0,2.2,35.5
Brad Johnson,TB,QB,4,674,3,3,23,0,0,0,0,1,8.8,35.26
R Williams,JAX,WR,16,0,0,0,0,0,27,268,1,1,2.2,34.8
David Garrard,JAX,QB,4,374,2,1,76,1,0,0,0,0,8.6,34.56
T Streets,DET,WR,13,0,0,0,0,0,28,260,1,0,2.6,34
E Berlin,TEN,WR,16,0,0,0,0,0,20,278,1,0,2.1,33.8
J Redmond,OAK,RB,16,0,0,0,119,0,32,233,0,1,2.1,33.2
T Fleming,TEN,FB,16,0,0,0,40,0,19,164,2,0,2,32.4
Desmond Clark,CHI,TE,15,0,0,0,0,0,24,282,1,1,2.1,32.2
Antonio Chatman,GB,WR,16,0,0,0,36,0,22,246,1,1,2,32.2
Quincy Carter,NYJ,QB,7,498,3,1,20,0,0,0,0,0,4.6,31.92
Justin Griffith,ATL,RB,12,0,0,0,39,0,22,220,1,0,2.7,31.9
Dominic Rhodes,IND,RB,16,0,0,0,254,1,2,24,0,1,2,31.8
Rich Gannon,OAK,RB,3,524,3,2,26,0,0,0,0,1,10.5,31.56
C Fauria,NE,TE,16,0,0,0,0,0,16,195,2,0,2,31.5
R Royal,WAS,TE,14,0,0,0,0,0,8,70,4,0,2.2,31
Doug Flutie,LAC,QB,2,276,1,0,39,2,0,0,0,0,15.5,30.94
Luke McCown,CLE,QB,5,608,4,7,25,0,0,0,0,0,6.2,30.82
S Williams,BUF,RB,4,0,0,0,167,2,3,19,0,0,7.6,30.6
J Dunn,KC,TE,16,0,0,0,0,0,17,120,3,0,1.9,30
I Mili,SEA,TE,15,0,0,0,0,0,23,240,1,0,2,30
Craig Nall,GB,QB,5,314,4,0,7,0,0,0,0,0,5.9,29.26
Rex Grossman,CHI,QB,3,607,1,3,48,1,0,0,0,2,9.7,29.08
J Scobey,ARI,RB,12,0,0,0,89,0,18,191,0,0,2.3,28
D Wilcox,BAL,WR,16,0,0,0,0,0,25,219,1,0,1.7,27.9
C Schlesinger,DET,FB,13,0,0,0,7,0,10,91,3,0,2.1,27.8
P Hape,DEN,TE,16,0,0,0,0,0,8,35,4,0,1.7,27.5
M Cloud,NYG,RB,10,0,0,0,90,3,1,3,0,0,2.7,27.3
J Tuman,PIT,WR,16,0,0,0,0,0,9,89,3,0,1.7,26.9
D Hall,KC,WR,16,0,0,0,56,0,25,230,0,1,1.7,26.6
B Gilmore,MIA,WR,16,0,0,0,0,0,15,206,1,0,1.7,26.6
T Carter,NYG,WR,5,0,0,0,23,0,12,182,1,0,5.3,26.5
M Seidman,CAR,TE,16,0,0,0,0,0,13,123,2,0,1.6,26.3
D Carswell,DEN,TE,15,0,0,0,0,0,22,198,1,0,1.7,25.8
R Swinton,DET,WR,13,0,0,0,3,0,18,213,1,1,2,25.6
T Johnson,OAK,TE,8,0,0,0,0,0,9,131,2,0,3.1,25.1
C Horn,KC,WR,14,0,0,0,12,0,15,178,1,0,1.8,25
Ron Dayne,NYG,RB,14,0,0,0,179,1,1,7,0,0,1.8,24.6
A Bryant,DAL,WR,5,0,0,0,0,0,16,266,0,1,4.9,24.6
K Johnson,DEN,FB,14,0,0,0,0,0,9,126,2,0,1.8,24.6
T Brown,NE,WR,12,0,0,0,0,0,17,184,1,0,2,24.4
B Johnson,NE,WR,13,0,0,0,8,0,10,174,1,0,1.9,24.2
T Brown,TB,WR,15,0,0,0,0,0,24,200,1,1,1.6,24
B Miller,HOU,TE,16,0,0,0,0,0,17,178,1,0,1.5,23.8
C Anderson,OAK,TE,9,0,0,0,0,0,13,175,1,0,2.6,23.5
J Mungro,IND,RB,15,0,0,0,19,0,7,36,3,0,1.6,23.5
D Sanders,BAL,WR,9,0,0,0,-10,0,0,0,0,0,2.6,23.5
J Fargas,OAK,RB,12,0,0,0,126,1,11,68,0,1,2,23.4
Brandon Manumaleuna,LAR,TE,16,0,0,0,0,0,15,174,1,0,1.5,23.4
Craig Krenzel,CHI,QB,6,718,3,6,41,0,0,0,0,6,3.8,22.82
S Meier,TEN,TE,14,0,0,0,0,0,25,127,2,1,1.6,22.7
R Woods,SF,WR,14,0,0,0,0,0,7,160,1,0,1.6,22
T Euhus,BUF,TE,12,0,0,0,0,0,11,98,2,0,1.8,21.8
B Schroeder,TB,WR,7,0,0,0,0,0,7,156,1,0,3.1,21.6
David Tyree,NYG,WR,16,0,0,0,0,0,10,155,1,0,1.3,21.5
R Mahe,PHI,RB,11,0,0,0,91,0,14,123,0,0,1.9,21.4
J Carter,NYJ,WR,13,0,0,0,0,0,10,173,1,1,1.6,21.3
T Jones,BAL,TE,15,0,0,0,0,0,20,152,1,0,1.4,21.2
M Strong,SEA,WR,16,0,0,0,131,0,21,99,0,1,1.3,21
J Thrash,WAS,WR,16,0,0,0,0,0,17,203,0,0,1.3,20.3
